버스정류장ARS번호,역명,주소,아침,점심,오후,저녁
23504,도곡한신아파트,강남구,2822,676,2267,1612
23505,현대1차우성아파트,강남구,1623,650,2710,1774
23507,영동고등학교현대아파트,강남구,12217,6318,33384,28692
23508,개포4단지7단지,강남구,299,82,340,60
23509,총회회관.휘문고입구,강남구,10608,2519,12437,5164
23510,예림당아트홀.신한은행전산센터,강남구,10603,2035,8001,3990
23511,새마을운동중앙회,강남구,12570,2931,17411,7963
23512,총지사,강남구,9189,1446,4643,4455
23513,신한은행데이터센터,강남구,4653,1031,4755,2579
23514,포스코사거리,강남구,5850,852,2634,1197
23515,우성3차아파트,강남구,1470,542,2414,1692
23516,우성6차아파트,강남구,4669,1224,5285,4428
23517,포이초교,강남구,4711,1313,4230,2404
23518,국악중고교,강남구,4077,1255,5374,2568
23519,풍양빌딩,강남구,2285,647,2465,1591
23520,코원에너지서비스,강남구,1273,296,1575,862
23522,현대1차우성아파트,강남구,1219,434,1380,692
23523,포스코사거리,강남구,6383,1174,3404,1839
23524,국민은행그린공원,강남구,1226,418,1362,869
23525,삼익아파트앞,강남구,3489,836,2149,927
23526,래미안포레아파트,강남구,6573,2633,11357,9307
23531,한남대교전망카페,강남구,7176,4104,14410,11239
23698,도곡2동주민센터대치중학교,강남구,1601,445,1817,720
23698,도곡2동주민센터.대치중학교,강남구,556,246,788,333
23720,도곡2동주민센터대치중학교,강남구,2011,619,2206,1139
23749,매봉역입구,강남구,16452,3741,20785,7955
23617,신분당선.강남역4번출구,강남구,4696,1758,5649,4224
23641,신논현역,강남구,827,409,1316,2232
23398,마루공원,강남구,433,215,797,1020
23399,대청초등학교,강남구,1190,488,1786,2245
23400,일원1동주민센터,강남구,7900,2755,11579,8473
23500,학여울역,강남구,2419,915,2633,1539
23241,선릉역,강남구,1166,444,2146,1331
23155,도산공원사거리,강남구,15345,3878,16268,11328
23434,은곡마을진입로,강남구,1539,365,1575,757
23200,강남보건소.강남구립국제교육원,강남구,17479,6421,19247,13633
23439,세곡푸르지오,강남구,4611,970,3306,2540
23537,은곡마을.강남신동아파밀리에,강남구,14954,4614,16799,9536
23463,못골마을.LH강남아이파크,강남구,12888,2693,10143,7438
23464,못골마을,강남구,12571,3368,13793,4499
23480,세곡푸르지오,강남구,12794,3557,13962,9155
23448,세곡중학교.세명초등학교,강남구,31930,8727,28738,19320
23446,래미안강남힐즈,강남구,15179,6597,22505,15869
23394,강남한양수자인아파트,강남구,8038,2297,7576,5091
23528,세곡2지구3.4단지,강남구,3498,1434,6525,5983
23454,대왕초등학교,강남구,2527,400,1615,734
23538,강남현대힐스테이트에코,강남구,14127,3174,9430,4993
23530,강남더샵라르고오피스텔,강남구,7663,2439,11227,12355
23529,도곡한신아파트,강남구,1428,471,1227,746
23320,고속철도수서역,강남구,24875,5916,17917,9628
23405,세곡문화복지관,강남구,1160,453,1377,330
23442,세곡2지구3.4단지,강남구,6234,1389,4016,1772
23489,래미안개포루체하임아파트,강남구,2370,929,4572,2628
23544,수서역5번출구.이마트앞,강남구,38988,10119,29967,10123
23545,달터공원,강남구,2920,688,2098,901
23546,일원역,강남구,10161,1919,3015,2049
23552,삼성서울병원정문,강남구,889,274,727,310
23558,삼성병원,강남구,6399,1512,6283,2468
23562,한아름아파트.사이룩스오피스텔,강남구,2130,384,2299,405
23569,암센터정문,강남구,1978,983,4300,1967
23575,강남교육청,강남구,1873,623,1946,1187
23598,도성초등학교앞,강남구,2438,934,2716,2076
23815,영희초등학교정문,강남구,1203,569,2429,1555
23818,코엑스동문,강남구,9059,3571,13352,8165
23823,대청초교삼거리,강남구,1672,675,2241,1606
23857,대치2동주민센터.우래옥앞,강남구,8069,1867,6550,4769
23858,봉은사역.삼성래미안아파트,강남구,954,351,1160,724
23871,수서역,강남구,2572,731,4474,2229
23872,일원1동주민센터,강남구,10330,2770,8000,5155
23874,일원지구대,강남구,2864,692,2020,1397
23877,영희초등학교,강남구,1015,351,1167,632
23878,삼성서울병원정문건너편,강남구,1808,566,1131,596
23880,일원역,강남구,892,504,2291,1871
23884,대왕파출소,강남구,3661,1192,5338,3277
23917,영희초등학교후문,강남구,817,399,1651,868
23920,양재역.종합복지관,강남구,48812,11166,40729,25498
23921,양재역5번출구,강남구,14392,2457,8639,6570
23922,삼성역7번출구,강남구,6602,1338,4611,2164
23925,역삼2동주민센터.래미안그레이튼아파트,강남구,1733,657,2134,1225
23918,양재역4번출구,강남구,42782,14124,57947,29183
23532,서울의료원후문,강남구,150,30,189,48
23536,학동역,강남구,429,170,1020,527
23855,노블발렌티웨딩홀,강남구,3168,718,2914,1501
23741,삼성역,강남구,14320,4579,17230,6535
23883,노블치과.누네안과병원,강남구,2364,788,3023,1605
23697,동영문화센터,강남구,7133,1198,4036,2299
23738,강남세브란스병원,강남구,3050,1155,2758,1227
23756,역삼청소년수련관.도곡1차아이파크,강남구,2097,784,2360,1481
23876,동영문화센터,강남구,3336,971,3864,2035
23856,양재전화국,강남구,2151,734,2516,1331
23866,LPG가스충전소,강남구,2009,371,1136,711
23924,도곡중학교.강남세브란스병원,강남구,2426,859,1832,650
23573,영동2교,강남구,4792,1034,4166,2113
23533,구룡마을,강남구,1240,549,1369,652
23595,개포동역,강남구,235,132,491,93
23557,국민은행,강남구,1593,493,2079,1174
23579,래미안루체하임.일원동맛의거리,강남구,2716,884,3264,1755
23586,영희초등학교,강남구,6460,1764,5807,2399
23819,일원지구대,강남구,1524,627,2603,1952
23597,강남우체국,강남구,4117,1415,4238,1546
23600,공무원아파트,강남구,4918,1667,5054,2206
23728,대청역,강남구,5805,2461,10557,9078
23911,중동고등학교,강남구,10297,2294,10265,3531
23543,대왕초등학교,강남구,2986,667,2351,813
23993,강남신동아파밀리에2단지,강남구,574,377,1746,1353
23995,리엔파크4단지.강남데시앙파크,강남구,6179,2168,6376,3581
23949,은곡마을,강남구,644,92,386,288
23948,상업지역,강남구,1490,403,1348,1039
23947,세곡푸르지오,강남구,1786,578,2265,1631
23944,세종고등학교,강남구,466,138,594,344
23941,은곡마을,강남구,1744,574,2949,1051
23942,상업지역,강남구,7995,2045,7249,2939
23943,강남신동아파밀리에,강남구,1779,579,2707,1161
23958,리엔파크3단지,강남구,615,418,1307,1017
23950,강남스포츠문화센터,강남구,593,211,490,136
23863,강남구민체육관,강남구,5032,1465,4780,3061
23960,포스코사거리,강남구,3118,456,883,350
23961,서울요양원.강남구립행복요양병원,강남구,2437,695,1679,1228
23962,LH이편한세상,강남구,1440,596,3351,3557
23964,강남데시앙포레상가앞,강남구,2665,540,1233,386
23970,강남데시앙포레정문,강남구,302,133,558,568
23969,강남데시앙포레상가앞,강남구,474,348,1685,1877
23968,강남더샵포레스트아파트,강남구,1720,538,1978,1385
23963,강남데시앙포레정문,강남구,3194,738,3346,2317
23972,수서교회.수서동성당앞,강남구,1438,466,1769,993
23967,강남신동아파밀리에1단지,강남구,1051,202,383,43
23564,암센터후문.장례식장,강남구,4236,628,3650,1410
23572,신분당선강남역4번출구,강남구,4318,1461,6362,3956
23893,강남신동아파밀리에2단지,강남구,473,121,266,54
23629,LH이편한세상,강남구,2313,328,729,204
23896,한신휴플러스6단지,강남구,2044,537,616,134
23933,방죽마을입구,강남구,414,146,492,424
23938,한신휴플러스6단지,강남구,360,228,1188,1042
23940,LH이편한세상,강남구,638,274,1306,1007
23822,대청초교삼거리,강남구,2733,525,1709,1076
24001,잠실역.잠실대교남단,송파구,53877,17540,58980,41621
24003,석촌호수.한솔병원,송파구,82021,26691,85484,61529
24005,석촌역,송파구,52620,17950,59596,43979
24007,송파역,송파구,68530,22143,74689,46589
24009,가락시장.가락시장역,송파구,73770,22604,77876,58767
24011,문정로데오거리입구,송파구,43480,10125,48730,31595
24013,문정법조단지.건영아파트,송파구,53640,14264,51120,37839
24015,장지역.가든파이브,송파구,46254,18413,75169,54973
24101,천호역.풍납시장,송파구,32382,9867,26089,18740
24102,풍납1치안센터입구,송파구,1118,346,932,585
24105,풍납1동동아한가람아파트,송파구,4294,1056,2812,1830
24106,풍납동신성노바빌,송파구,2456,488,1521,730
24107,풍납동씨티극동아파트,송파구,3199,481,2220,837
24108,풍납토성,송파구,13905,3111,16054,6404
24109,영파여고.강동구청역,송파구,25211,6200,17235,9157
24110,풍납동극동.쌍용아파트,송파구,15692,4477,13119,6145
24111,풍납중학교,송파구,3767,761,2862,711
24112,풍성중학교.잠실올림픽아이파크,송파구,719,182,1735,610
24113,서울아산병원앞,송파구,4239,1320,5403,1939
24114,아산병원동관,송파구,12640,3866,10613,3497
24115,서울아산병원동관,송파구,10264,3766,13579,5830
24116,한강극동아파트,송파구,2360,827,4049,3798
24119,토성초등학교,송파구,2923,826,2567,2379
24120,풍납동영어체험마을,송파구,4092,930,2715,1864
24121,올림픽대교남단,송파구,3514,729,2696,967
24123,잠실파크리오아파트상가.올림픽회관,송파구,11476,3297,12827,4668
24124,잠실파크리오아파트앞,송파구,5254,1285,4189,1778
24125,잠실나루역,송파구,7929,1940,6674,2341
24126,잠실진주아파트,송파구,2249,953,3560,2223
24127,몽촌토성역,송파구,2206,565,2106,1129
24128,신천동진주아파트,송파구,10974,3466,9146,5244
24129,잠실나루역,송파구,3370,1649,6755,6735
24130,잠실중학교.장미종합상가,송파구,11757,3717,13569,5820
24131,잠실중학교,송파구,8127,2514,10964,5907
24132,잠실역8번출구,송파구,76886,20233,54339,28063
24133,잠실역,송파구,24326,10963,38870,32828
24134,잠실역1번.11번출구,송파구,27881,13937,58965,51587
24135,잠실역9번출구,송파구,7838,3653,11549,5862
24136,송파구청.방이맛골,송파구,8997,4299,18217,14767
24137,잠실역,송파구,6083,1607,3181,1521
24138,잠실역.롯데월드,송파구,69092,23357,70758,39240
24139,잠실5단지,송파구,20547,5218,13824,6539
24140,잠실리센츠아파트앞,송파구,1835,665,2073,1245
24141,잠실새내역.잠실2동주민센터,송파구,20983,7057,20770,9450
24142,잠실엘스아파트앞,송파구,24500,9118,29011,17976
24143,종합운동장사거리,송파구,21929,5491,14857,8779
24144,잠실종합운동장,송파구,35616,6419,15771,8222
24145,잠실트리지움아파트앞,송파구,10463,4694,18294,13516
24146,잠실역.롯데월드,송파구,43663,23210,104025,89338
24147,갤러리아팰리스,송파구,9800,2783,8333,4494
24148,잠실트리지움,송파구,3299,1492,5321,3322
24149,영동일고레이크팰리스앞,송파구,8436,2166,6449,4277
24150,영동일고트리지움APT정문앞,송파구,4680,1627,5868,3508
24152,잠실트리지움,송파구,12118,2753,8826,5300
24153,잠실119안전센터,송파구,8743,2078,6462,3675
24154,잠실종합운동장,송파구,27746,10267,54256,46863
24155,아시아선수촌아파트,송파구,4706,1946,8723,8060
24156,아주중학교,송파구,8528,2663,8973,4212
24157,종합운동장사거리,송파구,18012,8655,33243,27040
24158,잠실새내역4번출구,송파구,22208,14328,52026,51766
24159,영빌딩앞,송파구,3124,1351,5513,4313
24160,잠실우성4차현대아파트,송파구,23263,6553,21604,17250
24162,잠실근린공원.성현교회,송파구,18018,3903,10448,6091
24163,아시아선수촌아파트삼거리.성현교회,송파구,10945,3615,14009,13737
24164,아시아선수촌아파트,송파구,12036,2675,7538,4010
24165,아주중학교,송파구,6871,2504,9518,7725
24166,삼전역,송파구,39422,12007,43960,35554
24168,송파구민회관구의회,송파구,39670,11482,39838,29670
24170,삼학사길사거리,송파구,2660,751,3187,3219
24171,잠실119안전센터,송파구,5314,2258,8199,6875
24172,삼전삼밭나루공원입구,송파구,6782,2047,5490,3022
24173,삼전역.잠실현대아파트,송파구,6378,2007,7192,5441
24174,삼전동현대APT,송파구,3360,726,1693,894
24175,삼전동쌍용하이츠빌라,송파구,6172,1246,3443,2870
24176,삼전사회복지관,송파구,2972,903,3176,2733
24177,배명중고교,송파구,9466,2767,12114,8903
24178,석촌고분역.올림픽병원,송파구,23200,6341,21714,17015
24180,석촌동한솔아파트앞,송파구,15474,4860,16999,12469
24181,석촌동한솔아파트,송파구,11249,3900,13059,10436
24183,삼학사길사거리,송파구,4190,1221,3970,2189
24184,배명중고교,송파구,9525,1863,6274,3269
24185,석촌동남현교회앞,송파구,14641,3660,12155,9655
24187,송파책박물관.헬리오시티,송파구,15540,4353,14694,10431
24189,송파사거리.석촌시장,송파구,5254,1977,6132,4000
24190,송파사거리,송파구,4264,1974,6599,4048
24191,송파역.헬리오시티,송파구,7835,2070,6929,4601
24193,송파여성문화회관,송파구,8814,3354,10693,7646
24195,송파초등학교.송파동성당,송파구,8156,3597,11332,8310
24197,방이동사거리,송파구,7344,3381,10967,10123
24200,송파2동한양아파트,송파구,9067,2046,6337,2714
24201,송파동한양1차아파트,송파구,10691,2810,8522,4597
24202,서울방이동고분군,송파구,7039,2670,11231,11263
24203,송파역,송파구,6406,1797,7117,3705
24204,성지아파트,송파구,4013,882,3378,1759
24205,송파동삼익아파트,송파구,859,328,1180,966
24206,삼익아파트미성아파트,송파구,18986,5453,21513,16213
24207,송파2동한양삼성아파트,송파구,5654,1840,6914,5662
24208,한양공원,송파구,4194,1563,6376,5964
24209,잠실여고후문,송파구,4398,1515,7136,5995
24210,방이중학교,송파구,6312,1699,6105,4064
24211,한성백제역,송파구,3535,961,3281,2716
24212,송파나루역.방이시장,송파구,10468,3528,12515,9955
24214,송파나루역,송파구,13252,4370,12529,7412
24215,송파구청.방이맛골,송파구,29217,8163,25727,14483
24216,잠실진주아파트,송파구,5260,2679,9982,12063
24217,올림픽베어스타운아파트앞,송파구,2934,936,3608,3031
24218,방이초등학교,송파구,6050,1707,3997,1668
24219,방이시장입구,송파구,5953,1415,3362,1350
24220,방이우체국,송파구,13029,2975,7611,3815
24221,올림픽공원남2문,송파구,4348,1651,5611,4196
24222,올림픽공원장미광장,송파구,2169,1060,3970,3698
24223,방이역3번출구대림아파트,송파구,2120,889,3402,3363
24224,한양 삼익아파트,송파구,22591,5911,17422,8575
24225,방이시장입구,송파구,2906,1334,6015,6802
24226,방이초등학교,송파구,1757,599,2414,2277
24227,신구블레스밸리앞,송파구,1806,655,2604,2411
24228,신구블레스밸리,송파구,4377,1166,3133,1511
24229,방이동대림코오롱아파트,송파구,5695,2395,9108,6535
24231,올림픽회관,송파구,8415,3655,12094,8797
24232,풍납동극동.쌍용아파트,송파구,13030,4943,22422,17169
24234,서울체육중.고등학교,송파구,213,104,365,142
24235,둔촌오륜역.서문교회,송파구,2747,608,2420,1279
24236,서하남IC입구,송파구,1054,188,656,469
24237,효죽동입구,송파구,1223,307,1225,641
24239,올림픽공원장미광장,송파구,3097,1305,4248,2348
24240,올림픽공원남2문,송파구,1874,716,2582,1483
24241,몽촌토성역.한성백제역,송파구,3857,1353,4901,2832
24242,보성중고등학교,송파구,6781,2333,7984,4057
24244,올림픽공원역,송파구,32488,12124,40165,27636
24246,올림픽공원테니스장,송파구,583,259,1124,532
24247,올림픽선수촌아파트,송파구,7922,2458,7734,6056
24248,방이역,송파구,6853,2218,7774,5008
24249,오금동현대아파트,송파구,40163,10008,31952,17407
24250,오금공원앞,송파구,13846,3294,9307,3563
24251,오금동상아아파트,송파구,14674,4719,13323,6598
24252,보인고교.오금동삼성아파트,송파구,18747,4294,13446,6132
24253,송파사회복지관.성요셉성당,송파구,5315,1082,2617,788
24254,거여초등학교,송파구,19452,6097,19810,13380
24256,송파참병원,송파구,2104,1008,3640,2699
24258,신흥기업입구,송파구,8926,2216,6738,3695
24260,송파레미니스후문,송파구,7729,1490,4299,2619
24262,오금공원사거리,송파구,8509,2238,8243,5356
24264,오금동대림아파트,송파구,11756,4861,17235,12248
24266,송파도서관,송파구,7410,2358,6883,2901
24267,우창아파트,송파구,5150,1937,7692,6224
24268,오금동사거리,송파구,9530,2458,8930,5904
24270,거여역,송파구,11285,3431,9067,4609
24271,거여역현대아파트,송파구,4869,2380,10363,8191
24272,체육문화회관,송파구,2906,1093,3228,2665
24273,거여역2번출구,송파구,4438,1190,3547,1440
24274,송파사회복지관.성요셉성당,송파구,2127,864,4208,4205
24275,거여아파트단지앞,송파구,10634,2515,7001,3005
24276,거여역종점,송파구,6153,2114,7511,5262
24278,한서교통종점,송파구,3483,637,1939,933
24279,종점,송파구,1261,598,1942,1643
24280,비호아파트,송파구,1213,517,1888,1654
24282,마천1동주민센터,송파구,1312,605,2453,1958
24283,마천2동주민센터,송파구,2694,1468,5511,2862
24284,거여역3번출구.현대2차아파트,송파구,2420,1317,4712,3707
24285,마천1동주민센터,송파구,3225,896,2277,1007
24286,송파상운종점,송파구,6165,1008,2822,1004
24287,비호아파트,송파구,2167,461,1518,633
24288,남한산성입구,송파구,3728,1255,2199,985
24289,송파구립마천청소년센터,송파구,6559,2128,6147,3468
24291,송파보훈회관.금호어울림2차,송파구,10668,3427,11297,7921
24293,마천동금호어울림1차아파트,송파구,10257,3516,11600,8238
24295,마천시장마천동우방아파트앞,송파구,4302,3156,12848,10832
24296,남천초교마천동우방아파트앞,송파구,17606,4268,10175,4233
24297,청암노인요양원,송파구,7773,2614,9695,6728
24299,마천동사거리,송파구,23024,8625,27814,14918
24301,마천2동윤진빌딩.신동아아파트,송파구,35028,10283,32899,20811
24303,마천2동주민센터,송파구,4092,1314,3983,1458
24305,복정역1번출구,송파구,1584,635,1875,887
24306,복정역,성남시 수정구,7998,3066,10510,3089
24307,건영아파트,송파구,1459,423,1196,717
24308,문현중학교,송파구,7576,2385,9081,5615
24310,문덕초등학교.문정고등학교,송파구,4569,1104,3394,1608
24311,문정대우아파트,송파구,2017,516,2403,1205
24312,삼성래미안아파트후문,송파구,3026,942,4152,2813
24313,문정시영가락프라자아파트,송파구,3589,821,3082,2667
24314,문정시영.세양청마루아파트,송파구,3796,1285,5349,4284
24315,한림연예예술고교,송파구,4795,992,3922,3073
24317,구송파세무서,송파구,3546,1077,3680,2882
24319,문정1동주민센터.로데오거리,송파구,8077,3743,15661,13839
24322,문덕초등학교.문정고등학교,송파구,2720,942,4137,2819
24323,문정동푸르지오아파트,송파구,5943,1498,4937,2136
24324,문정동대우아파트,송파구,3271,1254,4381,3897
24325,문정동래미안아파트,송파구,9132,2464,5852,2176
24326,문정래미안현대아파트앞,송파구,3922,1501,5466,4876
24327,문정현대아파트,송파구,3317,717,2114,1020
24328,문정동현대아파트,송파구,1824,805,3391,3464
24329,문정현대아파트,송파구,4993,2443,10262,10869
24330,문정동제일은행앞,송파구,5172,919,2296,1052
24331,문정동제일은행,송파구,2145,783,4794,4254
24332,삼성래미안아파트후문,송파구,1959,476,1515,1128
24333,문정2동주민센터.청소년수련관,송파구,8512,2703,9008,6358
24334,훼미리근린공원,송파구,6537,2674,8601,4690
24335,문정로데오거리입구,송파구,915,316,1331,954
24340,장지동,송파구,11041,3326,8068,5400
24343,가윤예식장,송파구,6678,1891,5393,2349
24344,가락동미륭아파트,송파구,11531,2957,6996,3045
24345,가락동쌍용아파트,송파구,5892,2369,8012,5677
24346,송파중학교,송파구,9252,3153,9494,4763
24347,가락현대5차아파트,송파구,974,482,1692,1177
24348,개롱역3번출구,송파구,15262,6607,27503,25373
24349,삼환아파트,송파구,6552,2488,11830,9113
24350,송파배드민턴체육관,송파구,5558,1332,3752,2218
24351,문정시영.세영청마루아파트,송파구,4982,1426,4184,3775
24352,문정시영가락프라자아파트,송파구,2363,592,1475,1160
24353,가락2동프라자아파트,송파구,4579,1348,4470,2949
24355,극동아파트,송파구,1502,557,1455,926
24356,가락2동극동아파트,송파구,811,422,1273,1061
24357,가락동극동아파트,송파구,4770,1963,6945,4318
24358,가락동쌍용아파트앞,송파구,5403,1654,3941,1750
24359,가주초등학교,송파구,475,231,715,555
24360,가동초등학교,송파구,771,241,679,288
24361,가락2동주민센터,송파구,958,368,1410,937
24363,가락시장.가락시장역,송파구,5769,1960,5877,3964
24364,문정로데오거리입구,송파구,7260,1635,4227,2451
24365,문정1동주민센터.로데오거리,송파구,10943,3316,9063,4648
24366,건너말공원입구,송파구,4793,1737,6681,5718
24369,송파경찰서.오금역,송파구,26285,7639,34525,24440
24370,가락동쌍용아파트,송파구,1493,414,1358,558
24371,가락대림아파트,송파구,3464,1064,4328,2246
24372,신가초등학교,송파구,5005,1464,4846,2610
24374,가락동제일은행,송파구,1471,354,967,535
24375,제일은행앞,송파구,652,226,946,814
24377,경찰병원.KT가락지사,송파구,6612,2047,7852,5122
24379,경찰병원.서울동부고용노동지청,송파구,11176,3542,10689,4228
24380,제일오피스텔,송파구,9064,2564,8252,3965
24382,경찰병원.서울동부고용노동지청,송파구,5561,1744,5706,4788
24385,가락시장.가락시장역,송파구,2460,1095,3263,2397
24386,가락시장.가락몰,송파구,9229,3277,9513,6939
24387,가락시장남문,송파구,7317,1952,5324,3092
24388,농수산물가공처리장,송파구,7783,2455,8932,7233
24389,가락시장.헬리오시티,송파구,8830,2171,5580,3887
24390,가락1동주민센터,송파구,3779,1423,4545,3724
24391,서울방이동고분군,송파구,13827,3346,9199,5107
24392,문정동대우아파트,송파구,3721,624,1903,994
24393,토성오거리,송파구,1442,443,1556,1206
24394,아산병원기숙사앞,송파구,2743,626,1635,690
24396,몽촌토성역.한성백제역,송파구,8375,3082,10967,8344
24397,풍납동강변현대아파트,송파구,1702,386,1599,1239
24400,홍이공원,송파구,1157,378,1442,872
24402,한서교통종점,송파구,874,323,1300,1614
24403,거여역7번출구,송파구,7090,2712,11868,11104
24404,거여역6번출구,송파구,9156,2090,7087,2319
24406,풍납2동주민센터,송파구,2184,729,2283,1861
24408,오륜사거리,송파구,3331,975,3599,2464
24420,복정역,성남시 수정구,179,65,179,167
24429,남한산성입구,송파구,4715,2236,6136,1892
24430,아산병원정문앞,송파구,2371,726,4419,1520
24431,갑을.미성아파트,송파구,2501,559,2386,1768
24432,송파배드민턴체육관,송파구,1903,703,3736,2454
24434,풍납중학교앞,송파구,492,223,1945,1244
24435,복정역3번출구,송파구,610,119,449,342
24436,새마을시장,송파구,3884,2426,9847,6251
24437,농협앞,송파구,3397,1527,5792,4480
24438,삼전역.잠실현대아파트,송파구,3805,963,2343,1161
24444,가락시장역,송파구,10350,3022,12068,11430
24445,올림픽대교남단교차로,송파구,878,260,1227,1032
24446,장지공영차고지,송파구,12205,3047,13766,7644
24448,아이코리아,송파구,2280,627,1957,310
24449,송파파인타운11단지,송파구,375,208,1051,1409
24451,송파파인타운10단지.13단지,송파구,440,249,976,1148
24452,송파파인타운8단지.9단지,송파구,2646,470,1831,557
24453,송파구립산모건강증진센터,송파구,2453,780,4062,4171
24454,장지동주민센터앞,송파구,2843,761,1892,977
24455,장지동주민센터.송파파인타운1단지,송파구,1305,366,1362,1359
24456,잠실여고후문,송파구,5442,1671,5569,2764
24457,건영아파트앞,송파구,2016,673,2060,1058
24458,잠실새내역앞,송파구,15833,3454,11259,5283
24459,가락래미안앞,송파구,4415,1928,7932,6187
24462,송파파인타운2단지.구립송파복지센터,송파구,3563,436,1574,1647
24463,송파파인타운3단지.한림예고,송파구,3799,906,3713,995
24464,송파글마루도서관.버들어린이집,송파구,3758,1023,4112,2263
24466,문현고등학교.송파파인타운5단지,송파구,535,355,1518,1013
24467,문현고등학교,송파구,3462,657,1896,573
24468,현대아파트앞,송파구,10178,2920,8398,4773
24469,문정3차푸르지오아파트.송파파인타운1단지,송파구,4219,918,2924,2465
24471,아이코리아앞,송파구,1484,353,1586,1306
24472,가든파이브웍스동,송파구,2693,1123,3387,1534
24475,장지역.가든파이브라이프동,송파구,8834,3753,14145,7802
24477,가든파이브툴동,송파구,8329,2099,8711,6156
24658,복정역,송파구,8420,1995,6829,3426
24479,잠실대교전망쉼터,송파구,9932,3026,9470,5093
24486,호수임광아파트,송파구,1909,1091,3610,2732
24484,미켈란호수가아파트,송파구,1714,928,2998,2237
24482,석촌호수서호사거리,송파구,5271,1728,5673,5021
24488,송파파인타운아파트11단지,송파구,135,46,214,175
24104,파크데일아파트1단지앞,송파구,7323,1861,4166,1332
24103,파크데일아파트2단지앞,송파구,5064,1517,6101,5752
24491,파크데일아파트입구,송파구,1107,538,2280,2126
24494,송파더센트레.송례중앞,송파구,3517,1385,4788,5072
24493,송파더센트레.송례초앞,송파구,6032,1744,4098,1525
24495,송파꿈에그린아파트,송파구,14313,3918,12255,9966
24492,위례아이파크아파트앞,송파구,8238,3448,12824,11900
24497,송파푸르지오시티.한화오벨리스크,송파구,6928,2122,8034,5804
24017,잠실역.롯데월드몰,송파구,44440,13248,48390,33718
24498,파크데일아파트입구,송파구,1392,352,771,351
24490,문정동래미안아파트남문,송파구,2601,662,1987,688
24489,문정중학교후문,송파구,1283,443,1817,2094
24233,한성백제박물관,송파구,2140,783,2522,1167
24461,서울버스종점,송파구,1295,223,1081,626
24368,샛별어린이공원입구,송파구,760,346,1366,1335
24367,가락대림아파트,송파구,1528,353,1288,564
24450,송파파인타운7단지,송파구,923,142,243,64
24653,위례포레샤인.송파꿈에그린서문,송파구,10279,2571,6962,5160
24654,송파꿈에그린서문.위례포레샤인,송파구,7084,2000,8136,7648
24395,가락시장.가락시장역,송파구,1913,563,1890,1624
24510,잠실4동주민센터.파크리오B상가,송파구,1205,387,1622,922
24410,위례중앙푸르지오.신안인스빌,송파구,1698,597,1850,1373
24413,송파와이즈더샵.엠코타운센트로엘,송파구,4126,1164,3863,3177
24415,위례별초등학교.위례스타힐스,송파구,7537,1906,6313,4294
24416,위례동주민센터.위례스타힐스,송파구,2509,1099,3721,3493
24417,위례동주민센터.위례송파푸르지오,송파구,2866,971,3544,2224
24418,힐스테이트송파.송파더센트레,송파구,1544,743,2562,2587
24419,송파더센트레.힐스테이트송파,송파구,3019,795,2010,1190
24411,위례신안인스빌.중앙푸르지오,하남시,2005,580,2052,1863
24439,위례포레샤인.위례31단지후문,송파구,16046,3441,7208,4006
24440,위례31단지.위례포레샤인후문,성남시 수정구,4374,1943,11108,12160
24199,송파나루역,송파구,6672,2435,11203,11891
24338,오금역2번출구,송파구,2356,315,1005,512
24339,오금역 3번출구,송파구,1245,332,1525,1587
24443,웨례송파푸르지오.송파더센트레,송파구,1848,685,3099,2977
24337,서울위례별초교,송파구,1722,521,1567,848
24441,웨례송파더센트레.송파푸르지오,송파구,4530,978,3432,1852
24442,장지역2번출구,송파구,38959,9124,22807,11717
24281,인애가요양병원,송파구,1538,830,3936,5146
24117,송파두산위브.송파소방서,송파구,6571,1829,6312,4666
24421,세계로병원,송파구,2387,714,4279,1462
24320,위례포레샤인18단지,송파구,9092,2012,7357,5448
24122,마천역.송파파크센트럴,송파구,1076,533,3121,3396
24424,호반써밋송파1차,송파구,1912,750,3445,2417
24425,호반써밋송파2차,송파구,1575,460,1831,1036
24427,위례포레샤인13단지,송파구,3277,1005,2742,1574
24508,송파역.헬리오시티,송파구,5574,1837,7062,6114
24505,송파역,송파구,7315,2188,7604,3688
24504,풍납동극동.쌍용아파트,송파구,4792,1603,6277,4264
24502,송파.잠실세무서,송파구,3342,569,1866,611
25101,강동공영차고지,강동구,15046,4420,13267,8624
25103,고덕리엔파크1단지,강동구,9043,2403,7026,4222
25105,해뜨는주유소,강동구,14858,3847,13354,10131
25107,고덕천.상일동역교차로,강동구,6029,1474,6047,3925
25109,고덕주공3단지,강동구,8940,1697,4948,2154
25110,강명초등학교,강동구,2641,935,4181,3835
25111,고덕주공6단지,강동구,9119,2122,7854,2767
25112,고덕리엔파크3단지,강동구,2086,1123,4951,5560
25117,GS강동자이아파트.둔촌동프라자아파트,강동구,1970,606,1681,676
25118,둔촌동프라자아파트.GS강동자이아파트,강동구,1198,316,1054,802
25119,둔촌푸르지오아파트,강동구,2714,852,2842,2043
25121,서울양병원,강동구,1348,395,1240,550
25122,둔촌2동주민센터.서울양병원,강동구,1184,495,1673,1547
25123,길동사거리.강동세무서,강동구,12005,3952,14121,10096
25125,강동역1번출구.동신중학교,강동구,6232,2037,6127,3836
