버스정류장ARS번호,역명,주소,아침,점심,오후,저녁
1001,종로2가사거리,종로구,8110,2638,7180,4339
1002,창경궁.서울대학교병원,종로구,55246,10786,32303,8497
1003,명륜3가.성대입구,종로구,50506,17486,43396,28818
1004,종로2가.삼일교,종로구,8130,3731,12369,8214
1005,혜화동로터리.여운형활동터,종로구,37092,12590,30808,13819
1101,경기상고,종로구,6461,1647,7102,2024
1102,신교동,종로구,16008,5222,19407,5374
1103,경기상고,종로구,5067,1545,5491,3698
1104,경복고교,종로구,6799,1699,6283,1732
1105,청운중학교,종로구,3087,409,1469,251
1106,자하문고개.윤동주문학관,종로구,9541,5510,14156,5133
1108,청운중학교,종로구,2339,961,4722,777
1109,경복고교,종로구,6944,1594,5997,2832
1110,통인시장종로구보건소,종로구,31208,12166,42026,17687
1112,효자동,종로구,13315,2896,11197,6673
1113,사직단.어린이도서관,종로구,9447,4189,15797,8228
1114,사직동주민센터,종로구,30311,10652,39736,27796
1115,경복궁역,종로구,72922,26274,87529,49305
1117,경복궁,종로구,23336,6815,22403,8809
1118,KT광화문지사,종로구,40527,13915,45770,31339
1120,광화문,종로구,9618,3243,14566,9423
1123,서울역사박물관.경교장.강북삼성병원,종로구,14119,4310,16492,10028
1124,광화문.금호아시아나본관앞,종로구,5131,1081,3128,2068
1125,광화문,종로구,479,408,2907,3047
1126,세종문화회관,종로구,34944,12106,48843,20818
1127,서울지방경찰청.경복궁역,종로구,33042,10592,36753,19485
1128,사직단,종로구,25251,6848,19848,9010
1129,광화문광화문빌딩,종로구,7905,1757,5591,3590
1130,덕성여중고,종로구,12490,5757,19306,9648
1131,안국역.종로경찰서.인사동,종로구,13616,5532,21648,12598
1132,국민은행세검정지점,종로구,6093,2357,6030,2979
1133,세검정초등학교,종로구,18510,6149,15992,6094
1134,세검정.상명대,종로구,3654,1476,5982,2692
1135,상명대입구.석파랑,종로구,3246,778,2333,805
1136,하림각,종로구,10542,3085,8182,2954
1137,자하문터널입구.석파정,종로구,8149,3142,9386,2578
1138,부암동주민센터.무계원,종로구,10171,5709,15824,7249
1140,자하문터널입구.석파정,종로구,4928,2871,10483,7547
1141,하림각,종로구,4992,2424,9717,7483
1142,상명대입구.세검정교회,종로구,2622,1400,6224,4473
1143,세검정.상명대,종로구,4000,1741,8180,4308
1144,세검정초등학교,종로구,12341,5450,22216,16741
1146,국민은행세검정지점,종로구,5409,2564,9412,6256
1148,승가사입구,종로구,356,351,1311,117
1149,구기동현대빌라,종로구,1830,1191,3801,529
1150,구기터널.삼성출판박물관,종로구,9741,4335,15940,5896
1152,구기동,종로구,20008,7755,24903,15269
1154,승가사입구,종로구,1785,334,909,433
1155,갑을씨티텔앞,종로구,5570,1414,4128,1974
1156,평창파출소,종로구,14138,4989,14834,6499
1157,평창동주민센터,종로구,12879,5089,16157,6598
1158,일성아파트,종로구,7133,2173,5287,2234
1159,롯데아파트,종로구,15089,5304,18381,9577
1161,벽산평창힐스아파트,종로구,3496,1579,5526,4572
1162,예능교회,종로구,4495,1953,7855,5254
1163,서울예술고등학교.평창동주민센터,종로구,9131,3467,12922,8473
1164,화정박물관,종로구,6827,2730,11252,8705
1167,독립문역.서대문형무소역사관,종로구,2232,1340,5307,3931
1168,서대문.서울시교육청,종로구,9965,3824,14062,9905
1172,창덕궁,종로구,36638,9532,34521,12772
1173,무교동,종로구,3425,988,4126,2976
1174,청계1가.광교,종로구,329,171,567,547
1175,청계2가.수표교,종로구,491,183,602,379
1176,청계4가.세운교,종로구,457,173,436,178
1177,청계5가.광장시장,종로구,1187,616,1481,347
1198,원남동,종로구,46264,9156,29409,12536
1199,창덕궁.우리소리박물관,종로구,20282,7645,31039,14189
1200,안국역.종로경찰서.인사동,종로구,31845,10940,38024,20245
1201,조계사,종로구,42570,15200,50376,28076
1203,안국동,종로구,8169,2703,7947,2684
1204,종로5가.효제동.김상옥의거터,종로구,8167,2957,12046,8802
1205,종로5가.효제초등학교,종로구,12622,5215,26463,16862
1212,종로5가,종로구,5660,3712,12810,6774
1213,청계6가.동대문시장,종로구,1126,339,881,299
1214,동대문,종로구,9913,4989,14786,6670
1215,충신동,종로구,14985,5017,13045,8468
1218,현대그룹빌딩,종로구,17544,3534,13141,7109
1219,방송통신대.이화장,종로구,22230,11628,47555,33537
1220,혜화역.마로니에공원,종로구,29074,16403,65497,48845
1221,혜화역.서울대병원입구,종로구,44753,9051,22760,14056
1222,방송통신대.이화장,종로구,7707,2148,7645,3330
1223,이화동(이화장),종로구,10828,3414,14548,7699
1224,창경궁.서울대학교병원,종로구,19235,6757,20494,8265
1225,이화동(이화장),종로구,6090,2010,5558,3163
1226,혜화동로터리,종로구,4508,1760,4805,3481
1227,명륜동2가.성균관대입구,종로구,12334,7404,29080,23852
1228,혜화역.서울연극센터(장면총리가옥),종로구,11962,6561,18194,11236
1229,혜화역.동성중고(장면총리가옥),종로구,16218,10849,46211,43327
1231,종로구민회관.창신동두산아파트,종로구,9741,3302,7826,3502
1235,동묘역앞,종로구,6411,2856,7537,3473
1238,창신3동주민센터,종로구,5791,1904,5466,3017
1239,숭인1동주민센터,종로구,9305,3540,12159,11580
1240,동묘역.롯데캐슬천지인,종로구,12237,7725,26497,21391
1243,신설동로터리,종로구,28994,7627,18843,9775
1246,구기동현대빌라,종로구,3383,874,2711,1976
1247,광장시장,종로구,13742,4491,10257,3511
1249,혜화경찰서,종로구,3602,1135,4520,2033
1250,서울역사박물관.김구집무실(경교장),종로구,3212,457,1661,573
1251,청계3가.관수교,종로구,263,144,411,118
1252,청계6가.버들다리,종로구,2683,1636,3483,362
1253,청계7가.맑은내다리,종로구,2935,889,1076,1353
1254,청계8가.영도교,종로구,2073,786,1770,805
1256,원남동사거리,종로구,8532,1534,6700,3386
1262,숭인동,종로구,7138,4221,13044,6666
1267,조계사,종로구,10606,2179,5494,3579
1272,세종문화회관,종로구,7245,2148,8974,7119
1277,이화동(이화장),종로구,5627,1238,3454,2646
1278,상명대정문,종로구,13149,3858,14790,4272
1279,이북오도청,종로구,3532,1426,4517,1566
1286,상명대입구.세검정교회,종로구,7764,3181,10866,4646
1287,상명대입구.석파랑,종로구,7138,2780,8130,3203
1288,종로중부새마을금고,종로구,12109,4330,10018,2697
1289,신설동로터리.신한은행앞.서울풍물시장,종로구,6929,2311,6111,3078
1291,청계2가.삼일교,종로구,788,311,1037,676
1292,청계8가.황학교,종로구,2464,956,2339,980
1763,종로1가,종로구,8165,3526,13346,8915
1293,평창동삼성아파트,종로구,4245,1911,4327,2335
13037,영천시장,종로구,86925,27445,90306,49596
1245,동묘앞,종로구,1972,865,2921,2306
1037,동대문(흥인지문),종로구,76664,24641,52518,35051
1041,동묘앞,종로구,78371,37008,101321,49171
1169,서대문역사거리.적십자병원,종로구,18956,6178,25772,15102
1295,안국역.종로경찰서.인사동,종로구,21690,7786,21899,8518
1165,강북삼성병원,종로구,1828,422,1333,555
1008,서울역사박물관.경희궁앞,종로구,85976,22741,88390,35813
1009,광화문,종로구,90769,29866,103406,59548
1011,종로1가,종로구,102362,36881,130320,80007
1013,종로2가,종로구,91209,41122,136958,96435
1015,종로3가.탑골공원,종로구,89605,46952,132180,85285
1017,종로4가.종묘,종로구,56076,28831,81992,29578
1019,종로5가.광장시장,종로구,86899,45624,128478,50257
1021,종로6가.동대문종합시장,종로구,80781,46041,123005,38397
1023,동대문역.흥인지문,종로구,52931,30284,96574,69529
1297,남인사마당,종로구,59,59,260,190
1209,창덕궁.서울돈화문국악당,종로구,2606,752,3301,1786
1863,경진빌라,종로구,149,50,304,226
1532,혜화초등학교,종로구,3700,1141,2442,869
1864,명륜시장.성대후문,종로구,3247,1334,3236,3173
1530,오거리.한옥마을입구,종로구,667,211,758,260
1865,완성빌라,종로구,298,181,753,820
1529,삼청파출소,종로구,1042,669,2933,1295
1866,양현관,종로구,1412,480,1558,1814
1528,종로5가입구.혜화경찰서,종로구,688,371,841,136
1868,상명대후문,종로구,302,191,828,587
1526,원서고개,종로구,1334,479,1570,1377
1869,샘미용실,종로구,704,262,1084,1018
1524,창신쌍용2단지.한성대후문,종로구,4485,1409,4090,1289
1870,산정빌라,종로구,34,22,53,44
1523,경희궁자이2.3단지,종로구,472,252,857,733
1522,오거리,종로구,76,19,186,170
1521,국민생활관,종로구,6145,1599,4602,1610
1872,문방구,종로구,103,31,185,69
1873,마트앞,종로구,385,134,600,141
1519,통인시장앞,종로구,2174,680,2341,765
1520,양현관,종로구,1953,673,1639,1117
1874,국민은행.세검정지점,종로구,93,68,289,57
1875,화정박물관,종로구,162,56,217,39
1518,삼청동주민센터,종로구,1630,786,4388,2171
1517,세검초등학교,종로구,85,33,118,72
1516,빨래터,종로구,923,327,1044,625
1876,혜화역4번출구,종로구,14097,4783,14710,6361
1877,방송통신대앞,종로구,2488,518,1420,624
1513,화정박물관,종로구,267,72,355,446
1878,서울대치과대학,종로구,1534,208,287,39
1512,서울국제고등학교,종로구,4434,1138,3217,711
1511,샘미용실,종로구,2008,518,1094,343
1879,효제초교.연동교회.김마리아활동터,종로구,2892,862,2341,951
1510,박노수미술관,종로구,6254,1221,2375,793
1509,금융연수원,종로구,1004,558,3804,1489
1508,평화동물병원,종로구,206,26,67,36
1507,세탁소,종로구,1127,448,1336,1194
1883,서울대치과대학,종로구,808,210,1375,284
1506,낙산공원,종로구,2453,1530,4900,3652
1503,명륜3가종점,종로구,4104,1549,4908,4556
1502,수성동계곡,종로구,6440,2276,6390,4904
1887,서울대학교병원현관.암병원현관,종로구,18277,4478,9475,1881
1886,이화사거리,종로구,174,35,15,0
1505,서대문역3번출구,종로구,6067,3093,13240,10844
1525,통일부,종로구,76,16,444,133
1531,명륜시장.성대후문,종로구,5489,1840,5143,2168
1500,평창파출소,종로구,2992,993,3901,2668
1564,가회동주민센터,종로구,894,350,1169,316
1562,독립문초등학교,종로구,1030,408,1468,1054
1561,아름다운실버,종로구,78,20,113,49
1558,창덕궁,종로구,897,258,552,194
1556,북촌한옥마을입구.정세권활동터,종로구,1369,486,1731,325
1555,청룡사.보문파크뷰자이아파트,종로구,2964,775,1569,587
1553,소나무집,종로구,161,75,341,438
1552,경복궁역,종로구,6293,1465,3776,1299
1551,경복궁,종로구,448,394,2335,1060
1550,종로3가.1.3.5호선,종로구,14272,4057,9990,3140
1548,안국선원.삼거리,종로구,1079,421,1566,544
1547,사우디대사관앞.경남빌라,종로구,665,175,776,137
1546,종로센트레빌후문.e편한세상보문아파트,종로구,970,334,684,257
1545,경희궁자이4단지,종로구,1799,915,2906,1849
1544,언덕앞,종로구,109,38,147,276
1543,혜화우체국,종로구,5849,1497,3618,1256
1542,새마을금고,종로구,2784,1131,3524,1205
1541,광화문새마을금고,종로구,911,344,1039,357
1539,종로4가.종묘공원,종로구,1962,712,1547,292
1538,인왕빌딩,종로구,203,18,81,28
1537,중앙중고,종로구,1436,357,950,706
1536,감사원,종로구,1109,542,6293,1072
1535,명신초.삼선푸르지오.힐스테이트,종로구,2776,703,1505,313
1534,영천시장,종로구,2006,1498,4983,2628
1533,청련사입구,종로구,125,31,226,283
1594,한국사회과학자료원,종로구,1721,831,2774,2363
1593,감나무골공원,종로구,82,13,71,28
1592,혜화역1번출구,종로구,7950,2936,9130,9889
1591,서울대병원장례식장,종로구,118,89,308,187
1590,완성빌라,종로구,348,127,580,508
1589,낙원상가,종로구,1688,556,2498,751
1586,힐탑,종로구,211,50,198,163
1584,상명대후문,종로구,1299,366,972,517
1583,수운회관,종로구,665,262,1197,353
1581,넓은마당,종로구,1840,1029,3701,3667
1580,화인빌라,종로구,259,110,395,189
1578,서울대어린이병원응급실.갑상선센터,종로구,3365,812,968,242
1576,헌법재판소.안국역,종로구,2165,1151,6581,1771
1574,무악현대아파트후문,종로구,1835,913,3747,3114
1573,박종화고택입구,종로구,99,19,115,163
1572,이화사거리,종로구,5528,866,2505,1054
1571,산정빌라,종로구,37,26,153,95
1570,아름다운가게.정독도서관,종로구,1094,579,2351,721
1569,쌍용아파트입구.창신역,종로구,3676,841,2380,822
1568,천사유치원,종로구,1929,785,3119,2824
1567,보현산신각,종로구,151,35,114,176
1566,원남로터리,종로구,1445,308,765,397
1565,문방구,종로구,80,20,62,38
1795,평창공원지킴터입구,종로구,220,52,206,196
1793,통인시장.종로구보건소,종로구,2161,742,2750,2182
1792,삼청파출소,종로구,2247,1096,2223,767
1790,종로사우나,종로구,1199,529,1840,1585
1776,종로도서관,종로구,825,432,1375,262
1732,밀알기도원,종로구,128,37,134,70
1729,오거리.한옥마을입구,종로구,704,341,845,542
1728,정독도서관,종로구,2719,995,2038,319
1727,인사동들머리.3.1독립선언터,종로구,129,87,294,133
1725,종로5가.3번출구,종로구,14504,4010,11361,7095
1724,활터앞,종로구,216,91,221,24
1723,참샘골공원,종로구,170,66,223,102
1722,성균관대학교,종로구,106,54,34,0
1721,광화문새마을금고,종로구,1134,507,1124,642
1714,상명초등학교,종로구,122,35,79,20
1699,단군성전앞,종로구,168,87,222,120
1698,무애사,종로구,142,51,202,50
1684,서교빌라,종로구,198,52,251,58
1683,종각역YMCA,종로구,6915,2496,8724,3194
1682,동대문역.2번출구,종로구,5786,1811,4374,1907
1667,종로문화센터,종로구,358,127,385,307
1607,EN갤러리,종로구,110,43,221,112
1597,경진빌라,종로구,161,29,84,92
1596,금강제화,종로구,3474,1296,4362,1326
1825,창신초교,종로구,612,792,1738,937
1824,교남동새마을금고,종로구,1124,474,1536,409
1823,형제봉입구,종로구,21,33,67,30
1819,현대사거리,종로구,218,156,451,291
1817,대신중고,종로구,3176,739,2985,826
1816,연화정사,종로구,50,15,64,30
1815,이화사거리,종로구,2499,382,1111,606
1814,삼청공원삼거리.옥호정터,종로구,1401,310,647,282
1812,재동초등학교,종로구,756,569,1532,511
1810,카센터.터널앞,종로구,425,170,553,221
1809,감람산기도원,종로구,95,11,54,9
1807,금융연수원,종로구,2842,344,589,321
1804,충신시장,종로구,2431,794,2524,1823
1803,사직동주민센터,종로구,4411,1602,5220,2098
1802,김창열.윤명로화실,종로구,98,16,81,24
1801,박노수미술관,종로구,948,747,2820,3123
1800,삼청동주민센터,종로구,3139,1055,2036,851
1799,상명대입구,종로구,29,23,49,13
1797,대학로입구.이화사거리,종로구,5659,2046,7755,3818
1798,운현궁,종로구,30,23,94,59
1796,배화여중고.매동초교,종로구,3340,719,2334,452
1851,감사원,종로구,7149,1072,1582,774
1850,청룡사.보문파크뷰자이아파트,종로구,1732,1026,3958,4565
1849,강북삼성병원,종로구,1411,482,765,245
1847,혜화초등학교,종로구,2601,1002,3426,2549
1846,상명대입구,종로구,1431,301,712,297
1845,사우디대사관,종로구,1193,347,695,408
1843,서울시교육청,종로구,2710,381,1390,129
1842,김종영미술관,종로구,47,40,87,29
1840,세검정교회,종로구,133,44,132,51
1839,안국선원.삼거리,종로구,2359,415,711,319
1837,스위스대사관,종로구,386,80,182,59
1836,보현빌라,종로구,142,37,156,78
1835,하림각,종로구,244,92,418,486
1833,북촌한옥마을입구.정세권활동터,종로구,1887,513,1364,648
1832,숭인1동주민센터,종로구,1034,562,2409,1153
1831,월암공원,종로구,382,155,506,158
1830,지구촌교회,종로구,265,31,292,187
1829,부암슈퍼,종로구,66,33,143,104
1827,볼링장,종로구,270,169,384,334
1826,가회동주민센터,종로구,955,341,1041,429
1862,새마을금고,종로구,3708,1490,4729,5136
1861,상명초등학교,종로구,158,61,286,62
1858,서울국제고등학교,종로구,2317,752,2929,3352
1856,통일부,종로구,307,63,102,32
1855,종로센트레빌후문.e편한세상보문아파트,성북구,597,443,2417,2732
1540,국립민속박물관,종로구,344,443,2841,979
1685,경복궁역,종로구,3105,1535,5107,4127
1501,삼청공원,종로구,1818,816,3143,1079
1720,법련사,종로구,2734,760,1700,402
1791,엄마분식,종로구,34,20,119,30
1821,부암동주민센터.무계원,종로구,608,320,854,341
1549,구기터널입구,종로구,238,92,224,68
1577,청구빌라,종로구,635,224,813,406
1554,독립문역3번출구,종로구,3986,1726,6559,5364
1587,신학대학교총회본부,종로구,452,176,585,695
1514,적십자병원후문앞,종로구,174,67,187,136
1805,안국역2번출구앞,종로구,12212,2991,5781,2745
1794,종로5가역,종로구,7487,3327,11385,6118
1702,동대문종합시장,종로구,2677,1240,3316,1365
1686,연건동,종로구,2448,514,1513,733
1504,명륜새마을금고,종로구,417,146,95,0
1598,성균관대학교앞,종로구,521,300,1281,1004
1697,성대입구,종로구,38,45,38,0
1841,혜화동로터리,종로구,4894,1821,5279,3280
1852,국민생활관,종로구,3400,1104,3736,3225
1515,서울성곽.성대후문,종로구,276,145,408,28
1860,성대후문.와룡공원,종로구,1018,358,798,268
1881,성균관대학교,종로구,6375,2601,6199,1554
1595,동묘역,종로구,3391,1192,2977,1143
1563,종로센트레빌아파트,종로구,1693,394,884,254
1582,창신초등학교,종로구,2231,747,1962,708
1844,창신쌍용1단지.종로센트레빌아파트,종로구,1183,938,3390,3020
1888,공평.종각,종로구,3926,1297,2792,998
1889,조계사,종로구,1151,496,775,184
1882,독립문역,종로구,2442,1031,4908,3656
1820,교남동주민센터,종로구,276,92,354,137
1557,종로1.2.3.4가동주민센터,종로구,1298,536,1324,612
2001,남대문세무서.서울백병원,중구,20329,9482,35014,25714
2002,서울백병원.국가인권위.안중근활동터,중구,75793,19781,45096,24249
2003,서울역버스환승센터,중구,168824,53671,200037,130282
2007,서울역버스환승센터.강우규의거터,중구,38731,13166,31809,16213
2101,만리동고개,중구,16066,5560,18722,13529
2102,손기정체육공원입구,중구,9724,3331,12529,9026
2104,서울역서부,중구,15405,6947,23395,13536
2106,중림동교차로,중구,4200,2132,7555,4643
2107,종근당.충정로역,중구,15495,4203,10813,6173
2108,한국경제신문사.서소문역사공원,중구,8050,3131,12155,5968
2110,경찰청.동북아역사재단,중구,32712,8064,42391,25203
2113,서대문경찰서.농협은행.유관순활동터,중구,14172,6301,33315,21905
2116,염천교,중구,7047,2264,10115,5120
2117,숭례문,중구,1197,334,1363,1111
2118,숭례문.한국일보,중구,8599,3370,15629,8677
2120,후암삼거리,중구,4850,1392,3873,1570
2121,숭례문,중구,35316,11238,33585,15512
2124,남대문시장악세사리전문상가,중구,7180,3921,8982,2442
2125,숭례문남산방향,중구,5128,3601,10738,2941
2126,남대문시장,중구,4744,3228,6689,1672
2127,북창동.남대문시장,중구,38163,21937,72789,25979
2128,시청앞,중구,33892,10903,34748,17254
2131,삼성본관앞,중구,15518,6225,26350,12969
2132,시청앞,중구,4452,2296,9965,6469
2133,서소문,중구,37552,12829,50567,30189
2137,서울신문사,중구,26026,8074,28136,15977
2139,우리은행종로지점,중구,42999,12974,39016,26261
2140,롯데백화점,중구,46849,27846,93939,47807
2141,해운센터.롯데영프라자,중구,6069,2764,9162,4010
2142,롯데영프라자,중구,53236,22469,68345,33538
2144,신세계앞,중구,7536,4960,16003,6266
2145,남대문시장.회현역,중구,44567,21128,51011,17605
2147,남산3호터널,중구,4559,2230,8415,5280
2148,남산3호터널.서울애니메이션센터,중구,15428,5138,13694,5692
2149,명동입구,중구,12474,5539,15523,6990
2150,퇴계로2가.명동역,중구,14517,7412,20825,10402
2151,퇴계로3가.한옥마을.한국의집,중구,25139,10296,32827,17079
2153,충무로역2번출구.대한극장앞,중구,12932,5786,17047,11362
2154,충무로역8번출구.대한극장앞,중구,13927,4882,15454,9843
2155,초동,중구,814,323,1119,481
2156,을지로입구.로얄호텔,중구,17892,5606,18230,11734
2157,을지로입구.시청입구,중구,12835,4518,14688,9806
2158,을지로2가.기업은행본점.서울노동청,중구,25334,7731,28997,19117
2159,을지로2가.파인에빈뉴,중구,13435,3853,11957,9037
2160,을지로3가,중구,19125,7051,23004,15873
2162,을지로4가,중구,9124,3027,8938,3556
2163,을지로4가.베스트웨스턴국도,중구,9459,4264,13371,6931
2164,중구청앞.덕수중학교,중구,6369,1695,5054,2375
2165,을지로5가,중구,9545,3757,8459,2029
2166,을지로5가.중부시장,중구,6763,3783,11044,5425
2167,방산시장.훈련원종합체육관,중구,2693,1588,5229,2539
2168,을지로5가.훈련원종합체육관,중구,1299,594,3077,1623
2169,을지로6가.국립중앙의료원,중구,6644,3522,12428,9994
2170,광희동,중구,36061,11929,38315,23600
2172,을지로6가.국립중앙의료원,중구,8141,3633,8083,3668
2173,동대문역사문화공원,중구,55958,32212,95895,56824
2177,충무아트센터.스포츠센터.중부소방서,중구,24610,9759,30495,19950
2179,성동공업고등학교(무궁화회관),중구,10798,3158,5954,5670
2180,성동공업고등학교앞,중구,10689,2951,6177,5068
2181,신당역.중앙시장앞,중구,33523,15979,48591,32965
2183,성동고등학교,중구,34040,12137,35081,21432
2187,신당동떡볶이타운.중구여성플라자,중구,23809,8915,26727,20004
2189,신당동.청구역,중구,21957,7680,22112,15870
2191,약수역2번출구.가온도서관,중구,13104,4716,12911,7303
2192,약수역3번출구.약수하이츠,중구,11838,5251,18789,15933
2193,약수역4번출구.금호터널입구,중구,4758,2070,8152,8953
2194,약수역5번출구.금호터널입구,중구,13717,3778,9401,6985
2195,약수역8번출구.신당사회복지관,중구,10602,3915,11821,7406
2196,약수역7번출구.약수동주민센터,중구,8577,3346,10453,6252
2197,송도병원앞,중구,10695,3374,10417,7056
2201,장충체육관앞,중구,11256,3284,12414,5779
2203,장충동.동국대입구,중구,18289,7130,24403,14685
2205,퇴계로6가,중구,12953,3405,12760,7357
2207,퇴계로5가.제일병원,중구,6727,2471,8208,4579
2208,퇴계로5가,중구,5987,1794,5904,2390
2209,국립극장.반얀트리호텔,중구,15681,5497,19273,8766
2211,청구역,중구,7123,2910,10227,9086
2213,동화동,중구,5260,1619,5418,3633
2215,백범광장,중구,1218,735,2384,1227
2218,남대문경찰서,용산구,5706,1582,4485,1968
2219,남대문시장앞.이회영활동터,중구,52493,27606,65416,16110
2220,남산케이블카.남산산책로입구,중구,362,902,2175,871
2221,숭의여대,중구,362,771,2759,1263
2222,동대입구역.장충동,중구,8022,3953,8988,2867
2224,청계1가.광교,중구,555,238,910,727
2225,청계2가.삼일교,중구,1089,381,1419,1170
2226,청계4가.배오개다리,중구,501,253,772,443
2227,청계5가.방산시장,중구,965,482,1437,517
2228,청계6가.평화시장,중구,764,379,1027,349
2229,청계7가.동평화.청평화시장,중구,6159,2272,3744,2808
2230,청계8가.영도교,중구,1888,1218,4136,2293
2233,신한은행본점,중구,6296,1651,6311,4172
2235,동대문역사문화공원,중구,2837,1485,4719,3199
2236,버티고개,중구,16833,5520,17482,13666
2240,청계3가.세운교,중구,249,163,708,437
2241,청계6가.오간수교,중구,1979,1139,3767,1289
2242,충무로역.매일경제,중구,2155,637,1703,870
2246,을지로입구역.광교,중구,25503,7800,24560,13138
2252,신당파인힐하나유보라,중구,8146,2473,8093,6172
2253,명동국민은행앞,중구,4847,1699,10008,10440
2254,남산북측순환로입구,중구,2668,2074,4937,875
2255,신당동삼성아파트,중구,2551,1183,5622,5294
2256,신당동대우푸르지오,중구,2043,591,1245,563
2257,황학동주민센터,중구,3058,1116,3944,2813
2258,신당초등학교앞,중구,2819,1414,5764,4332
2259,금호베스트빌.래미안하이베르,중구,8001,2757,9378,8794
2261,신당초등학교,중구,3282,640,1737,1128
2262,서대문경찰서.농협은행.유관순활동터,중구,1085,139,392,333
2269,교육연구정보원,중구,284,425,1289,732
2272,방산종합시장,중구,3434,1077,2686,692
2273,황학동롯데캐슬,중구,2491,1264,5108,3826
2274,광희문.광희동사거리,중구,5453,2041,6249,4634
2277,황학동롯데캐슬,중구,7993,2274,6406,3581
5118,신성시장앞,광진구,18455,5846,13607,6508
2278,한국은행.신세계앞,중구,531,694,3023,1512
2279,서울기동대.광희초등학교,중구,365,107,230,277
2280,동대문디자인플라자,중구,1097,408,1038,1253
2281,서대문역사거리.농협중앙회,중구,36269,7376,17744,6118
2282,서울스퀘어앞,중구,8023,2626,5515,2693
2285,힐튼호텔,중구,7530,3273,9807,4484
2694,서울역,중구,276,103,474,540
2286,시청앞.덕수궁,중구,14802,5900,25471,12076
2288,장충문화체육센터.권기옥활동터,중구,342,229,627,411
2199,약수역1번출구,중구,5465,1838,5225,3613
2223,약수역10번출구,중구,2693,1010,3486,2052
2641,시청광장,중구,4521,2368,7228,3941
13047,서대문역사거리,서대문구,54631,15789,59794,33080
2289,남산1호터널,중구,5462,1059,2981,1819
2518,응봉근린공원.금호산,성동구,388,238,770,510
2517,신금호파크자이아파트후문,중구,23,28,97,104
2516,한국경제신문사,중구,811,239,1215,728
2513,염천교,중구,967,156,439,120
2510,신당역하나은행,중구,21907,8415,29313,24091
2507,프레스센터,중구,10758,3084,8212,4001
2506,숭례문앞,중구,3574,1800,4615,1564
2504,삼성본관앞,중구,2013,692,2874,1252
2502,조선일보,중구,2661,994,3604,1620
2501,약수역.3.6호선,중구,6664,2610,8775,5628
2503,시청역,중구,6118,1923,9350,4092
2505,서울역,중구,2366,721,2907,966
2515,서울역서부,중구,2654,1587,6885,5187
2514,중림동입구.서소문성지역사박물관,중구,653,308,987,377
2524,약수지구대,중구,7711,2207,9325,8084
2523,약수시장.초록마을앞,중구,1400,619,2165,902
2522,중구청소년수련관.남산타운2상가,중구,457,155,757,435
2520,서울방송고등학교.남산타운아파트,중구,8195,2333,9306,7316
14540,아현실버복지관,마포구,872,189,580,466
14700,아현1동경로당,마포구,526,192,559,527
3001,한강대교북단.LG유플러스,용산구,66904,18133,63754,36705
3003,신용산역,용산구,76543,27646,93999,61391
3005,KT용산지사,용산구,46183,15774,57495,40197
3007,삼각지역,용산구,62221,20161,69522,48754
3009,숙대입구역,용산구,106914,34871,108706,76074
3011,갈월동,용산구,80805,24839,82478,53789
3110,남영역,용산구,47272,14433,52302,34575
3119,신용산역3번출구,용산구,4188,1260,6355,3008
3122,한강대교북단,용산구,3143,875,2866,2729
3124,서계동,용산구,3638,1256,4038,2455
3126,청파동,용산구,8128,2402,6847,4357
3127,청파시장,용산구,774,290,970,632
3128,숙대입구역.청파동주민센터,용산구,11457,4163,13463,8434
3130,남영역,용산구,2759,876,3523,1985
3132,용산전자상가17동,용산구,2624,849,2930,1272
3133,용산전자상가19동,용산구,1443,494,2154,781
3134,용산전자상가10동,용산구,2620,947,3601,1808
3135,용산전자상가12동,용산구,3208,968,3371,1361
3136,용산전자상가.전자랜드,용산구,5857,1728,6635,2913
3138,원효대교북단,용산구,7409,1287,7411,3607
3139,용산경찰서,용산구,21098,6018,22513,12834
3141,용산꿈나무종합타운.원효로우체국,용산구,9676,2976,10845,6774
3142,용산e편한세상,용산구,7534,2188,7010,4106
3143,남정초등학교,용산구,9829,2987,9923,5280
3144,원효로2가,용산구,13425,3744,13892,7890
3145,원효로2가사거리,용산구,5165,1766,6073,3072
3146,원효로3가,용산구,22236,6088,22658,12848
3148,용암초등학교입구.이태원주공아파트,용산구,10128,3458,8852,5025
3149,이태원동남산대림아파트.용산동아파트,용산구,8500,3446,10652,7442
3150,용산한신아파트,용산구,10356,3586,11467,7523
3151,해방촌,용산구,11994,3776,11528,6828
3152,국군재정관리단,용산구,9163,4312,16278,13039
3153,용산구청.크라운호텔,용산구,21229,8958,30006,17796
3155,한강중학교,용산구,17143,6326,20488,15137
3156,한강중학교앞,용산구,16276,5134,15151,8670
3157,서빙고역1번출구,용산구,13202,4364,15132,10250
3158,장충단로입구,용산구,6785,2991,8863,4920
3159,남산예술원,용산구,1170,542,1387,736
3160,서울중부기술교육원.블루스퀘어,용산구,8566,3580,14422,9277
3161,서울시중부기술교육원.블루스퀘어,용산구,44174,9235,33009,20636
3162,순천향대학병원,용산구,91144,29493,97200,69654
3165,순천향대학병원.한남오거리,용산구,91892,29181,100062,68933
3166,한남5거리,용산구,31802,11521,42458,34996
3167,남산도서관,용산구,15232,6851,21661,11724
3169,후암약수터,용산구,5061,2164,7647,5474
