호선명	자치구	지하철역	07시-08시	08시-09시	09시-10시	10시-11시	11시-12시	12시-13시	13시-14시	14시-15시	15시-16시	16시-17시	17시-18시	18시-19시	19시-20시	20시-21시	21시-22시	22시-23시	23시-24시
4호선	성북구	길음	95134	113847	63443	45055	41798	44922	47475	44142	48680	59144	76819	102751	78578	47235	41717	46047	17545
4호선	서초구	남태령	5946	7703	3887	2889	2994	3081	2936	3769	3234	4051	5287	5674	2922	2211	1566	1262	474
4호선	노원구	노원	67756	83004	60015	46913	43889	49944	52767	52823	56141	65431	78330	109528	86362	57146	53299	52956	17665
4호선	노원구	당고개	64172	64306	41392	32749	29481	30645	31004	30314	33224	36222	43670	53807	48386	30027	26538	26102	12585
4호선	종로구	동대문	43916	87315	78261	73142	74727	69041	71403	78176	78706	79248	100470	81018	46182	30767	29407	18494	8657
4호선	중구	동대문역사문화공원	32078	75009	42681	30438	32135	32471	34995	38785	40644	42913	61287	85654	58461	36312	32242	26755	9091
4호선	동작구	동작	9618	12860	8820	7727	7428	7571	8433	9038	10510	11289	13248	15779	9133	6362	6013	5273	2012
4호선	중구	명동	45942	110025	64269	41151	43310	47405	49974	51176	56146	61173	75509	121658	55871	40298	33930	19972	2947
4호선	강북구	미아	64311	86017	49156	36994	35157	35630	37405	37595	42530	48980	54744	74935	55661	33152	30463	27994	13055
4호선	강북구	미아사거리	115696	137008	89530	65999	62337	66513	68599	69129	80570	92492	104745	144663	111876	73591	59387	54562	21208
4호선	동작구	사당	85941	119955	83202	55186	50573	54897	54950	52374	54784	65677	88560	124718	82179	54739	58371	59238	17866
4호선	용산구	삼각지	17134	33981	15613	10510	10470	11303	11847	11712	12101	14220	21907	37505	18455	11491	12782	12967	2903
4호선	노원구	상계	104861	93947	55308	42958	39748	42747	42602	41407	46178	54482	62439	86481	75052	44981	41365	42492	19885
4호선	용산구	서울역	42633	92315	46794	26649	25528	28339	29082	28902	32345	35517	59675	84653	39056	24349	23954	22402	6229
4호선	성북구	성신여대입구	62202	87505	58714	43862	44473	51065	52997	53081	57279	66008	81011	106850	77776	52262	53604	54135	17323
4호선	강북구	수유	133579	181827	109734	78257	73767	79082	81224	82638	89363	106251	128213	183250	142823	85840	79696	75113	34343
4호선	용산구	숙대입구	38999	76045	43518	28521	28409	30793	31584	31971	34164	43667	55705	77839	44087	28663	30430	29678	7255
4호선	용산구	신용산	43424	105414	71445	33716	30779	30497	34626	33733	36993	43212	69347	113999	56584	34806	32713	26177	5344
4호선	도봉구	쌍문	139637	159354	92266	65480	58103	62500	61378	60124	67577	79748	96257	136623	119868	72026	64125	60121	30034
4호선	용산구	이촌	27112	43604	25525	18168	18135	21900	22980	22912	24885	30953	34607	44055	24155	15415	15362	13675	3532
4호선	도봉구	창동	111607	117758	76753	63083	61664	66408	69923	70918	76328	89146	100450	134282	105252	64329	58084	55660	23423
4호선	동작구	총신대입구	64642	99127	65628	47864	45376	50291	53384	54205	58669	66603	83891	115656	73488	47288	43099	41344	11606
4호선	중구	충무로	63296	188118	106166	59176	52547	53846	58219	60876	61358	70958	110141	175897	84260	52825	56323	47394	10369
4호선	성북구	한성대입구	49981	68753	46059	34116	32297	36822	38591	36562	39082	49370	57958	68520	46889	30680	29124	30665	11687
4호선	종로구	혜화	64715	137531	97242	77809	75832	82676	98602	101654	103180	109675	137718	169797	102338	68984	94955	78603	16602
4호선	중구	회현	55121	138631	102648	81529	80118	77152	78346	81545	83484	89381	106345	131190	51938	44689	24463	17239	3809
5호선	강동구	강동	84448	117546	61434	40787	36518	39061	41473	39765	43231	49319	71508	99466	63557	39880	35718	37032	16083
5호선	강동구	강일	14055	16270	8905	7784	7188	7344	6818	6791	6879	10146	11393	15681	14315	7684	6860	7043	3364
5호선	송파구	개롱	32234	37744	19673	14603	13647	15310	15546	14999	17311	20805	26366	33206	26922	14405	13580	14256	4467
5호선	강서구	개화산	27362	30965	15669	11845	11434	12657	13422	12730	14286	15759	19170	25983	19770	12036	10405	10442	4389
5호선	송파구	거여	43653	47501	24931	16884	16223	19500	18032	17235	19066	27310	31475	38770	30189	16020	15138	14576	6614
5호선	강동구	고덕	46411	43872	25296	22400	21268	23058	24280	23967	26949	32478	35535	42460	35175	19073	17736	17575	7824
5호선	마포구	공덕	54807	113335	54343	27182	26818	27798	29581	28509	29478	37903	62080	113574	48109	30406	31209	30898	6813
5호선	광진구	광나루	54523	74028	43037	34213	29880	32753	32540	32399	33799	41291	48205	65147	41640	26369	24699	25227	8411
5호선	종로구	광화문	85866	271118	112954	49316	53078	50206	59281	57840	61882	73532	118788	240051	89027	56827	63810	43692	6544
5호선	성동구	군자	41139	70989	36768	22430	21656	24275	25717	25090	27709	32087	46020	74121	49267	30385	29846	31625	11550
5호선	강동구	굽은다리	42523	51820	28456	21635	20405	22292	23060	21885	22882	27420	32156	47640	35805	21066	20221	20262	8042
5호선	강동구	길동	28601	45437	26635	21018	20278	22397	22987	21474	24036	27416	31632	44243	29258	18312	14885	15821	5021
5호선	강서구	김포공항	19106	26159	21156	19601	22333	24202	28202	28935	29620	29360	34453	39767	26298	18501	16626	12819	2876
5호선	강서구	까치산	137269	175364	91620	60945	57262	61864	63630	61457	68382	81669	97379	150732	122190	73900	68107	66683	29168
5호선	성동구	답십리	71422	110065	50035	30704	28703	32234	32426	31274	34156	40848	55394	89115	58107	32610	30017	31723	11920
5호선	동대문구	동대문역사문화공원	10152	31853	13078	4049	3880	4276	4515	4808	4957	5446	11997	23871	9980	4711	4069	3744	1062
5호선	강동구	둔촌동	35380	49514	24644	18890	18450	20963	20681	20967	23465	29935	35984	47663	33334	17763	17400	15575	6071
5호선	강서구	마곡	36056	67759	39977	22675	19507	20525	22290	22256	24778	30343	39835	59283	33312	18718	17430	16020	5872
5호선	성동구	마장	22667	36758	17498	13215	12493	13583	13263	13277	14329	16088	19986	27972	18551	11461	10732	10939	3691
5호선	송파구	마천	33648	37344	19131	15238	13364	15010	14529	13401	16432	19954	21865	30642	23576	13550	11934	11362	6999
5호선	마포구	마포	49067	106612	52805	28156	27159	27984	30805	28552	30100	37099	58242	102117	48009	30252	31611	29655	7251
5호선	강동구	명일	44290	45766	25692	21809	20175	21771	21663	21137	23689	28798	30850	45684	39962	19251	18184	16440	8122
5호선	양천구	목동	73830	99347	52959	37220	34233	36626	39834	39546	42863	51001	69261	107027	73892	42862	39668	43960	14862
5호선	강서구	발산	58850	134713	70444	42164	42445	46580	49751	49323	53080	62449	84813	124394	69120	42564	42300	40348	8785
5호선	송파구	방이	27354	40297	22195	14809	13719	16497	17072	16147	18262	22871	28127	40863	25822	16346	16317	17223	4641
5호선	강서구	방화	33328	38159	19311	15134	15171	17942	17761	16314	17902	21322	22354	29745	24133	14838	13036	12787	5981
5호선	강동구	상일동	102688	78517	40792	30175	27830	31389	31255	29646	34769	40245	50527	72288	65723	36713	29424	28511	16072
5호선	서대문구	서대문	85122	179484	56223	33235	30878	30665	35420	34119	37136	46062	74571	137816	44500	31183	29003	24767	5614
5호선	강서구	송정	28679	35499	21370	17057	16336	17162	17531	16964	19034	21443	25518	32734	23135	15326	13629	14148	5612
5호선	성동구	신금호	29083	42719	21003	14172	12913	14037	14541	14065	16171	21289	25041	33711	23820	15029	12787	13528	4826
5호선	영등포구	신길	17732	35424	13408	6559	6432	7203	7884	6765	7327	9653	16001	30952	14700	9587	11026	12131	3756
5호선	양천구	신정	75056	94670	43990	25254	23329	24337	24712	23452	26201	31757	42081	62014	45576	28457	25186	28280	10801
5호선	광진구	아차산	56552	83454	48197	40418	37614	41698	44084	43408	45454	54650	61667	81952	56259	33851	32629	34244	10331
5호선	마포구	애오개	27535	54221	23212	14366	14011	14526	16164	15444	16548	19275	24950	43764	21356	12913	12019	12371	4296
5호선	영등포구	양평	32800	66286	26012	12615	11766	12457	12993	12625	14307	16496	26022	54770	25596	14450	13570	13276	4674
5호선	영등포구	여의나루	43955	72472	34822	21368	24287	29973	38433	46425	53465	61016	79743	99438	56810	52234	42474	32953	8908
5호선	영등포구	여의도	148400	233799	86562	39768	45612	44056	51574	51950	57280	68092	152100	212558	85240	60810	56293	41641	6015
5호선	영등포구	영등포구청	13525	32767	14268	8156	7552	7796	8803	8829	9404	10962	15006	29373	12663	7110	6845	6938	1894
5호선	영등포구	영등포시장	33989	67319	34480	21934	22236	23827	27296	25823	26955	29559	38363	62988	32380	20041	18542	19894	5363
5호선	송파구	오금	18029	28919	11344	7714	7435	8680	8022	8191	9453	12786	15137	21740	11141	7280	6277	6870	2409
5호선	양천구	오목교	78075	132441	81172	50076	49498	53557	57529	56412	61425	72788	94562	147931	85873	61618	50882	52035	14216
5호선	송파구	올림픽공원	18731	20479	11967	10608	10231	11323	11632	11200	12664	15734	16890	18696	12544	7554	6626	5938	2689
5호선	성동구	왕십리	12235	28036	13038	10278	10454	11908	12835	13008	13798	15973	20026	29995	17557	11973	12286	12188	3544
5호선	강서구	우장산	71848	79311	40902	31996	31926	34450	36962	35598	40874	47766	51788	69715	54145	32499	27031	30142	11214
5호선	중구	을지로4가	17667	46958	21526	14109	13871	14036	14659	15128	15409	16169	26658	41896	18618	9839	8501	6979	1339
5호선	성동구	장한평	74314	138962	62893	36429	32002	35908	36489	35834	39339	47872	68709	115850	69711	39325	34227	34944	11664
5호선	종로구	종로3가	17392	44257	36008	29351	33681	36524	40092	40300	40811	46636	57519	78753	43418	31243	38985	29733	3982
5호선	강동구	천호	45900	70249	52163	42601	45969	50843	52887	55400	60895	67937	82366	103361	75537	52136	45238	41456	12105
5호선	중구	청구	11216	26108	12487	9021	7667	8125	9289	9154	9102	11340	14293	23545	15210	9275	8501	9211	3006
5호선	서대문구	충정로	16388	42768	21452	8307	7471	8488	9409	9334	9173	10377	19716	38389	14250	9374	9048	8854	2450
5호선	성동구	행당	37890	52775	26198	17350	16379	17867	17703	17010	19331	20862	26792	41767	27888	17612	15648	17671	5347
5호선	강서구	화곡	128559	172676	88711	57489	53935	58169	60304	57566	62992	77720	96339	150850	115611	67795	59565	59723	25855
6호선	성북구	고려대	31771	51409	23745	15664	15583	16907	20801	17425	18741	24008	32638	40353	26840	17524	17671	18342	7639
6호선	마포구	공덕	58548	125361	67565	37881	34510	35926	38295	38528	41194	49503	75059	125420	58976	37991	39570	38688	9571
6호선	마포구	광흥창	34737	59650	30631	20024	18862	19124	19600	20265	20982	24043	32970	52626	29904	18383	16513	17341	5617
6호선	은평구	구산	35979	42041	22214	15247	15799	16661	16694	15481	17437	22682	22745	28263	24110	13519	12304	11829	4738
6호선	용산구	녹사평	14698	25024	13204	10398	10382	12149	13335	13571	14860	19200	22912	31821	19790	13493	14598	17366	3454
6호선	마포구	대흥	29041	50587	26503	18381	16962	21646	21266	19514	21736	26177	33693	45264	25689	16807	16049	17730	6143
6호선	은평구	독바위	15484	16167	9617	7813	6806	6689	6643	6421	6939	8072	8984	13637	12418	6913	5670	6354	3297
6호선	성북구	돌곶이	41434	55722	28497	20109	17685	20079	20664	19483	21095	24593	30449	43660	35913	20706	17015	19431	8381
6호선	종로구	동묘앞	18586	39824	29744	23184	25658	27866	28537	30300	31992	33777	35337	39161	23713	15579	14175	14034	8525
6호선	서대문구	디지털미디어시티	70949	118197	52032	24868	21634	22711	23549	22866	25772	34715	54133	91185	51708	27944	24227	24731	8809
6호선	마포구	마포구청	53356	86393	46127	31150	28210	30861	31831	30259	33308	37602	47776	76474	46772	30229	28834	29221	10921
6호선	마포구	망원	35943	69834	51097	34283	35727	42081	45210	44954	48811	53373	62304	84541	59074	36236	36213	33336	11569
6호선	중구	버티고개	7674	12828	7581	5374	5023	5300	5508	5464	6334	6734	8615	12300	8288	4999	4830	5309	1793
6호선	성북구	보문	26828	47035	23569	15284	13679	15529	16170	14967	16662	19657	25215	36751	24309	15878	15461	17457	7424
