사용월,호선명,자치구,지하철역,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원
202104,2호선,강남구,강남,49435,36772,151261,58759,321542,46399,311718,46127,143770,62808,101593,79250,97700,95124,116716,102147,102382,126969,94677,143646,97346,222349,123126,335143,173742,203119,99700,152318,42059,202148,33576,195879,36941,24062,12861
202104,2호선,광진구,강변(동서울터미널),18766,76778,23506,104789,44325,70978,35345,48914,32926,44339,30736,44542,34894,42969,39456,39831,40949,39952,46818,43017,53897,50211,70674,56897,107654,40680,75727,29492,47210,26635,39063,18487,47656,4756,13648
202104,2호선,광진구,건대입구,18737,50914,27089,87006,61722,57609,46301,32924,35130,30990,36684,36026,44906,39527,52447,40481,52094,44330,56494,53351,66396,65673,93934,81476,140517,59199,93943,58731,48880,83494,43387,77882,49330,10490,21087
202104,2호선,서초구,교대(법원.검찰청),25586,24036,57909,32252,157407,26187,134459,25460,65885,30762,50565,33548,45797,40448,52877,46601,48435,52857,44836,59311,44807,93020,52578,146634,66231,66193,39663,48181,21376,56824,18840,52215,21497,7416,7354
202104,2호선,구로구,구로디지털단지,21441,134488,86206,181032,265661,109815,151329,60598,57579,55346,43814,59631,45553,60674,52702,56676,52879,58541,61845,70019,71410,122975,105151,235564,163036,111787,128637,61395,76840,57509,74602,49513,88141,7416,34189
202104,2호선,광진구,구의(광진구청),8987,65637,14610,110399,40193,61631,21979,31547,18041,26411,17898,27566,20935,27088,23261,24845,24822,24614,31555,28493,36153,32775,51458,41586,90370,20775,65549,15764,40867,16873,37352,15623,45564,4071,15456
202104,2호선,관악구,낙성대(강감찬),8259,76184,20173,122504,37361,76276,29856,37754,24362,32290,20988,35719,24401,35287,26208,32458,28433,33271,33393,35465,39049,42907,57405,47322,95092,27321,82065,19705,51695,20740,48190,17956,60413,4319,20938
202104,2호선,영등포구,당산,11409,44466,29588,54115,79742,31029,38069,21191,19254,20868,17514,21750,19722,21909,22686,21341,21509,23327,24226,26960,29102,41093,42730,61002,72648,26793,47893,19540,29403,22252,28823,20505,32851,4099,12279
202104,2호선,구로구,대림(구로구청),11061,65452,23991,90762,57606,60387,34373,33504,27805,28592,27862,31570,28127,31364,29477,29071,30072,29400,38313,34091,42394,42108,61977,53343,72668,27097,52357,17954,35430,15294,45032,11937,48755,3208,16797
202104,2호선,구로구,도림천,869,3119,4712,3355,6240,2068,2305,1829,1618,1601,1255,2330,1920,1608,1368,2364,1828,2521,1542,2887,1769,3021,2276,4066,2928,2212,2533,995,1513,976,1387,576,1480,197,668
202104,2호선,중구,동대문역사문화공원(DDP),7262,6371,24842,8809,49868,9258,28484,8897,22879,12556,22971,14007,20297,15635,21127,18526,20780,24507,18265,30152,16166,36140,16620,40321,19973,23511,21839,16766,13307,18938,9789,14838,9667,3953,5607
202104,2호선,성동구,뚝섬,13543,18715,35950,25326,135496,16865,86331,12674,34761,13809,26820,17157,28847,20759,32492,24174,30244,29425,28412,39919,29101,63970,32063,125967,42103,64115,25216,37639,12750,37325,11347,29069,13060,3576,4968
202104,2호선,영등포구,문래,9770,42295,36291,45909,123794,24516,55631,17694,21358,16693,18120,19616,20192,21192,21153,21213,20029,23449,21462,29582,24527,52836,32314,104777,54476,36135,37819,22996,19457,25895,17387,23565,19890,3401,6710
202104,2호선,서초구,방배,16438,23064,28739,31316,74042,23768,46808,17209,22564,16969,18262,18949,19238,21438,20876,22564,20963,24617,20079,32998,22215,43034,29274,68715,37548,27596,26750,19578,16453,20229,16083,17958,19236,3362,6048
202104,2호선,관악구,봉천,6977,80538,12965,120833,25972,69211,19413,36459,18569,29498,19008,30930,21119,31223,23682,26760,25115,26190,33318,28901,37185,29106,51948,32926,85683,18335,71795,14011,43682,13951,40237,10271,45612,2702,17569
202104,2호선,동작구,사당,26096,68802,40445,98664,64138,67662,47904,40689,37909,38090,40059,43549,40997,44873,43323,44509,43184,44256,52509,50687,68034,64134,97748,86471,149928,55657,102507,47668,58459,61714,54864,61058,64189,9966,23184
202104,2호선,강남구,삼성(무역센터),37355,14406,119470,18448,320875,19071,219840,20698,87551,30268,63381,36648,56044,47001,62912,57745,51626,71461,44842,88358,43399,171805,45806,280986,52843,144261,28651,98535,14651,85904,12295,64266,12710,6998,4382
202104,2호선,성동구,상왕십리,5214,38534,12346,58724,36668,31267,19841,19184,12639,17338,11239,18497,13692,17651,14726,16355,15350,18054,17187,18184,20429,23121,30318,28904,48020,17337,33242,11552,19837,10623,19697,8361,22276,1648,8288
202104,2호선,관악구,서울대입구(관악구청),12828,123151,30814,181999,64154,113655,59231,60875,47282,53691,42891,58562,46323,59896,51262,55223,54322,61118,59288,66678,70945,75372,101642,85900,172349,51454,141217,42056,80822,49865,72944,45059,91991,9026,32725
202104,2호선,서초구,서초,19044,15581,48376,23456,122231,23348,86755,17766,35816,23052,25527,22488,20399,27650,24827,29408,21677,34352,19327,39811,19912,68076,20355,103262,22025,42410,14694,25840,8999,26887,8370,19746,10426,3614,3206
202104,2호선,강남구,선릉,36424,19806,105314,29609,269806,27524,204862,30445,90247,40952,62140,47695,53611,58483,59485,68070,53772,84504,45868,112112,43422,165894,48615,280251,53967,133512,31981,82047,17590,86659,15775,76931,18037,10552,6373
202104,2호선,성동구,성수,26496,23439,74257,30166,264973,22793,138959,19012,45732,19822,34927,23832,36401,28422,40953,31996,38086,37313,37874,49046,38513,97921,42886,221331,54660,96942,33425,55148,16456,60794,13423,45189,15150,5403,8272
202104,2호선,중구,시청,14072,4621,64430,6556,202077,8281,78333,10999,23743,16577,20093,16496,19145,20447,20278,25439,18176,29786,16897,34204,13434,75797,14656,165474,14751,51800,6962,34558,3538,34195,3388,24317,3505,2547,1410
202104,2호선,성동구,신답,422,6409,1036,9505,1721,3929,1043,2238,920,1858,1199,1747,1329,1808,1376,1626,1574,1628,2378,1566,2989,1807,4107,2192,9079,925,6927,572,3069,482,3390,433,3281,105,1504
202104,2호선,중구,신당,8960,26752,17797,41495,36414,24942,22249,17231,17468,16307,17345,18012,17986,19447,19427,19269,19649,20502,20627,23571,23752,27688,30102,33194,42831,20935,29229,15222,17339,14295,17116,13200,19191,2940,7602
202104,2호선,동작구,신대방,8705,87923,17888,127476,32590,75807,20969,40338,17353,32108,18061,32610,21397,31966,24153,27814,27175,27342,37055,30121,42781,34166,61560,41087,94152,21984,80570,15268,50793,12851,54315,10599,61124,2876,24884
202104,2호선,구로구,신도림,16994,131342,39340,132892,109953,81823,66259,54502,56722,51764,53061,60138,56626,60935,59933,59270,57398,62499,64393,71345,74414,87917,102071,122852,167698,69468,120974,57102,66168,64635,62356,53968,77621,8335,31482
202104,2호선,관악구,신림,19195,200062,34271,305689,62385,176604,49278,91241,40127,74800,41835,79789,48802,75849,56222,66593,63209,65906,79785,73228,94496,81370,141424,83844,245572,52325,212820,42400,126442,46537,119185,45549,135595,9630,58998
202104,2호선,동대문구,신설동,2416,3682,5749,6043,13534,3801,8138,3637,6126,4611,6153,5786,6073,6366,6499,6979,5823,7946,5062,8722,4239,11074,4958,11365,5846,4529,4063,2748,2444,2571,2127,1816,2711,383,1221
202104,2호선,양천구,신정네거리,3982,50001,5123,45249,11957,23024,7779,15188,7014,13308,8329,13699,9524,12477,11359,10919,11589,10638,15048,12133,18290,12954,27309,11853,46400,6988,37778,5215,19210,4257,16937,3891,18358,834,8885
202104,2호선,마포구,신촌,15914,32222,34527,45662,77093,31173,82694,29001,50145,34708,46268,42175,48947,43762,57233,45303,50258,52354,47299,63299,48992,80892,66012,81845,95031,56366,61017,56312,30120,68348,25838,67511,29186,10201,13208
202104,2호선,마포구,아현,7647,27341,12694,37235,22884,20691,11673,14690,9712,13796,9581,14739,10749,14451,11809,13043,12121,14037,13740,22281,15609,18521,21054,20232,31737,11891,24454,7973,14976,7064,14959,5111,17032,1346,6622
202104,2호선,양천구,양천구청,2130,32642,5283,29270,9515,15227,4565,9865,4176,8747,4649,9178,6359,8219,7089,7003,7088,6811,9106,7532,11347,8703,17211,8985,28312,3766,25217,2555,13609,2161,12296,2258,12916,588,7082
202104,2호선,강남구,역삼,43544,13696,128541,22786,329368,21623,264016,22125,97649,30165,59594,36128,50425,43888,57694,52516,48845,67809,43207,91072,40724,181514,44699,279053,51224,137375,31953,75214,17380,78151,14512,60337,16250,10106,6425
202104,2호선,영등포구,영등포구청,14022,40167,37368,46694,124204,29096,54979,22501,26043,23360,22300,24926,23756,25712,25935,27087,23837,27885,24329,35609,27258,53466,33783,106503,53435,35496,35581,24442,20185,25859,19341,20294,22044,3627,8584
202104,2호선,성동구,왕십리(성동구청),5335,25516,12577,43310,27348,26712,17198,17955,13063,17870,13071,19859,15861,20937,16646,20269,17212,22247,17841,27238,22023,32864,30597,36488,51378,22514,31452,20964,17001,27404,15136,29289,19666,4738,8173
202104,2호선,성동구,용답,779,7092,1776,11736,3541,6308,2701,3939,2738,3623,2854,3904,3015,4369,3530,3807,3433,3911,4049,4415,5211,4442,6087,3573,9539,2132,6588,1401,4244,1048,5059,1150,5704,293,2343
202104,2호선,동대문구,용두(동대문구청),830,4711,2123,8115,6324,4006,3416,3218,3039,3591,3440,3731,2823,3743,3651,3787,3858,3968,3981,4334,3850,4602,4147,5808,7412,2333,5568,1428,2723,1302,2858,829,2485,168,1167
202104,2호선,중구,을지로3가,16640,5226,62629,8752,151973,9654,65803,10352,27380,13644,21764,15735,20187,18737,22259,22064,20037,26494,17738,33245,18531,71312,21770,127804,26287,49691,13063,33036,5937,41564,4658,38967,5279,4235,1715
202104,2호선,중구,을지로4가,11953,2869,33157,5520,78481,6526,40532,8345,21824,11643,19159,13149,16933,15437,17113,18145,16060,21988,14412,25297,12260,48722,10713,68876,10656,30907,5638,15511,2743,13466,2744,10597,3062,1864,1207
202104,2호선,중구,을지로입구,27978,7699,114902,12957,284767,13447,134192,15937,57413,23623,48631,28525,40226,37862,39849,43327,34815,53550,30719,65832,30042,134872,33868,234919,39183,94935,19633,82809,9925,56189,9710,43748,10352,5154,3275
202104,2호선,마포구,이대,7958,20572,11643,26341,32355,16029,29627,11730,19271,13186,16136,17371,18210,19201,21414,17451,17590,19642,16097,25206,17503,33923,21058,30984,31263,18302,23738,14585,13776,15688,14053,12282,16709,2876,7518
202104,2호선,송파구,잠실(송파구청),37172,108060,71598,154031,152933,107758,122393,67909,79843,66672,81577,74560,82984,81597,88254,83596,86447,91782,91337,111312,104468,151378,135678,193206,202206,120887,135526,115080,79176,99442,75009,82945,86809,13180,26898
202104,2호선,송파구,잠실나루,9859,37680,22502,44019,37029,26770,23710,20188,16666,18881,14724,19371,18481,17666,18590,18929,16961,21213,16351,26567,17057,32030,22858,29633,38561,13884,28189,10075,16309,8001,15802,6336,18850,1582,6268
202104,2호선,송파구,잠실새내,8677,52727,16751,68707,27172,40567,28195,25488,21092,23626,22387,25973,24955,26374,27136,24553,28886,26073,32549,33011,37035,33200,51340,37006,79253,27642,53947,24241,28098,27132,24508,29132,29107,5109,10137
202104,2호선,송파구,종합운동장,6258,16048,12564,22349,22668,15707,10533,9663,8733,8573,7138,9471,9404,9013,12016,8531,9630,11080,11434,14253,13658,17328,20690,17109,32017,8464,17226,8247,9412,15801,9715,11998,12175,1318,3679
202104,2호선,서대문구,충정로(경기대입구),5566,15526,20771,20862,59434,13389,26787,9395,12168,10222,9565,10787,9943,12267,11535,12013,10219,13068,10267,16120,11258,24945,14556,46842,20617,15378,14846,9409,9257,9282,9548,8067,10957,1223,3982
202104,2호선,성동구,한양대,5334,4859,11751,7959,41587,6399,33381,5698,21139,8379,13240,10835,16216,12114,16597,12347,13658,14120,9031,20717,8280,30740,9711,29600,9992,14323,6101,10089,4167,11453,4233,9798,5267,3238,2224
202104,2호선,마포구,합정,13832,42669,31935,55140,88758,34808,72499,23959,39428,24407,38836,29208,41676,33310,47127,35203,44564,37541,44168,44862,51128,63799,68010,106312,103825,68586,67338,50862,32140,65656,27310,67329,29887,10528,13191
202104,2호선,마포구,홍대입구,13400,57032,33855,73116,95058,45709,101760,33555,67649,38062,72394,47253,90740,56454,101962,59631,99572,70667,100412,90563,107648,114981,132990,146843,176653,111473,114518,106450,51829,149997,38117,154158,42689,19950,21089
202104,3호선,송파구,가락시장,5265,19314,11284,21145,30883,14385,14806,12171,10448,11837,10588,12066,10552,12399,11419,12563,11816,13186,13004,14863,14719,19033,16770,28828,23162,12056,16306,8649,10378,8398,8590,6608,9207,888,3770
202104,3호선,종로구,경복궁(정부서울청사),13202,13067,42253,19448,105054,17548,48842,13820,29770,15255,27366,17640,27073,21453,27879,24927,25662,31699,21774,41977,23031,59190,25759,93232,31874,38510,20893,31943,10317,35720,8688,23219,9985,2386,3931
202104,3호선,송파구,경찰병원,2846,21736,8283,25115,30835,14221,13935,10598,8910,9120,6661,8457,7029,9097,8574,8991,8039,9344,8082,9429,9170,14380,12687,20809,20743,6984,16706,5403,10057,5336,8065,3666,8581,503,3516
202104,3호선,서초구,고속터미널,27745,23537,42694,38512,67092,39823,86156,40615,74622,50745,79673,61212,74930,67373,76892,74561,78732,81436,80555,93686,79499,110864,86072,119802,103187,96092,63666,107908,36518,68874,27725,45065,23248,10858,8284
202104,3호선,서초구,교대(법원.검찰청),6283,7659,19365,11815,48846,9190,32804,10416,14951,13009,9891,14482,9979,17280,10135,19577,9513,20982,8947,24780,9341,39458,12073,64876,15974,26325,8595,20226,3980,23182,3295,25489,3788,2311,1553
202104,3호선,은평구,구파발,9809,83497,23604,77675,28833,39413,25218,26447,23980,25714,20951,26716,22607,24994,22946,23962,24616,28794,24489,33706,29144,34787,37758,29144,66760,18023,57210,13343,31755,12012,28550,10682,27283,1694,16542
202104,3호선,성동구,금호,2931,26438,5019,34946,8885,21045,7129,13413,6261,11262,6812,11702,7865,11442,9059,9938,9733,9576,12371,10381,14035,11266,19986,11538,30369,7507,22019,5864,14223,4836,12334,4244,14889,798,4401
202104,3호선,서초구,남부터미널(예술의전당),22447,25921,57915,37710,157828,29099,77899,27275,44551,30568,31584,33538,33398,35621,36288,35798,37033,40783,37270,50411,39219,82185,44660,135585,55942,61578,35998,40318,20899,39304,16390,30061,15026,4321,6529
202104,3호선,은평구,녹번,3995,62828,7550,72337,18403,38574,9772,23447,8810,18689,9400,18922,10689,17411,11495,15490,12670,13932,15334,14797,23139,16280,30764,18532,54827,8901,48611,6397,27725,5680,24641,4202,26528,1019,11225
202104,3호선,강남구,대청,6569,26421,14955,29184,26268,16546,10545,12895,7709,11168,7274,11370,9074,12109,8854,12184,9382,13950,11811,20595,13358,21164,16961,25864,25068,10155,21306,6955,13194,6007,11915,4788,14751,978,5743
202104,3호선,강남구,대치,7861,24423,18100,22256,25358,13103,17181,10344,12290,10382,10970,12751,13508,13213,16141,12652,15380,15342,15937,17127,21157,23316,23118,27009,26242,17604,21527,11952,11436,14713,9897,24955,11609,2157,4227
202104,3호선,강남구,도곡,4974,9072,14817,10797,21864,7161,15053,5464,7534,5773,6165,6055,6678,6553,7080,7346,6190,9517,6249,12259,6518,16287,7597,18030,10467,9435,8545,5922,4937,5367,4482,4617,5317,780,1657
202104,3호선,서대문구,독립문,5713,15727,15235,18759,20796,13371,13516,11500,13685,10774,11224,11551,10591,11261,10975,12190,10454,13076,10342,15929,11304,14515,13470,16528,16657,7650,13554,5100,7901,4327,7407,3405,7899,643,3475
202104,3호선,중구,동대입구,10126,5085,13680,7157,47730,5619,26076,4805,17252,5835,14635,7154,13004,8546,14341,11741,11874,13334,9064,18394,9194,36600,10770,33377,12392,15383,7566,10795,3799,12884,4348,12759,4551,1688,1750
202104,3호선,강남구,매봉,8240,15951,22345,19229,68692,13362,39661,10605,14097,10795,11819,11291,11269,12589,11658,14118,10300,15965,11267,19181,12094,34762,16751,64548,23138,23786,15399,14148,8695,16425,7053,11400,8688,1461,3340
202104,3호선,서대문구,무악재,2432,14438,3039,16398,6114,9267,3265,6353,3389,5233,3367,5088,3595,5038,4072,4486,4224,4198,5313,5149,6366,6210,8916,6458,14509,2902,12526,2116,7331,1825,6362,1462,7174,317,3308
202104,3호선,은평구,불광,5768,51209,10458,60242,31911,33367,29400,22639,24780,21577,21744,22961,23029,23959,25169,23538,24686,24296,27542,25830,30063,27258,37408,29247,56708,16427,46993,12674,26838,11407,22020,8153,23897,1508,10900
202104,3호선,강남구,수서,14902,32622,32748,40821,52937,26520,30325,23984,21475,20269,16592,25966,20519,23627,20663,19173,20324,27528,23229,33690,26636,40138,32113,50407,46053,22834,34840,21394,22100,14469,18354,13539,21419,2851,6563
202104,3호선,강남구,신사,19804,10197,44201,17155,114242,13267,136267,16834,65990,21617,43271,25333,43825,29407,46811,36419,45270,43723,41770,55219,42495,84284,49665,135887,66628,93050,33281,59376,12626,75070,9289,68525,9166,6107,3801
202104,3호선,종로구,안국,19314,5684,90652,7977,97038,7498,55401,8821,33202,12239,32587,17133,30811,19297,32531,24684,30266,35677,23515,47745,20282,91999,19577,99642,19419,41424,9428,30478,4834,29639,4193,18832,4302,2165,1926
202104,3호선,강남구,압구정,21563,14969,44514,22818,134161,17748,154460,22024,70970,27816,51609,32146,45226,35433,48774,42684,46581,50714,38770,61391,41940,87196,47398,129862,55275,93332,30415,69986,13987,57848,10463,43851,11294,4803,3777
202104,3호선,중구,약수,5349,25175,15425,36893,34304,24790,20359,17662,13750,16028,13402,17579,13661,18295,14422,17172,15469,17353,16996,20670,20918,24163,26340,32329,39880,17226,25966,13595,16835,14386,15266,11969,17376,2065,5782
202104,3호선,서초구,양재(서초구청),38771,34576,105902,43510,240644,31103,126230,28111,52654,31854,41024,35532,36816,38803,44287,42043,39054,50732,38228,65197,40772,121602,53458,201266,72799,88697,48225,56754,28751,56461,25197,43439,25136,4743,9860
202104,3호선,은평구,연신내,10969,132227,23324,156340,33452,84049,34008,54694,32148,50403,33817,54447,36085,50904,40232,46901,41128,46929,51911,54188,62212,49159,81330,46731,133416,31766,120614,24707,63493,25369,59214,22710,60413,3714,32130
202104,3호선,송파구,오금,2363,24746,5432,28254,13797,14315,5575,8059,4339,6836,3947,7522,4830,7491,5461,5797,5073,5682,7286,7351,8198,9537,12863,11214,19905,4908,15241,3051,9456,2866,8214,2400,10065,369,3994
202104,3호선,성동구,옥수,4506,23083,8639,30283,14661,18684,10258,13446,8915,11880,9534,12859,11020,13343,12141,12890,12359,14084,14691,15559,17084,16998,23251,17728,33691,11232,25281,8433,15419,7921,13574,6360,16476,1431,5228
202104,3호선,중구,을지로3가,8070,1817,32296,2994,76103,3608,32222,4732,14562,6313,12171,7571,11673,9508,11521,11497,10227,13010,9912,16287,9742,35154,11765,64695,13919,26241,6809,16517,2515,18532,1884,16283,1808,1821,818
202104,3호선,강남구,일원,8706,21830,29554,20500,25794,14423,17003,13853,14589,14613,10705,14191,12220,13454,14211,14492,11677,18640,11256,24344,10136,31861,12734,16791,18286,8658,15603,5671,9359,3900,9217,3283,10911,840,3473
202104,3호선,서초구,잠원,5134,11912,6916,15034,10048,9154,6587,6228,4451,6049,5061,6852,5696,6968,6314,6258,6333,7093,6757,8826,7655,10273,9983,10110,14540,6418,10247,4256,6060,4457,5852,3773,7447,585,2311
202104,3호선,종로구,종로3가,5651,1560,15255,1875,45552,3256,45061,4926,28748,7581,21916,8922,20810,10211,19295,12370,18702,15424,16216,17939,14097,28060,14329,50226,14275,32820,7153,16457,2695,19991,1906,15137,1933,2271,1065
202104,3호선,중구,충무로,0,0,0,1,0,2,0,0,0,3,0,0,0,2,0,1,0,1,0,2,0,3,0,4,0,4,0,4,0,0,0,4,0,2,0
202104,3호선,강남구,학여울,1764,3740,3346,4089,7762,2580,5418,2073,4995,2646,3717,3500,3755,3728,4073,3901,4080,4886,3706,5674,3119,7139,3333,6960,4395,3112,3140,1831,2007,1762,1693,1176,2163,193,817
202104,3호선,서대문구,홍제,9581,61294,12112,68434,24615,39755,20062,27586,17749,24766,15624,26915,17818,24735,19499,22770,20999,23523,24973,26003,29838,27768,37860,26257,59355,14232,49249,10662,27797,8825,25513,6838,25064,1251,11701
202104,4호선,성북구,길음,8372,82452,12682,85811,28036,43439,20004,28594,16461,23927,17871,25889,19033,25261,22214,22825,21317,22919,25761,25937,33207,30929,45890,28872,73879,16956,61622,13010,34225,10216,31501,11078,34969,2438,15107
202104,4호선,서초구,남태령,1693,2147,3799,2747,4956,2202,1685,1698,1191,1778,1216,1747,1334,1685,1251,2379,1390,1860,1374,2736,1315,3693,1594,3851,1823,1367,1555,1230,981,659,907,314,948,90,384
202104,4호선,노원구,노원,7008,54659,13097,55851,27153,31487,28528,24163,22750,23179,20710,25341,24603,25664,27103,25068,27755,25348,30793,28129,37302,28919,49411,31353,78175,22767,63595,23335,33811,24626,28673,23751,29205,3213,14452
202104,4호선,노원구,당고개,6722,54204,9968,50952,13354,29000,12392,19947,12802,17658,11823,17697,12948,17750,13254,16673,13641,16135,17089,16059,20163,17254,26416,16125,37682,12558,35828,7076,22951,5621,20917,4371,21731,995,11590
202104,4호선,종로구,동대문,14128,5313,38603,7208,80107,12156,66105,17921,55221,25367,49360,30016,39025,32531,38872,40610,37566,48372,30334,56312,22936,84284,16186,68937,12081,31578,14604,20496,10271,23279,6128,13380,5114,3305,5352
202104,4호선,중구,동대문역사문화공원(DDP),11452,6382,25696,7760,67249,7121,35560,7822,22616,10836,21299,13219,19252,15465,19530,20146,18639,24999,15645,29301,13612,46924,14363,69585,16069,35510,22951,25136,11176,25304,6938,20238,6517,5073,4018
202104,4호선,동작구,동작(현충원),2673,5302,4316,6352,6508,4519,4301,3725,4002,3804,3624,3777,3794,3985,4448,4173,4865,5236,5274,6020,5269,7049,6199,7587,8192,3787,5346,2879,3483,2955,3058,2144,3129,539,1473
202104,4호선,중구,명동,12698,3406,42536,5085,104940,6262,58007,7745,33406,12004,31306,16586,30819,20577,29397,25072,26104,32253,23893,40442,20731,55264,20245,101761,19897,44835,11036,35465,4833,30254,3676,16917,3055,1755,1192
202104,4호선,강북구,미아(서울사이버대학),4511,48207,16104,54935,31082,32292,16864,22672,14322,19787,15370,20777,14853,20730,16675,19347,18248,19756,22774,23009,25971,23041,31703,26804,48131,15844,39817,9652,23500,9133,21330,7526,20468,1584,11471
202104,4호선,강북구,미아사거리,8013,95685,20011,103823,33185,58281,31249,39236,26763,36244,26093,36877,29636,37220,31379,34770,34359,37447,43123,42556,49936,40311,64434,41296,103367,30007,81869,28253,45338,18864,40523,15026,39536,3130,18078
202104,4호선,동작구,사당,14743,64653,21288,86295,33660,58383,24819,35461,19725,29358,21215,31546,23351,31841,23109,29797,22577,28029,26755,30264,35413,36855,51705,44277,80441,28009,54170,24499,30240,31162,27209,28319,30919,4143,13723
202104,4호선,용산구,삼각지,3201,6464,10670,9857,24124,5681,9932,3980,6530,4114,6356,4932,6371,5493,6354,5812,5900,5995,6106,7307,6913,12452,9455,22705,14800,8846,9609,6323,5168,8254,4528,7215,5752,881,2022
202104,4호선,노원구,상계,7685,88720,16141,75817,18130,40284,15024,27305,15653,24443,15305,24276,18471,23788,18814,21496,19911,22160,24018,24801,29681,23209,39230,22529,63952,13929,61123,9764,35217,10270,31095,10767,31725,2105,17780
202104,4호선,용산구,서울역,9689,11639,30994,13952,78363,9931,36863,8532,18117,9612,15916,10611,17728,11046,18036,11263,17639,12685,19660,14783,20734,35154,24521,57831,26822,19595,19461,12178,12171,12198,11756,9654,12748,1991,4238
202104,4호선,성북구,성신여대입구(돈암),6010,45798,16404,54373,33132,33487,25227,23714,20148,23295,21178,27315,23750,27805,25192,26356,26725,29574,27705,33686,32322,37973,43038,42349,64501,27753,50023,24141,28121,28276,25328,25834,28301,4322,13001
202104,4호선,강북구,수유(강북구청),11960,113560,20019,125789,56038,72932,36802,49651,28606,44992,28775,46513,32569,45439,35785,42488,40150,41791,47572,46709,59542,52769,75444,58036,125214,34256,108567,24710,61130,24663,55033,21942,53171,5153,29190
202104,4호선,용산구,숙대입구(갈월),6370,16549,22450,24758,51287,16318,27200,12879,15642,13465,14944,15614,15179,16062,15522,16041,15930,18498,15666,25617,18050,32530,23175,47260,30579,22754,21333,16453,12210,18857,11573,16891,12787,2434,4821
202104,4호선,용산구,신용산,8824,10770,32654,15605,89809,11687,59758,9618,24098,12877,17902,13320,17177,15783,18843,16524,17209,19818,17175,25242,17970,47471,21876,85455,28544,38721,17863,25239,9567,24857,7856,18083,8094,3003,2341
202104,4호선,도봉구,쌍문,9134,124578,15059,131755,27599,72639,19627,46771,18709,38568,19535,38304,24196,35835,25543,31794,28330,30324,37253,33338,46410,34122,62135,33164,103459,21051,98817,14420,57606,12453,51672,9818,50303,2965,27069
202104,4호선,용산구,이촌(국립중앙박물관),6630,12987,14125,16444,27160,11037,14488,8280,9888,8145,9990,9971,11929,9825,13155,10465,12447,12243,12642,18301,12652,19947,14660,23432,20623,9716,14439,6830,8585,7961,7401,5328,8347,860,2672
202104,4호선,도봉구,창동,12249,93115,18492,79955,37803,49037,27716,38146,24937,34900,26764,36208,30200,35618,34305,32952,37966,34246,42082,38916,50230,39796,60654,40313,93969,23841,81411,18541,45788,18716,39368,15506,40154,3743,19680
202104,4호선,동작구,총신대입구(이수),11117,46534,18108,57006,42121,33787,31841,24825,23039,23646,21730,26450,23841,27033,26351,25689,28516,26221,32448,28848,37755,34054,49837,42340,73316,25454,48034,21114,26174,21143,21956,18114,23230,2334,9272
202104,4호선,중구,충무로,18065,8454,54842,11663,176455,12204,93962,12862,46314,16692,35855,21260,32586,25173,33046,31981,28895,36461,24897,46154,24804,82795,27346,144567,31330,66572,17688,43908,8917,47916,8407,38097,9297,6168,4201
202104,4호선,성북구,한성대입구(삼선교),6873,30879,19102,37991,30762,23975,22084,17999,16117,17015,15282,19710,17112,20086,18505,19088,17474,20824,18258,28030,21340,30161,27797,31642,36878,16936,29953,12824,17856,12842,16282,11285,19380,2246,9441
202104,4호선,종로구,혜화,21125,16545,48170,20583,116948,22307,74935,28004,49805,31765,44067,32368,50308,34990,63612,43117,58537,59946,43234,67778,41897,88153,49565,108881,60916,57317,45021,52891,16093,79302,15653,62063,16540,8579,8023
202104,4호선,중구,회현(남대문시장),17892,4669,50452,7318,131313,8291,94357,12753,68776,21767,58351,30331,46821,36844,41502,44768,36777,53262,30222,67579,21802,89893,16452,117077,14113,44231,7707,40414,4275,19591,4872,13030,4209,2121,1688
202104,5호선,강동구,강동,11406,56077,28371,67190,50356,34161,27273,23095,17692,21294,15224,22700,16361,21845,19628,21214,18551,22301,20930,25231,24088,38703,32805,46582,52884,21342,42215,14379,25501,12379,23339,10085,26947,2402,13681
202104,5호선,강동구,강일,1671,11531,2524,12586,3684,7470,1435,5706,2078,4717,2471,4549,2795,4173,2645,3715,3076,3439,3440,4619,5527,4399,6994,4149,11532,1816,12499,1136,6548,923,5937,610,6433,247,3117
202104,5호선,송파구,개롱,3211,24356,7878,20305,17439,11267,8406,8522,6081,7700,5947,8874,6436,8382,7164,7497,7502,8573,8738,10140,10665,11991,14375,13567,19639,6669,20253,4414,9991,4571,9009,2993,11263,600,3867
