사용월,호선명,자치구,지하철역,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원
202104,5호선,강서구,개화산,3443,21605,5757,19211,11754,9952,5717,6674,5171,6373,5061,7089,5568,7547,5875,6351,6379,6878,7408,7768,7991,9805,9365,10996,14987,4754,15016,2955,9081,2621,7784,2044,8398,491,3898
202104,5호선,송파구,거여,7952,34589,9064,29554,17947,15465,9466,10973,5911,9732,6491,11313,8187,9925,8107,9022,8213,9070,9996,14149,13161,15025,16450,14625,24145,6436,23753,4672,11348,4394,10744,2815,11761,628,5986
202104,5호선,강동구,고덕,5845,31557,14854,24565,19307,14376,10920,12902,9498,12710,8558,12689,10369,12343,11937,12534,11433,14239,12710,18712,13766,18708,16827,15848,26612,8638,26537,6644,12429,6775,10961,6264,11311,1514,6310
202104,5호선,마포구,공덕,6677,21588,33219,28566,84769,13616,40727,10440,16742,12646,14172,14726,13072,15713,13868,15457,13052,16176,13302,22175,15728,38271,23809,69438,44136,25736,22373,18641,11765,21079,10130,19028,11870,2372,4441
202104,5호선,광진구,광나루(장신대),7835,39642,14881,44708,29320,24766,18271,16451,17762,15757,14123,17900,14853,17682,14858,17834,14565,18723,15076,22974,18317,24887,23318,28350,36797,14610,27030,9483,16886,9301,15398,7582,17645,1658,6753
202104,5호선,종로구,광화문(세종문화회관),23428,8225,77641,12950,258168,10664,102290,11550,37766,16974,36104,19679,30527,26612,32669,30532,27308,37877,24005,49677,23855,91118,27670,204039,36012,72132,16895,49681,7146,57819,5991,38158,5534,4650,1894
202104,5호선,성동구,군자(능동),5072,33694,7445,47018,23971,20975,15793,12759,9671,11701,9955,12880,11395,13011,12706,11810,13280,12149,15560,13704,18383,17804,28216,23216,50905,13575,35692,10770,19615,12209,17637,11463,20162,2261,9289
202104,5호선,강동구,굽은다리(강동구민회관앞),2580,36434,6089,37797,14023,19723,8733,13708,7927,12717,7688,13044,9248,12647,10413,10948,10937,11023,11859,11535,15885,13123,19033,14081,33559,7748,28057,6154,14912,5847,14374,4724,15538,805,7237
202104,5호선,강동구,길동,3815,21867,6734,28011,17426,13438,13197,11046,9972,10839,9439,12377,10020,11554,11433,10481,10993,11160,12876,12441,14975,14692,16940,17040,27203,8648,20610,6465,11847,5935,8950,4875,10946,802,4219
202104,5호선,강서구,김포공항,8886,5428,13678,7854,18305,8620,12536,8299,11302,9923,12410,9883,14319,12358,15844,13780,15155,15201,14419,15326,14034,18353,16100,24234,15533,16563,9735,14077,4424,14507,2119,11270,1549,2180,696
202104,5호선,강서구,까치산,8172,125774,11495,154452,20912,74334,17286,43131,17814,37063,20199,38070,23794,36669,26961,31109,30348,28248,40134,30789,50880,30067,67312,29839,120893,18520,103670,14126,59774,12613,55494,11033,55650,3041,26127
202104,5호선,성동구,답십리,6489,57017,14405,75820,34245,33243,16792,19247,11457,16938,11765,18305,13929,17976,14450,16305,14969,16411,17745,18782,22066,24466,30928,32096,57019,16700,41407,10335,22275,9286,20731,7806,23917,1713,10207
202104,5호선,동대문구,동대문역사문화공원(DDP),2343,1080,9072,1801,30052,1206,11872,1030,3019,1444,2436,1739,2537,1902,2613,2385,2423,2845,2112,3451,1995,9843,2154,21137,2734,8270,1710,3738,973,3133,936,2668,1076,616,446
202104,5호선,강동구,둔촌동,7968,24748,10632,27424,22090,13789,10855,10392,8498,10091,8359,11064,9899,10346,10335,10755,10212,11413,12052,15659,14276,17635,18349,21074,26589,10648,22686,7109,10654,7582,9818,5960,9615,987,5084
202104,5호선,강서구,마곡,5519,24103,11953,21598,46161,11476,28501,9560,13115,9826,9681,9827,10698,10673,11617,11563,10693,13849,10929,18760,11583,25668,14167,38263,21020,15612,17700,9836,8882,9093,8337,7126,8894,1519,4353
202104,5호선,성동구,마장,3309,15935,6732,20334,16424,10423,7075,7409,5806,7073,5420,7592,5991,7172,6091,7315,5962,7499,6830,8269,7819,9500,10486,11980,15992,7268,11283,4491,6970,4362,6370,3839,7100,861,2830
202104,5호선,송파구,마천,3648,29315,4333,26682,10662,12611,6520,8609,6629,7464,5900,8528,6482,8108,6421,6812,6589,7039,9393,8445,11509,8736,13129,9180,21462,4178,19398,2996,10554,2214,9720,1379,9983,352,6647
202104,5호선,마포구,마포,10787,25034,24033,33912,72700,16861,35944,12414,15742,12835,14324,14132,13852,15661,15144,15178,13374,16409,13691,20887,16212,33928,24314,60710,41407,23595,24414,17341,12911,20841,10770,17631,12024,2346,4905
202104,5호선,강동구,명일,3430,37308,6982,33111,12655,16169,9523,13643,8166,11940,8235,12873,8898,11712,9951,10598,10539,10909,12780,12686,16112,11450,19400,12038,33646,6981,32981,5480,13771,5748,12436,3857,12583,897,7225
202104,5호선,양천구,목동,6488,59378,14452,71500,27847,32127,20832,21739,15481,20373,13860,20870,15756,20699,19135,19950,19596,19489,23374,21798,29203,25434,43827,28771,78256,15756,58136,12769,30093,12806,26862,14902,29058,2668,12194
202104,5호선,강서구,발산,13626,25897,32953,26609,108104,15971,54473,16105,26059,19068,23377,21923,24657,23181,26570,26050,23273,30837,22243,38389,24060,55701,29112,81796,42598,36327,32793,27440,15124,29737,12563,27846,12502,3703,5082
202104,5호선,송파구,방이,3468,19392,7962,16715,23582,9478,12717,7574,7235,7406,6313,8706,7791,8460,8612,7748,8399,8695,9567,10324,12547,12364,15763,19774,21089,10238,15584,7722,8624,9197,7120,9931,7292,1101,3540
202104,5호선,강서구,방화,3343,27498,5830,24057,14102,12794,6517,9677,5457,8811,6360,9920,8022,10313,7448,8661,7653,9247,8655,11225,10097,10173,12181,10327,19418,4625,19508,3372,11466,2770,10266,2100,10687,568,5413
202104,5호선,강동구,상일동,5380,90967,11721,60416,18101,30853,9939,21753,8422,18419,9411,18869,12520,17643,13612,15488,14158,16405,18364,18436,21809,19440,31087,19334,52954,10259,55464,7119,29594,5392,24032,4047,24464,1353,14719
202104,5호선,서대문구,서대문,14411,16890,68232,21945,157539,15116,41107,14449,18786,16354,14524,16659,14006,16356,19064,19131,14988,24145,12991,33187,12875,58383,16188,114351,23465,31049,13451,22606,8577,20445,8558,15433,9334,2183,3431
202104,5호선,강서구,송정,4230,21001,7678,22050,13449,13344,8026,10129,6928,9250,7086,9294,7868,9368,8163,8722,8242,9508,9526,10755,10688,12765,12753,13486,19248,7394,15741,5064,10262,4851,8778,4175,9973,962,4650
202104,5호선,성동구,신금호,2929,20802,8281,27880,14839,14172,6831,8640,5532,7442,5471,7917,6120,7698,6843,6913,7152,7452,8719,10422,10867,10651,14390,9755,23956,6760,17060,4814,10215,3811,8976,3032,10496,784,4042
202104,5호선,영등포구,신길,2022,12759,4973,19766,15658,6974,6434,3823,2736,3678,2754,4059,3144,4088,3796,3388,3377,3622,3705,4637,5016,7124,8877,13937,17015,4495,10205,2745,6842,3388,7638,2773,9358,808,2948
202104,5호선,양천구,신정(은행정),3879,67381,7675,81624,13046,35532,8458,18734,6520,15957,7372,15490,8847,14929,9783,12240,11212,11111,15090,12372,19385,14970,27111,14884,47130,7879,37697,5368,23089,4805,20381,4283,23997,1059,9742
202104,5호선,광진구,아차산(어린이대공원후문),5146,43568,12984,58248,25206,29311,18886,19330,21088,17603,20011,21023,20675,22483,21601,23196,20212,23219,22235,28916,25734,27727,33940,26525,55427,16026,40233,11387,22464,13514,19115,13494,20750,1668,8663
202104,5호선,마포구,애오개,3665,17328,10207,23742,30479,11102,12110,7805,6561,8008,6003,8132,6394,8768,7396,8076,7368,8882,7666,10555,8720,13346,11604,23367,20397,8112,13244,5307,7606,4866,7153,4070,8301,850,3446
202104,5호선,영등포구,양평,2927,23426,9374,27039,39247,10762,15250,6806,5809,6670,5096,7017,5440,7191,5802,6841,5784,7673,6634,8374,8122,14767,11255,32840,21930,9781,15815,5584,8866,4695,8875,3883,9393,737,3937
202104,5호선,영등포구,여의나루,9985,5244,38711,7803,64669,4625,30197,4282,17086,5434,18853,7400,22573,8897,29536,13012,33413,20213,33252,30766,30250,51901,27842,70266,29172,39463,17347,42682,9552,36259,6215,26836,6117,7028,1880
202104,5호선,영등포구,여의도,21224,9465,138935,13495,220304,11225,75337,11009,28759,16597,29015,16554,27502,21413,30161,25606,26344,34342,22938,45894,22198,126278,25822,176786,35772,68425,16815,52260,8550,49170,7123,34221,7420,3699,2316
202104,5호선,영등포구,영등포구청,2504,7805,5720,10230,22537,4742,9526,3716,4440,3859,3693,4098,3698,4456,4347,4506,4323,5092,4312,6124,4838,9083,5923,18993,10380,6715,5948,3696,3414,3610,3235,3071,3867,659,1235
202104,5호선,영등포구,영등포시장,5426,19994,13995,28814,38505,12490,21990,8937,12997,10061,12175,11278,12549,12583,14713,12658,13165,14695,12260,17027,12532,22860,15503,35264,27724,14825,17555,9868,10173,8860,9682,7847,12047,1410,3953
202104,5호선,송파구,오금,3143,8843,9186,8203,20716,4970,6374,4068,3646,4433,3002,5256,3424,4552,3470,4750,3441,5747,3706,8303,4483,9502,5635,14375,7365,4569,6572,3426,3854,3003,3274,2566,4304,554,1855
202104,5호선,양천구,오목교(목동운동장앞),8196,49094,28981,56513,75928,27341,53831,20320,29756,21888,27610,25725,27832,25894,31635,26641,29771,30484,30941,35892,36896,46489,48073,71592,76339,35970,49903,36393,25225,29240,21642,29329,22706,4616,9600
202104,5호선,송파구,올림픽공원(한국체대),4052,12029,6702,11624,8855,6615,5352,5769,4839,5667,4564,6158,5165,5978,5654,5629,5571,7250,5414,9557,6177,10112,6778,9692,9004,5115,7429,3062,4492,2463,4163,1883,4055,461,2228
202104,5호선,성동구,왕십리(성동구청),2535,6280,5955,8923,19113,4935,8103,4454,5824,4899,5555,5642,6266,5926,6909,5974,7034,6807,6991,7944,8029,9888,10138,14286,15709,8660,8897,7298,4675,7944,4342,7343,4845,1520,2024
202104,5호선,강서구,우장산,4720,55211,16637,54880,24431,27393,13509,20086,11910,19210,12716,20425,14025,20282,16680,18207,17391,20811,20063,23592,24174,22264,29524,19058,50657,11065,43080,8431,24068,7518,19513,6083,24059,1098,10116
202104,5호선,중구,을지로4가,5472,1079,16588,1881,45077,2143,19383,3047,11062,4659,9212,5674,8362,6651,8008,7938,7190,9279,6130,11219,4950,22142,4516,37098,4798,16206,2412,8638,1201,7447,1054,5987,992,923,416
202104,5호선,성동구,장한평,10360,52515,21799,69987,68975,34141,28752,20177,16252,17532,14470,20005,15903,19888,16601,19089,16745,19994,19345,24153,23719,34897,33812,55639,60211,24774,44937,14592,24733,13125,21102,11354,23590,2236,9428
202104,5호선,종로구,종로3가,5492,2726,14666,3799,40458,3755,32253,5160,24191,8855,24826,11871,24653,14697,25395,17570,22730,20739,20072,26713,19923,36251,21268,52328,26425,30269,13149,26338,4905,35963,3022,26583,3150,2709,1273
202104,5호선,강동구,천호(풍납토성),11886,27281,18619,34250,35999,20476,31687,18910,23691,21569,24400,25418,25425,26429,26458,27131,28269,31370,29525,35530,32407,41851,40515,47999,55362,35088,40449,32113,20023,27347,17891,23694,17762,3865,8240
202104,5호선,중구,청구,1593,7054,4162,10587,15521,6034,6453,4803,4218,4280,3387,4450,3675,5081,4208,4932,4222,4884,4218,6219,5121,7633,6660,13492,10053,7994,7216,4849,4426,4265,4236,3803,5408,1117,1889
202104,5호선,서대문구,충정로(경기대입구),1615,6572,9816,9086,33682,4588,16864,3845,4462,3920,3551,4557,3931,5032,4377,5591,3743,5476,3697,6306,4071,14103,5613,29349,9040,8168,6082,5327,4047,5039,4009,3931,4923,582,1868
202104,5호선,성동구,행당,2574,32588,5302,43038,9737,19704,6494,12146,5204,10720,5659,10732,7135,9909,7794,8753,8257,8894,10437,8601,12261,9236,17556,9956,31811,6053,21835,4623,12989,4075,11573,3820,13851,926,4421
202104,5호선,강서구,화곡,10087,113616,14943,144380,28296,66135,22576,40614,16875,35711,18224,37026,21143,35320,24984,30308,27258,28690,34302,32503,45217,35201,61138,34773,116077,21442,94169,14711,53084,12876,46689,10484,49239,2468,23387
202104,6호선,성북구,고려대(종암),3578,20488,11283,24652,26757,12878,10867,8306,7358,8498,7085,9396,7511,10969,9832,9416,8009,10156,8585,13964,10044,20127,12511,18913,21440,9039,17801,6855,10669,7516,10155,6715,11627,1596,6043
202104,6호선,마포구,공덕,9579,20539,38009,27784,97577,18044,49521,15315,22566,17115,17395,18496,17430,20372,17923,20863,17665,24134,17060,30298,19205,49986,25073,87723,37697,34543,24433,25126,12865,27257,12313,24010,14678,4049,5522
202104,6호선,마포구,광흥창(서강),4183,18532,16205,23640,36010,14476,16155,10832,9192,10790,8072,10477,8647,10372,9228,11304,8961,11078,9904,12959,11084,18829,14141,31269,21357,13271,16633,8584,9799,7683,8830,6730,10611,1607,4010
202104,6호선,은평구,구산,2222,28787,7192,34856,7185,17331,4883,10904,4343,9919,5880,10821,5840,9882,6812,8721,6760,8664,8773,11753,10929,9842,12903,8854,19409,5040,19070,3870,9649,3916,8388,3478,8351,684,4054
202104,6호선,용산구,녹사평(용산구청),4552,4806,9892,7654,17370,5290,7914,4215,6183,4561,5821,4865,7284,5751,7584,6166,7405,7178,7682,10864,8336,13149,9763,18232,13589,10985,8805,8793,4700,10834,3764,12869,4497,1751,1703
202104,6호선,마포구,대흥(서강대앞),4418,14799,14242,18732,31855,11548,14955,8397,9984,8366,8596,11011,10635,10303,10963,10008,9506,11119,10617,14326,11851,19950,13743,23981,21283,11725,13964,8394,8413,8602,7447,8938,8792,1933,4210
202104,6호선,은평구,독바위,968,13937,1547,13308,2859,6121,3496,3951,3862,3992,2814,3686,3003,3834,2809,3286,3135,3392,3547,3312,4760,2811,6173,2490,11147,1483,10935,928,5985,883,4787,690,5664,220,3077
202104,6호선,성북구,돌곶이,2779,35450,5984,39791,15931,19323,9174,12308,7801,10781,6904,11368,8711,11690,8974,10510,8973,9935,11160,10706,13887,11716,18733,12970,30690,9592,26321,5520,15186,4809,12206,4560,14871,1333,7048
202104,6호선,종로구,동묘앞,4484,8793,9793,12300,27524,9995,19749,9316,13868,11620,14038,14728,13138,14336,14201,16164,14136,18438,13554,21001,12776,22801,12536,24102,15059,12089,11624,8094,7485,7106,7069,5843,8191,1515,7010
202104,6호선,서대문구,디지털미디어시티,12808,44142,26807,46586,71611,23822,28210,13983,10885,11986,9648,12200,10511,11911,11638,11298,11568,12862,12910,17370,17345,30872,23261,50245,40940,20138,31570,10310,17634,8231,15996,6718,18013,1633,7176
202104,6호선,마포구,마포구청,7741,38899,14457,51633,34760,29077,17050,18784,12366,17234,10976,17376,13485,17467,14364,16042,14217,16553,16755,19171,18431,23556,24220,36196,40278,16332,30440,11338,18891,11696,17138,8872,20349,2401,8520
202104,6호선,마포구,망원,4902,27036,8907,37738,32096,22619,28478,15767,18516,15494,20233,17751,24330,19027,26183,19213,25741,20602,28209,23757,29616,27747,34557,37009,47532,24490,34584,19410,16826,21508,14705,18167,15169,3985,7584
202104,6호선,중구,버티고개,1306,4999,2675,7736,5092,4364,3217,2930,2444,2703,2320,3077,2223,2995,2513,2578,2886,3114,3220,3388,3346,4288,4327,5876,6424,3196,5092,1992,3007,1678,3152,1476,3833,366,1427
202104,6호선,성북구,보문,3920,18411,8417,28592,18443,14467,9102,9002,6282,8210,5469,9175,6354,9221,6949,8353,6614,8912,7750,10920,8737,12466,12749,16213,20538,8002,16307,5619,10259,5834,9627,4817,12640,1716,5708
202104,6호선,중랑구,봉화산(서울의료원),2731,47391,5667,39408,12097,17384,6428,12431,5745,10355,5470,10284,7686,10016,8866,9094,8491,8367,10162,9217,12548,11141,17704,9752,29768,5190,28932,3827,16792,3340,13438,2872,15435,738,6801
202104,6호선,은평구,불광,2948,9953,4248,12054,7792,6244,7410,5439,5377,5999,5735,6977,5850,7518,6219,8096,6558,8598,6987,10099,7795,9506,9298,9602,14662,5933,10922,4543,5917,3934,5101,2658,5794,451,2776
202104,6호선,용산구,삼각지,4224,7704,13195,11293,22818,7260,8303,5091,5719,6319,5217,7118,5778,7967,5675,7902,5179,9272,5420,10786,6114,16993,7963,23115,12202,10287,7643,7248,5248,7802,5131,7500,7650,1782,2534
202104,6호선,마포구,상수,2784,7628,6273,12531,23940,7207,17852,5499,12380,5796,11616,7577,12719,9064,14674,9157,13488,9960,13380,12534,16089,17289,20329,25071,27861,16880,17951,14103,8445,18999,5976,23263,6839,3993,3066
202104,6호선,성북구,상월곡(한국과학기술연구원),1661,24557,3413,28401,12625,14031,6608,8845,4711,7760,4752,7778,5287,7547,5602,6791,6020,6457,7327,7329,8923,7850,12229,9701,18222,6641,16574,3106,9977,2567,9030,2131,10179,1016,5125
202104,6호선,은평구,새절(신사),4653,54764,7799,62501,15426,29871,9485,18332,8666,16407,9445,17910,11608,16639,13058,14407,13900,13778,17785,16846,20284,15640,27988,14810,48766,9193,41457,6204,23456,5623,20120,4851,22414,1116,11210
202104,6호선,성북구,석계,4163,49277,7593,53124,13172,27202,9927,18181,9280,15393,10481,15996,12450,15995,13231,13917,13983,13275,17771,14518,22309,14838,29218,13571,50274,10329,43769,7337,23244,7607,19919,6525,22490,2073,11053
202104,6호선,중랑구,신내,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
202104,6호선,중구,신당,6181,7128,16042,9724,38916,8310,21097,8064,12638,9358,9560,10606,8253,9162,9446,9286,7392,11660,6953,15325,8504,18309,10387,25121,15258,14235,17620,11789,8774,11601,6186,17122,8162,2916,8518
202104,6호선,성북구,안암(고대병원앞),5035,7522,16587,10413,36621,8700,29554,9882,18237,11585,12690,12860,14583,12433,17327,14334,13704,18204,11336,22306,11160,34732,13782,30205,18147,16623,13481,13912,8415,17547,8709,17932,11503,4954,5532
202104,6호선,중구,약수,1789,4447,6276,6678,16753,4740,8182,4098,4887,4101,4304,4374,3983,4603,4754,4717,4433,5174,4730,6130,4976,8213,6050,12288,7867,6014,5367,4274,2855,4756,2629,4107,2968,813,1170
202104,6호선,은평구,역촌,1870,15580,2694,15956,8159,7905,3823,5033,3056,4635,3901,5306,3973,5307,4300,4533,4421,3952,4903,4072,7020,4341,8872,5104,15810,2497,13454,1746,6888,1584,7124,1354,7212,306,3887
202104,6호선,은평구,연신내,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,0,0,0,2,0,0,0,0,0,2,0,1,0
202104,6호선,성북구,월곡(동덕여대),3842,39430,7061,43642,23974,21484,15099,14966,10359,13202,10067,14359,11073,14058,11847,12790,12277,12244,14985,14622,19124,16647,23280,24052,38830,11666,31570,8413,17254,7344,16301,5404,16892,1834,8034
202104,6호선,마포구,월드컵경기장(성산),2844,8303,4851,10326,8861,5594,8016,5221,8328,6212,10067,6669,10344,7149,12526,9086,12669,12533,11202,15292,9629,13221,8932,15111,12845,6773,9580,5140,4933,6784,3832,3583,3636,744,1248
202104,6호선,은평구,응암,5081,73686,9560,87630,17710,41799,11439,25372,12571,22588,13555,23863,16757,22912,17488,20043,19804,19372,24206,20860,29646,20813,41462,20875,73958,12942,61240,9613,37277,8490,29682,7331,33350,1688,15592
202104,6호선,용산구,이태원,6735,8811,11233,13514,26480,9693,20908,7490,13327,8184,13350,10251,14861,11910,16556,12548,15701,15825,16576,21146,19446,25196,23177,29296,30335,20974,21682,18383,10927,25493,7955,28228,8969,3618,4329
202104,6호선,은평구,증산(명지대앞),3393,39704,5133,47882,10086,24474,7458,15832,7089,13329,8047,13503,9293,13138,10842,11830,11501,10837,14319,11955,17755,12431,23767,12372,41952,7521,32955,5073,19050,4439,18255,3827,19321,1056,8632
202104,6호선,종로구,창신,1989,14857,6183,16403,6755,8401,2978,4921,2205,4178,2406,4246,3006,3993,3046,3407,2898,3767,3581,6452,4173,5031,5826,4499,9263,2631,7927,2242,4726,1545,4777,1413,5533,415,2290
202104,6호선,중구,청구,2544,6914,7233,9618,25268,5626,10449,4248,4784,3901,3828,3925,3654,4259,4136,4052,3833,4433,4449,5324,4892,6908,5687,13087,7382,8628,5467,5096,3534,4691,3329,4274,3776,1160,1650
202104,6호선,중랑구,태릉입구,2823,18526,3946,21015,7673,10517,6096,7034,4863,6636,5596,7041,5796,7230,6391,6816,6853,6734,7775,6861,9648,8510,12982,7919,22217,5596,18975,4044,9817,3747,9693,3507,10506,1103,5905
202104,6호선,용산구,한강진,7198,2826,18842,4650,34874,3761,26407,2759,14263,3449,14258,4438,13421,5763,18501,7344,12850,11477,13160,18127,14091,27425,17092,32567,22645,22246,11329,16150,3063,20719,2722,30658,2976,1973,1218
202104,6호선,마포구,합정,6013,13323,16209,19900,41778,13111,26600,10590,15193,11488,15790,13415,16715,15403,19047,16384,17214,18416,18105,21855,21019,28004,26357,45291,38599,28311,24517,23858,11465,31532,10400,31027,12174,5120,5674
202104,6호선,중랑구,화랑대(서울여대입구),2644,59859,7061,53236,13024,23464,7971,14612,6453,12940,6602,13720,7240,12734,8611,10810,8640,11354,10354,14728,12624,14337,19576,12074,34027,6627,31736,4434,17708,3748,15529,2957,15819,1023,8194
