일련번호	시군구	읍면동리	지번구분	본번지	부번지	시도명	시군구명	소재지	지목	면적	용도지역1	이용상황	주위환경	지세명	형상명	도로교통	공시지가	지리적위치1	지리적위치2
238	11680	10100	1	835	61	서울특별시	강남구	 역삼동 835-61	대	245.9	제3종일반주거지역	상업	주택 및 상가혼용지대	평지	세로장방형	소로각지	5320000	금호어울림	남동측인근
313	11680	10300	1	1247	1	서울특별시	강남구	 개포동 1247-1	대	251.9	제2종일반주거지역	상업	주택 및 상가혼용지대	평지	사다리형	세로(가)	3260000	영동제2교	남동측인근
511	11680	10500	1	128	22	서울특별시	강남구	 삼성동 128-22	대	600.5	제3종일반주거지역	상업	후면 상가지대	평지	부정형	중로각지	10700000	삼릉공원	남동측인근
540	11680	10500	1	152	55	서울특별시	강남구	 삼성동 152-55	대	257.6	제2종일반주거지역	상업	후면 상가지대	평지	가로장방형	세각(가)	7000000	코엑스전시장	서측인근
543	11680	10500	1	154	0	서울특별시	강남구	 삼성동 154	대	185.2	제3종일반주거지역	상업	주택 및 상가혼용지대	평지	가로장방형	세각(가)	7220000	코엑스전시장	서측인근
740	11680	10700	1	553	26	서울특별시	강남구	 신사동 553-26	대	255.5	제2종일반주거지역	상업	주택 및 상가혼용지대	평지	세로장방형	소로각지	7860000	신구초등교	남측인근
789	11680	10700	1	628	10	서울특별시	강남구	 신사동 628-10	대	231.2	제3종일반주거지역	상업	후면 상가지대	평지	세로장방형	중로한면	9260000	도산공원	서측인근
851	11680	10800	1	37	10	서울특별시	강남구	 논현동 37-10	대	272.3	제3종일반주거지역	상업	주택 및 상가혼용지대	평지	세로장방형	중로각지	8370000	학동역	북서측인근
913	11680	10800	1	131	0	서울특별시	강남구	 논현동 131	대	500.6	제3종일반주거지역	상업	후면 상가지대	평지	가로장방형	중로각지	8270000	학동역	남서측인근
979	11680	10800	1	233	0	서울특별시	강남구	 논현동 233	대	231	제2종일반주거지역	상업	주택 및 상가혼용지대	평지	가로장방형	소로각지	6210000	경복아파트	서측인근
1114	11680	11400	1	656	3	서울특별시	강남구	 일원동 656-3	대	203.9	제2종일반주거지역	상업	노선 상가지대	평지	세로장방형	중로한면	5370000	삼성사원아파트	남동측인근
1118	11680	11400	1	664	0	서울특별시	강남구	 일원동 664	대	197	제1종일반주거지역	상업	주택 및 상가혼용지대	평지	가로장방형	소로각지	4600000	삼성사원아파트	남동측인근
83	11680	10100	1	688	0	서울특별시	강남구	 역삼동 688	대	646.8	일반상업지역	상업나지	노선 상가지대	평지	가로장방형	광대소각	12200000	경복아파트	남측인근
140	11680	10100	1	738	27	서울특별시	강남구	 역삼동 738-27	대	539.4	제3종일반주거지역	상업나지	노선 상가지대	평지	가로장방형	광대세각	14700000	역삼역	남측인근
158	11680	10100	1	765	7	서울특별시	강남구	 역삼동 765-7	대	679.8	제3종일반주거지역	상업나지	노선 상가지대	평지	정방형	광대소각	12200000	한티역	북측인근
160	11680	10100	1	766	26	서울특별시	강남구	 역삼동 766-26	대	260.9	제3종일반주거지역	상업나지	노선 상가지대	평지	정방형	광대소각	9590000	한티역	서측인근
174	11680	10100	1	782	45	서울특별시	강남구	 역삼동 782-45	대	191.2	제2종일반주거지역	상업나지	후면 상가지대	평지	사다리형	중로각지	5650000	총지사	남측인근
214	11680	10100	1	825	25	서울특별시	강남구	 역삼동 825-25	대	568.7	일반상업지역	상업나지	후면 상가지대	평지	가로장방형	소로각지	16400000	강남역	남동측인근
473	11680	10500	1	77	13	서울특별시	강남구	 삼성동 77-13	대	326	일반상업지역	상업나지	노선 상가지대	평지	사다리형	광대소각	15200000	코엑스전시장	북동측인근대로변
533	11680	10500	1	148	8	서울특별시	강남구	 삼성동 148-8	대	662.2	제2종일반주거지역	상업나지	노선 상가지대	평지	세로장방형	광대한면	11700000	코엑스전시장	서측인근
1039	11680	11100	1	513	0	서울특별시	강남구	 세곡동 513	대	570	준주거지역	상업나지	미성숙 상가지대	평지	가로장방형	중로각지	2800000	세곡임대주택	사업지구내
1	11680	10100	1	601	0	서울특별시	강남구	 역삼동 601	대	493.9	일반상업지역	상업용	노선 상가지대	평지	가로장방형	광대소각	17700000	리츠칼튼호텔	서측인근
4	11680	10100	1	605	6	서울특별시	강남구	 역삼동 605-6	대	477.6	일반상업지역	상업용	노선 상가지대	평지	세로장방형	광대세각	12800000	삼정호텔	동측인근
5	11680	10100	1	606	9	서울특별시	강남구	 역삼동 606-9	대	328.1	제3종일반주거지역	상업용	후면 상가지대	평지	정방형	소로한면	6940000	삼정호텔	동측인근
8	11680	10100	1	607	19	서울특별시	강남구	 역삼동 607-19	대	529.1	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대한면	10900000	차병원	남서측인근
11	11680	10100	1	611	2	서울특별시	강남구	 역삼동 611-2	대	396	제1종전용주거지역	상업용	주택 및 상가혼용지대	평지	사다리형	소로각지	5430000	삼정호텔	남측월편
15	11680	10100	1	619	2	서울특별시	강남구	 역삼동 619-2	대	310.2	제2종일반주거지역	상업용	일반 상가지대	평지	가로장방형	세로(가)	8470000	강남역	북측근거리
16	11680	10100	1	619	17	서울특별시	강남구	 역삼동 619-17	대	304.1	제2종일반주거지역	상업용	후면 상가지대	평지	가로장방형	소로한면	16300000	강남역	북측인근
22	11680	10100	1	627	9	서울특별시	강남구	 역삼동 627-9	대	400.7	제1종전용주거지역	상업용	주택 및 상가혼용지대	평지	가로장방형	소로한면	6080000	차병원	남서측인근
23	11680	10100	1	628	0	서울특별시	강남구	 역삼동 628	대	537.1	제3종일반주거지역	상업용	주택 및 상가혼용지대	평지	세로장방형	소로각지	7500000	역삼역	북측 인근
25	11680	10100	1	636	7	서울특별시	강남구	 역삼동 636-7	대	473.8	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	정방형	세각(가)	6050000	국기원	남동측인근
26	11680	10100	1	637	19	서울특별시	강남구	 역삼동 637-19	대	299.6	제2종일반주거지역	상업용	후면 상가지대	평지	세로장방형	소로각지	8910000	국기원	남동측인근
27	11680	10100	1	637	51	서울특별시	강남구	 역삼동 637-51	대	201.7	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	가로장방형	세로(가)	6040000	국기원	동측인근
30	11680	10100	1	640	13	서울특별시	강남구	 역삼동 640-13	대	289.1	제2종일반주거지역	상업용	후면 상가지대	평지	가로장방형	소로각지	7380000	역삼역	북측인근
31	11680	10100	1	641	11	서울특별시	강남구	 역삼동 641-11	대	368.8	제3종일반주거지역	상업용	역주변 상가지대	평지	세로장방형	광대한면	14000000	역삼역	북측인근
32	11680	10100	1	641	18	서울특별시	강남구	 역삼동 641-18	대	409.2	제3종일반주거지역	상업용	후면 상가지대	평지	세로장방형	소로각지	8800000	역삼역	북측인근
34	11680	10100	1	645	15	서울특별시	강남구	 역삼동 645-15	대	264.5	제2종일반주거지역	상업용	후면 상가지대	평지	세로장방형	세로(가)	6150000	역삼역	북서측인근
35	11680	10100	1	646	4	서울특별시	강남구	 역삼동 646-4	대	296.1	일반상업지역	상업용	후면 상가지대	평지	세로장방형	세로(가)	13000000	역삼역	북서측인근
38	11680	10100	1	649	1	서울특별시	강남구	 역삼동 649-1	대	526.3	일반상업지역	상업용	후면 상가지대	평지	세로장방형	소로각지	12800000	국기원	남서측인근
40	11680	10100	1	650	0	서울특별시	강남구	 역삼동 650	대	467.9	일반상업지역	상업용	노선 상가지대	평지	세로장방형	광대소각	15300000	차병원	북측인접
43	11680	10100	1	653	3	서울특별시	강남구	 역삼동 653-3	대	588.2	일반상업지역	상업용	노선 상가지대	평지	사다리형	광대소각	14000000	경복아파트	남서측월편
44	11680	10100	1	655	0	서울특별시	강남구	 역삼동 655	대	287.3	제2종일반주거지역	상업용	후면 상가지대	평지	사다리형	소로각지	6310000	차병원	동측인근
45	11680	10100	1	655	23	서울특별시	강남구	 역삼동 655-23	대	270.8	제2종일반주거지역	상업용	일반 상가지대	평지	사다리형	세각(가)	6560000	스포월드	남측인근
53	11680	10100	1	662	0	서울특별시	강남구	 역삼동 662	대	236.9	제3종일반주거지역	상업용	후면 상가지대	평지	사다리형	세각(가)	7160000	KT영동지사	북서측인근
54	11680	10100	1	662	16	서울특별시	강남구	 역삼동 662-16	대	385.8	일반상업지역	상업용	노선 상가지대	평지	세로장방형	광대한면	11000000	KT영동지사	북측인근
57	11680	10100	1	667	12	서울특별시	강남구	 역삼동 667-12	대	516.4	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대한면	11500000	충현교회	서측인근
58	11680	10100	1	668	12	서울특별시	강남구	 역삼동 668-12	대	384.8	제3종일반주거지역	상업용	후면 상가지대	평지	세로장방형	소로각지	8170000	충현교회	남서측인근
60	11680	10100	1	671	0	서울특별시	강남구	 역삼동 671	대	228.8	제1종일반주거지역	상업용	주택 및 상가혼용지대	평지	사다리형	소로각지	6160000	충현교회	남측앞
62	11680	10100	1	671	23	서울특별시	강남구	 역삼동 671-23	대	257.5	제1종일반주거지역	상업용	후면 상가지대	평지	세로장방형	소로각지	9010000	LG강남타워	북동측인근
64	11680	10100	1	673	39	서울특별시	강남구	 역삼동 673-39	대	232.4	제2종일반주거지역	상업용	후면 상가지대	평지	세로장방형	소로각지	10900000	르네상스	호텔북서측월편
66	11680	10100	1	674	38	서울특별시	강남구	 역삼동 674-38	대	240.8	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	세로장방형	세로(가)	5760000	르네상스	호텔북측인근
67	11680	10100	1	677	7	서울특별시	강남구	 역삼동 677-7	대	342.7	일반상업지역	상업용	후면 상가지대	평지	세로장방형	세로(가)	12800000	르네상스	호텔서측인근
68	11680	10100	1	678	3	서울특별시	강남구	 역삼동 678-3	대	346.1	일반상업지역	상업용	후면 상가지대	평지	가로장방형	소로한면	14200000	LG강남타워	동측인근
69	11680	10100	1	678	11	서울특별시	강남구	 역삼동 678-11	대	339.3	일반상업지역	상업용	후면 상가지대	평지	정방형	중로각지	15200000	LG강남타워	동측도로월편
70	11680	10100	1	678	29	서울특별시	강남구	 역삼동 678-29	대	331.3	일반상업지역	상업용	후면 상가지대	평지	세로장방형	소로각지	14700000	LG강남타워	동측인근
72	11680	10100	1	681	3	서울특별시	강남구	 역삼동 681-3	대	237.9	제3종일반주거지역	상업용	후면 상가지대	평지	가로장방형	중로각지	7720000	경복아파트	남측인근
76	11680	10100	1	682	14	서울특별시	강남구	 역삼동 682-14	대	236.7	제3종일반주거지역	상업용	후면 상가지대	평지	세로장방형	세각(가)	5170000	삼릉공원	북서측인근
77	11680	10100	1	683	10	서울특별시	강남구	 역삼동 683-10	대	280.7	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대소각	10100000	삼릉공원	서측인근
90	11680	10100	1	694	35	서울특별시	강남구	 역삼동 694-35	대	321.7	제3종일반주거지역	상업용	노선 상가지대	평지	정방형	광대세각	9310000	삼릉공원	남서측옆
91	11680	10100	1	696	3	서울특별시	강남구	 역삼동 696-3	대	292.2	제3종일반주거지역	상업용	후면 상가지대	평지	정방형	세로(가)	6850000	선릉역	북서측인근
92	11680	10100	1	696	18	서울특별시	강남구	 역삼동 696-18	대	431.2	제3종일반주거지역	상업용	후면 상가지대	평지	세로장방형	중로각지	15900000	선릉역	북서측인근
94	11680	10100	1	697	8	서울특별시	강남구	 역삼동 697-8	대	318.6	제2종일반주거지역	상업용	후면 상가지대	평지	가로장방형	세각(가)	5760000	선릉역	북서측인근
95	11680	10100	1	697	45	서울특별시	강남구	 역삼동 697-45	대	725.3	제2종일반주거지역	상업용	후면 상가지대	평지	가로장방형	중로각지	14900000	선릉역	북측인근
99	11680	10100	1	699	20	서울특별시	강남구	 역삼동 699-20	대	219.8	제2종일반주거지역	상업용	후면 상가지대	평지	세로장방형	세각(가)	8030000	상록회관	북측인근
100	11680	10100	1	700	3	서울특별시	강남구	 역삼동 700-3	대	316.8	일반상업지역	상업용	노선 상가지대	평지	세로장방형	광대한면	13700000	KT영동지사	동측도로월편
104	11680	10100	1	703	3	서울특별시	강남구	 역삼동 703-3	대	331.7	일반상업지역	상업용	후면 상가지대	평지	정방형	중로각지	12800000	상록회관	동측인근
107	11680	10100	1	706	26	서울특별시	강남구	 역삼동 706-26	대	649	일반상업지역	상업용	노선 상가지대	평지	가로장방형	광대소각	15500000	상록회관	남측인근
109	11680	10100	1	707	16	서울특별시	강남구	 역삼동 707-16	대	381	일반상업지역	상업용	후면 상가지대	평지	정방형	소로한면	12100000	상록회관	남동측인근
111	11680	10100	1	708	23	서울특별시	강남구	 역삼동 708-23	대	314.3	일반상업지역	상업용	역주변 상가지대	평지	세로장방형	세로(가)	11500000	선릉역	남서측인근
112	11680	10100	1	708	32	서울특별시	강남구	 역삼동 708-32	대	402.9	일반상업지역	상업용	후면 상가지대	평지	사다리형	중로각지	13000000	선릉역	남서측인근
116	11680	10100	1	719	22	서울특별시	강남구	 역삼동 719-22	대	417.6	일반상업지역	상업용	역주변 상가지대	평지	세로장방형	중로각지	13800000	르네상스호텔	남서측인근
117	11680	10100	1	720	13	서울특별시	강남구	 역삼동 720-13	대	330.8	일반상업지역	상업용	후면 상가지대	평지	가로장방형	세각(가)	12000000	천주교역삼성당	북측인근
118	11680	10100	1	720	33	서울특별시	강남구	 역삼동 720-33	대	477.5	일반상업지역	상업용	후면 상가지대	평지	사다리형	중로한면	13200000	천주교역삼성당	북동측인근
119	11680	10100	1	721	8	서울특별시	강남구	 역삼동 721-8	대	203.3	제3종일반주거지역	상업용	후면 상가지대	평지	세로장방형	세로(가)	5270000	천주교역삼성당	동측인근
121	11680	10100	1	723	1	서울특별시	강남구	 역삼동 723-1	대	505.7	제3종일반주거지역	상업용	후면 상가지대	평지	세로장방형	소로한면	8690000	천주교역삼성당	서측인근
122	11680	10100	1	723	17	서울특별시	강남구	 역삼동 723-17	대	432.6	제3종일반주거지역	상업용	주택 및 상가혼용지대	평지	세로장방형	세로(가)	6830000	천주교역삼성당	서측인근
125	11680	10100	1	724	46	서울특별시	강남구	 역삼동 724-46	대	350	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	세로장방형	세각(가)	5540000	천주교역삼성당	남측인근
127	11680	10100	1	725	9	서울특별시	강남구	 역삼동 725-9	대	381.1	제1종일반주거지역	상업용	후면 상가지대	평지	세로장방형	중로각지	7450000	한국은행강남지점	남측월편
132	11680	10100	1	730	4	서울특별시	강남구	 역삼동 730-4	대	275	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대세각	11000000	신한은행강남별관	북측대로변
135	11680	10100	1	734	15	서울특별시	강남구	 역삼동 734-15	대	1239.5	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	중로각지	10300000	한국은행강남지점	남측근거리
139	11680	10100	1	738	4	서울특별시	강남구	 역삼동 738-4	대	368.1	제3종일반주거지역	상업용	후면 상가지대	평지	세로장방형	세로(가)	8370000	역삼역	남측인근
141	11680	10100	1	738	41	서울특별시	강남구	 역삼동 738-41	대	524	제3종일반주거지역	상업용	후면 상가지대	평지	사다리형	세로(가)	7600000	역삼역	남측인근
142	11680	10100	1	739	0	서울특별시	강남구	 역삼동 739	대	422.9	제3종일반주거지역	상업용	후면 상가지대	평지	가로장방형	중로각지	14700000	역삼역	남측인근
143	11680	10100	1	740	0	서울특별시	강남구	 역삼동 740	대	341.2	제3종일반주거지역	상업용	상가 및 업무지대	평지	세로장방형	소로각지	9770000	역삼역	남서측인근
149	11680	10100	1	746	18	서울특별시	강남구	 역삼동 746-18	대	310.5	제3종일반주거지역	상업용	주택 및 상가혼용지대	평지	세로장방형	소로한면	6850000	역삼역	남측인근
152	11680	10100	1	751	13	서울특별시	강남구	 역삼동 751-13	대	306.6	제2종일반주거지역	상업용	노선 상가지대	평지	가로장방형	중로한면	9970000	역삼역	남서측인근
161	11680	10100	1	770	19	서울특별시	강남구	 역삼동 770-19	대	382.3	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	세로장방형	소로한면	5540000	동영문화센터	서측인근
162	11680	10100	1	771	18	서울특별시	강남구	 역삼동 771-18	대	354.5	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	세로장방형	소로한면	5650000	동영문화센타	서측인근
164	11680	10100	1	774	46	서울특별시	강남구	 역삼동 774-46	대	425.3	제2종일반주거지역	상업용	후면 상가지대	평지	사다리형	소로각지	6300000	동영문화센타	남측월편
166	11680	10100	1	776	24	서울특별시	강남구	 역삼동 776-24	대	331.8	제3종일반주거지역	상업용	주택 및 상가혼용지대	평지	가로장방형	세각(가)	6570000	총지사	남측인접
170	11680	10100	1	779	0	서울특별시	강남구	 역삼동 779	대	266.9	제3종일반주거지역	상업용	주택 및 상가혼용지대	평지	가로장방형	세각(가)	6410000	동영문화센타	남측인근
171	11680	10100	1	779	5	서울특별시	강남구	 역삼동 779-5	대	698	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대세각	10700000	동영문화센타	남측인근
175	11680	10100	1	784	1	서울특별시	강남구	 역삼동 784-1	대	390.8	제3종일반주거지역	상업용	후면 상가지대	평지	세로장방형	중로한면	7500000	동영문화센타	남측인근
177	11680	10100	1	785	16	서울특별시	강남구	 역삼동 785-16	대	466.8	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대세각	9890000	영동세브란스병원	북측인근
178	11680	10100	1	786	0	서울특별시	강남구	 역삼동 786	대	295.6	제3종일반주거지역	상업용	주택 및 상가혼용지대	평지	가로장방형	세각(가)	5650000	영동세브란스병원	북서측인근
180	11680	10100	1	787	0	서울특별시	강남구	 역삼동 787	대	260.9	제3종일반주거지역	상업용	후면 상가지대	평지	정방형	중로한면	6570000	총지사	남동측인근
182	11680	10100	1	789	12	서울특별시	강남구	 역삼동 789-12	대	686.5	제2종일반주거지역	상업용	노선 상가지대	평지	세로장방형	중로한면	9870000	역삼초등교	북서측인근
183	11680	10100	1	789	17	서울특별시	강남구	 역삼동 789-17	대	178.2	제2종일반주거지역	상업용	일반 상가지대	평지	세로장방형	소로한면	5510000	역삼초등교	북서측인근
192	11680	10100	1	797	3	서울특별시	강남구	 역삼동 797-3	대	395.5	제3종일반주거지역	상업용	노선 상가지대	평지	가로장방형	광대소각	11000000	총지사	서측월편
194	11680	10100	1	798	25	서울특별시	강남구	 역삼동 798-25	대	208	제3종일반주거지역	상업용	시장주변 상가지대	평지	가로장방형	중로한면	6850000	역삼종합시장	동측옆
197	11680	10100	1	809	6	서울특별시	강남구	 역삼동 809-6	대	170.8	제3종일반주거지역	상업용	후면 상가지대	평지	정방형	소로한면	12700000	교보생명강남사옥	남동측인근
198	11680	10100	1	810	2	서울특별시	강남구	 역삼동 810-2	대	211	제2종일반주거지역	상업용	후면 상가지대	평지	세로장방형	소로한면	10500000	교보생명강남사옥	남동측인근
200	11680	10100	1	811	0	서울특별시	강남구	 역삼동 811	대	202.9	제2종일반주거지역	상업용	후면 상가지대	평지	사다리형	세각(가)	8220000	리츠칼튼호텔	남서측인근
202	11680	10100	1	813	16	서울특별시	강남구	 역삼동 813-16	대	246.1	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	가로장방형	소로각지	11500000	국기원	북서측인근
204	11680	10100	1	817	8	서울특별시	강남구	 역삼동 817-8	대	176.4	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	세로장방형	세로(가)	12400000	강남역	북측인근
206	11680	10100	1	818	11	서울특별시	강남구	 역삼동 818-11	대	391	제3종일반주거지역	상업용	후면 상가지대	평지	세로장방형	세각(가)	12200000	강남역	북동측인근
207	11680	10100	1	819	9	서울특별시	강남구	 역삼동 819-9	대	389.8	일반상업지역	상업용	후면 상가지대	평지	세로장방형	세로(가)	15100000	강남역	북측인근
208	11680	10100	1	820	2	서울특별시	강남구	 역삼동 820-2	대	372.8	제3종일반주거지역	상업용	역주변 상가지대	평지	정방형	소로한면	17000000	강남역	북측인근
210	11680	10100	1	822	0	서울특별시	강남구	 역삼동 822	대	662.8	일반상업지역	상업용	역주변 상가지대	평지	세로장방형	광대소각	36400000	강남역	북측대로변
212	11680	10100	1	823	41	서울특별시	강남구	 역삼동 823-41	대	414.3	일반상업지역	상업용	후면 상가지대	평지	세로장방형	세로(가)	11500000	역삼역	남서측인근
217	11680	10100	1	826	35	서울특별시	강남구	 역삼동 826-35	대	289	일반상업지역	상업용	후면 상가지대	평지	정방형	소로각지	13000000	강남역	남동측인근
218	11680	10100	1	827	24	서울특별시	강남구	 역삼동 827-24	대	311.9	제3종일반주거지역	상업용	주택 및 상가혼용지대	평지	세로장방형	소로각지	8580000	강남역	남동측인근
219	11680	10100	1	827	47	서울특별시	강남구	 역삼동 827-47	대	275.9	제3종일반주거지역	상업용	주택 및 상가혼용지대	평지	정방형	소로한면	9340000	강남역	남서측인근
221	11680	10100	1	827	66	서울특별시	강남구	 역삼동 827-66	대	512	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	중로각지	10700000	강남역	남동측인근
224	11680	10100	1	828	53	서울특별시	강남구	 역삼동 828-53	대	432.4	제3종일반주거지역	상업용	주택 및 상가혼용지대	평지	정방형	세로(가)	6730000	강남역	남동측인근
226	11680	10100	1	830	31	서울특별시	강남구	 역삼동 830-31	대	245.7	제3종일반주거지역	상업용	후면 상가지대	평지	세로장방형	소로한면	8690000	역삼초등교	북측인근
227	11680	10100	1	830	49	서울특별시	강남구	 역삼동 830-49	대	241.5	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	중로각지	10600000	역삼초등교	북측인근
229	11680	10100	1	831	7	서울특별시	강남구	 역삼동 831-7	대	458.8	일반상업지역	상업용	후면 상가지대	평지	세로장방형	세로(가)	10900000	강남역	남측인근
230	11680	10100	1	831	27	서울특별시	강남구	 역삼동 831-27	대	472.6	일반상업지역	상업용	후면 상가지대	평지	가로장방형	소로각지	14600000	강남역	남측인근
231	11680	10100	1	832	0	서울특별시	강남구	 역삼동 832	대	384.5	일반상업지역	상업용	노선 상가지대	평지	세로장방형	광대소각	28300000	역삼초등교	서측인근
235	11680	10100	1	834	0	서울특별시	강남구	 역삼동 834	대	207.9	제2종일반주거지역	상업용	노선 상가지대	평지	가로장방형	중로각지	11200000	역삼초등교	북동측인근
237	11680	10100	1	834	68	서울특별시	강남구	 역삼동 834-68	대	477.3	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	세로장방형	소로각지	6460000	역삼초등교	동측인근
242	11680	10100	1	837	2	서울특별시	강남구	 역삼동 837-2	대	282.9	일반상업지역	상업용	후면 상가지대	평지	정방형	소로각지	12000000	뱅뱅사거리	북측인근
243	11680	10100	1	837	10	서울특별시	강남구	 역삼동 837-10	대	445.9	일반상업지역	상업용	노선 상가지대	평지	가로장방형	광대소각	23200000	뱅뱅사거리	북동측인근
244	11680	10100	1	838	6	서울특별시	강남구	 역삼동 838-6	대	366.4	일반상업지역	상업용	후면 상가지대	평지	정방형	소로한면	8800000	뱅뱅사거리	북동측인근
245	11680	10100	1	839	9	서울특별시	강남구	 역삼동 839-9	대	161.7	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대소각	10800000	뱅뱅사거리	북동측인근
257	11680	10300	1	167	10	서울특별시	강남구	 개포동 167-10	주유소용지	330.3	준주거지역	상업용	노선 상가지대	평지	가로장방형	중로한면	8680000	개포고교	남동측인근
258	11680	10300	1	168	3	서울특별시	강남구	 개포동 168-3	대	217.9	제3종일반주거지역	상업용	주택 및 상가혼용지대	평지	가로장방형	세로(가)	5740000	개포고교	남동측인근
259	11680	10300	1	168	10	서울특별시	강남구	 개포동 168-10	대	299	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	중로한면	8100000	개포고교	남동측인근
263	11680	10300	1	186	9	서울특별시	강남구	 개포동 186-9	대	333.6	일반상업지역	상업용	아파트단지주변 상가지대	평지	사다리형	소로각지	9010000	주공아파트5단지	북측인근
264	11680	10300	1	186	13	서울특별시	강남구	 개포동 186-13	대	939.6	일반상업지역	상업용	노선 상가지대	평지	사다리형	중로각지	10100000	주공아파트5단지	북측인근대로변
270	11680	10300	1	1164	5	서울특별시	강남구	 개포동 1164-5	대	330.3	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	세로장방형	세로(가)	4480000	포이초등교	남측인근
271	11680	10300	1	1164	18	서울특별시	강남구	 개포동 1164-18	대	330.9	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	세로장방형	세로(가)	4450000	포이초등교	남측인근
272	11680	10300	1	1168	1	서울특별시	강남구	 개포동 1168-1	대	283.3	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	세로장방형	소로한면	4030000	포이초등교	남측인근
278	11680	10300	1	1183	3	서울특별시	강남구	 개포동 1183-3	대	295.7	제2종일반주거지역	상업용	노선 상가지대	평지	세로장방형	중로한면	4330000	포이초등교	남동측인근중로변
279	11680	10300	1	1187	2	서울특별시	강남구	 개포동 1187-2	대	272.1	제2종일반주거지역	상업용	노선 상가지대	평지	세로장방형	중로한면	4750000	국악중고교	서측인근중로변
282	11680	10300	1	1191	1	서울특별시	강남구	 개포동 1191-1	대	327	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대세각	6200000	국악중고교	서측인근
284	11680	10300	1	1194	3	서울특별시	강남구	 개포동 1194-3	대	313.9	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대세각	7070000	포이초등교	서측인근
285	11680	10300	1	1196	5	서울특별시	강남구	 개포동 1196-5	대	259.6	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	세로장방형	소로한면	4030000	포이초등교	북서측인근
286	11680	10300	1	1200	1	서울특별시	강남구	 개포동 1200-1	대	307.5	제2종일반주거지역	상업용	노선 상가지대	평지	세로장방형	중로한면	4760000	국립국악중고교	서측인근
289	11680	10300	1	1206	4	서울특별시	강남구	 개포동 1206-4	대	257.4	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	정방형	소로각지	4030000	강남구민체육관	북측인근
292	11680	10300	1	1214	0	서울특별시	강남구	 개포동 1214	대	346.3	제2종일반주거지역	상업용	후면 상가지대	평지	사다리형	세각(가)	4120000	개포대우아파트	단지북서측인근
293	11680	10300	1	1217	3	서울특별시	강남구	 개포동 1217-3	대	350	제2종일반주거지역	상업용	노선 상가지대	평지	정방형	중로각지	6490000	구룡초등교	서측인근중로변
294	11680	10300	1	1218	25	서울특별시	강남구	 개포동 1218-25	대	273	제2종일반주거지역	상업용	노선 상가지대	평지	정방형	중로한면	5630000	강남구민체육관	북서측인근
295	11680	10300	1	1219	1	서울특별시	강남구	 개포동 1219-1	대	324.8	제2종일반주거지역	상업용	노선 상가지대	평지	세로장방형	중로한면	5120000	강남구민체육관	서측인근
297	11680	10300	1	1227	6	서울특별시	강남구	 개포동 1227-6	대	281	제2종일반주거지역	상업용	후면 상가지대	평지	세로장방형	세각(가)	3920000	포이초등교	북서측인근
299	11680	10300	1	1230	9	서울특별시	강남구	 개포동 1230-9	대	166.3	제2종일반주거지역	상업용	일반 상가지대	평지	가로장방형	중로한면	4670000	국립국악중고교	서측인근
300	11680	10300	1	1232	5	서울특별시	강남구	 개포동 1232-5	대	185.2	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	정방형	소로한면	4240000	강남구민체육관	서측인근
303	11680	10300	1	1235	18	서울특별시	강남구	 개포동 1235-18	대	182.3	제2종일반주거지역	상업용	후면 상가지대	평지	정방형	소로한면	4140000	영동제2교	남동측인근
304	11680	10300	1	1236	20	서울특별시	강남구	 개포동 1236-20	대	273.8	준주거지역	상업용	주택 및 상가혼용지대	평지	가로장방형	세로(가)	4240000	영동제2교	남동측인근
305	11680	10300	1	1237	5	서울특별시	강남구	 개포동 1237-5	대	264.9	준주거지역	상업용	후면 상가지대	평지	세로장방형	세로(가)	4340000	포이근린공원	남서측인근
