일련번호	시군구	읍면동리	지번구분	본번지	부번지	시도명	시군구명	소재지	지목	면적	용도지역1	이용상황	주위환경	지세명	형상명	도로교통	공시지가	지리적위치1	지리적위치2
260	11560	11100	1	306	0	서울특별시	영등포구	 당산동1가 306	대	370.2	준공업지역	상업용	주택 및 상가혼용지대	평지	부정형	중로각지	4530000	영등포 유통센타	북동측 인근
269	11560	11200	1	5	1	서울특별시	영등포구	 당산동2가 5-1	대	380.8	준공업지역	상업용	노선 상가지대	평지	세로장방형	광대한면	6000000	영등포유통센타	남측 인근
270	11560	11200	1	12	1	서울특별시	영등포구	 당산동2가 12-1	대	2941.8	준공업지역	상업용	후면 상가지대	평지	부정형	중로각지	3630000	영등포 유통센타	남측 인근
271	11560	11200	1	32	4	서울특별시	영등포구	 당산동2가 32-4	대	254.5	준공업지역	상업용	노선 상가지대	평지	세로장방형	광대한면	6100000	교보생명	북측 인근
272	11560	11200	1	56	0	서울특별시	영등포구	 당산동2가 56	대	77.7	준공업지역	상업용	노선 상가지대	평지	정방형	중로각지	4810000	양남시장	동측 인근
273	11560	11200	1	71	0	서울특별시	영등포구	 당산동2가 71	대	99.5	준공업지역	상업용	노선 상가지대	평지	사다리형	소로각지	3730000	영등포유통센타	서측 인근
278	11560	11300	1	1	15	서울특별시	영등포구	 당산동3가 1-15	대	93.9	준공업지역	상업용	후면 상가지대	평지	세로장방형	중로한면	3290000	동부센트레빌APT	남측 인근
283	11560	11300	1	127	1	서울특별시	영등포구	 당산동3가 127-1	대	367.4	준공업지역	상업용	후면 상가지대	평지	정방형	소로한면	4120000	구민회관	서측 인근
290	11560	11300	1	241	0	서울특별시	영등포구	 당산동3가 241	대	85.4	준공업지역	상업용	노선 상가지대	평지	정방형	광대한면	8100000	영등포구청	동측 인근
292	11560	11300	1	336	0	서울특별시	영등포구	 당산동3가 336	대	67.9	준공업지역	상업용	노선 상가지대	평지	사다리형	광대세각	7510000	당산동우체국	북측 인근
294	11560	11300	1	387	3	서울특별시	영등포구	 당산동3가 387-3	대	177.2	준공업지역	상업용	노선 상가지대	평지	세로장방형	광대한면	6160000	영등포구청	북측 인근
302	11560	11400	1	1	18	서울특별시	영등포구	 당산동4가 1-18	대	86.6	준공업지역	상업용	노선 상가지대	평지	사다리형	광대소각	4660000	영등포구민회관	북측 인근
310	11560	11400	1	32	59	서울특별시	영등포구	 당산동4가 32-59	대	184.2	준공업지역	상업용	미성숙 상가지대	평지	가로장방형	광대소각	4130000	현대아파트	남서측대로변
321	11560	11500	1	32	1	서울특별시	영등포구	 당산동5가 32-1	대	318.9	일반상업지역	상업용	노선 상가지대	평지	가로장방형	광대소각	7620000	당산역	남서측 인근
322	11560	11500	1	36	0	서울특별시	영등포구	 당산동5가 36	대	172.9	준주거지역	상업용	후면 상가지대	평지	세로장방형	소로한면	3650000	당산전철역 	남서측 인근
328	11560	11600	1	217	6	서울특별시	영등포구	 당산동6가 217-6	대	151.7	일반상업지역	상업용	노선 상가지대	평지	세로장방형	광대세각	6480000	당산역 	남동측 인근
329	11560	11600	1	230	0	서울특별시	영등포구	 당산동6가 230	대	87.9	일반상업지역	상업용	노선 상가지대	평지	가로장방형	광대한면	7540000	당산전철역	남동측 인근
331	11560	11600	1	238	0	서울특별시	영등포구	 당산동6가 238	대	212	준공업지역	상업용	주택 및 상가혼용지대	평지	사다리형	세로(가)	3230000	당산전철역	동측 인근
332	11560	11600	1	281	0	서울특별시	영등포구	 당산동6가 281	대	281.3	준주거지역	상업용	후면 상가지대	평지	부정형	소로각지	2830000	당산전철역	동측 인근
334	11560	11600	1	313	4	서울특별시	영등포구	 당산동6가 313-4	대	264.4	준주거지역	상업용	후면 상가지대	평지	가로장방형	소로한면	4100000	당산전철역	서측 인근
335	11560	11600	1	320	0	서울특별시	영등포구	 당산동6가 320	대	145.5	준주거지역	상업용	노선 상가지대	평지	세로장방형	소로한면	3440000	당산전철역	북서측 인근
337	11560	11600	1	335	3	서울특별시	영등포구	 당산동6가 335-3	대	277.7	준주거지역	상업용	후면 상가지대	평지	사다리형	소로한면	3200000	당산전철역	북서측 인근
338	11560	11600	1	337	19	서울특별시	영등포구	 당산동6가 337-19	대	353.8	일반상업지역	상업용	노선 상가지대	평지	세로장방형	광대세각	7510000	당산전철역	남서측 인근
339	11560	11600	1	339	1	서울특별시	영등포구	 당산동6가 339-1	대	145.8	준주거지역	상업용	후면 상가지대	평지	가로장방형	세로(가)	3300000	당산소방파출소	북동측 인근
342	11560	11700	1	121	12	서울특별시	영등포구	 당산동 121-12	대	390	일반상업지역	상업용	미성숙 상가지대	평지	사다리형	중로각지	3110000	래미안아파트	서측 인근
348	11560	11700	1	121	170	서울특별시	영등포구	 당산동 121-170	대	165	일반상업지역	상업용	노선 상가지대	평지	세로장방형	중로각지	3820000	대한결핵협회	북서측 인근
350	11560	11800	1	1	33	서울특별시	영등포구	 도림동 1-33	대	253	제2종일반주거지역	상업용	노선 상가지대	평지	사다리형	광대세각	3980000	선린아파트	남동측대로변
358	11560	11800	1	81	14	서울특별시	영등포구	 도림동 81-14	대	169	제2종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대세각	3540000	(구)도림1동사무소	남서측 인근
376	11560	11800	1	141	150	서울특별시	영등포구	 도림동 141-150	대	126	제2종일반주거지역	상업용	노선 상가지대	평지	사다리형	광대한면	4170000	도림초등학교	서측대로변
383	11560	11800	1	152	57	서울특별시	영등포구	 도림동 152-57	대	148	제2종일반주거지역	상업용	노선 상가지대	평지	사다리형	광대한면	3940000	동아에코빌APT	남동측 인근
386	11560	11800	1	186	24	서울특별시	영등포구	 도림동 186-24	대	46	준공업지역	상업용	노선 상가지대	평지	가로장방형	중로한면	3410000	도림동주민센	동측중로변
392	11560	11800	1	206	1	서울특별시	영등포구	 도림동 206-1	대	97	준공업지역	상업용	노선 상가지대	평지	사다리형	중로각지	3700000	도림교회	동측중로변
393	11560	11800	1	215	2	서울특별시	영등포구	 도림동 215-2	대	152	준공업지역	상업용	노선 상가지대	평지	사다리형	중로한면	3370000	도림동주민센터	남동측중로변
394	11560	11800	1	227	4	서울특별시	영등포구	 도림동 227-4	대	327	준공업지역	상업용	미성숙 상가지대	평지	사다리형	중로한면	2720000	유수지	북측 인근
401	11560	11800	1	243	11	서울특별시	영등포구	 도림동 243-11	대	399	준공업지역	상업용	노선 상가지대	평지	사다리형	광대한면	4040000	동아에코빌APT	남동측 인근
406	11560	11800	1	251	8	서울특별시	영등포구	 도림동 251-8	대	414.2	제3종일반주거지역	상업용	노선 상가지대	평지	정방형	광대소각	4280000	우성아파트	북측대로변
411	11560	11900	1	21	11	서울특별시	영등포구	 문래동1가 21-11	대	374.5	일반상업지역	상업용	노선 상가지대	평지	세로장방형	광대한면	4570000	대선제분	남서측 인근
421	11560	11900	1	96	1	서울특별시	영등포구	 문래동1가 96-1	대	317.3	준공업지역	상업용	노선 상가지대	평지	부정형	광대세각	3410000	도림교	동측 인근
423	11560	12000	1	14	25	서울특별시	영등포구	 문래동2가 14-25	대	232.4	준공업지역	상업용	노선 상가지대	평지	가로장방형	광대세각	4390000	문래우체국	서측 인근
426	11560	12000	1	21	1	서울특별시	영등포구	 문래동2가 21-1	대	86	일반상업지역	상업용	노선 상가지대	평지	사다리형	광대소각	3690000	하나은행문래동지점	동측 인근
427	11560	12000	1	23	1	서울특별시	영등포구	 문래동2가 23-1	대	333.5	준공업지역	상업용	노선 상가지대	평지	부정형	중로각지	3590000	하나은행문래동지점 	서측 인근
434	11560	12000	1	57	3	서울특별시	영등포구	 문래동2가 57-3	대	224.8	준공업지역	상업용	후면 상가지대	평지	세로장방형	중로한면	3410000	남성아파트	북동측 인근
441	11560	12100	1	16	102	서울특별시	영등포구	 문래동3가 16-102	대	21	준주거지역	상업용	노선 상가지대	평지	정방형	중로한면	4180000	문래해태아파트	북서측 인근
442	11560	12100	1	22	0	서울특별시	영등포구	 문래동3가 22	대	161.3	준주거지역	상업용	노선 상가지대	평지	부정형	중로한면	3830000	김안과병원	남서측 인근
450	11560	12100	1	54	42	서울특별시	영등포구	 문래동3가 54-42	대	290.1	일반상업지역	상업용	노선 상가지대	평지	사다리형	광대소각	5100000	영등포초등학교북	서측 인근
452	11560	12100	1	58	77	서울특별시	영등포구	 문래동3가 58-77	대	368.9	준공업지역	상업용	노선 상가지대	평지	가로장방형	광대한면	4360000	문래우체국	북측 인근
454	11560	12100	1	68	0	서울특별시	영등포구	 문래동3가 68	대	2184.2	준공업지역	상업용	노선 상가지대	평지	가로장방형	광대소각	4400000	문래전철역	서측 인근
456	11560	12100	1	77	1	서울특별시	영등포구	 문래동3가 77-1	대	519.5	준공업지역	상업용	노선 상가지대	평지	가로장방형	광대소각	4370000	영등포중고차매매시장	남측 인근
458	11560	12100	1	77	13	서울특별시	영등포구	 문래동3가 77-13	대	1034.2	준공업지역	상업용	주택 및 상가혼용지대	평지	사다리형	중로각지	3820000	현대홈타운	북동측 인근
466	11560	12200	1	7	1	서울특별시	영등포구	 문래동4가 7-1	대	198.3	준공업지역	상업용	노선 상가지대	평지	가로장방형	광대세각	4360000	카튼빌아파트	남서측 인근
469	11560	12200	1	9	3	서울특별시	영등포구	 문래동4가 9-3	대	261.2	준공업지역	상업용	노선 상가지대	평지	세로장방형	광대한면	4650000	문래대림아파트	동측인근
470	11560	12200	1	10	9	서울특별시	영등포구	 문래동4가 10-9	대	297.5	준공업지역	상업용	노선 상가지대	평지	사다리형	광대한면	3570000	문래대림아파트	남동측 인근
476	11560	12200	1	21	20	서울특별시	영등포구	 문래동4가 21-20	대	97.8	준공업지역	상업용	성숙중인 상가지대	평지	사다리형	중로각지	3470000	국화아파트 	남측 인근
503	11560	12500	1	31	10	서울특별시	영등포구	 양평동1가 31-10	대	211.6	준공업지역	상업용	노선 상가지대	평지	세로장방형	광대소각	4500000	양남시장	서측 인근
504	11560	12500	1	65	0	서울특별시	영등포구	 양평동1가 65	대	172.2	준공업지역	상업용	후면 상가지대	평지	세로장방형	중로각지	3880000	양남시장	북측 인근
505	11560	12500	1	91	0	서울특별시	영등포구	 양평동1가 91	대	69.8	준공업지역	상업용	미성숙 상가지대	평지	세로장방형	광대세각	3950000	양남시장	북서측 인근
507	11560	12500	1	116	1	서울특별시	영등포구	 양평동1가 116-1	대	77	준공업지역	상업용	미성숙 상가지대	평지	사다리형	광대소각	5000000	노동부남부지청	서측 인근
511	11560	12500	1	164	5	서울특별시	영등포구	 양평동1가 164-5	대	138.8	준공업지역	상업용	노선 상가지대	평지	세로장방형	광대한면	6010000	양평동로타리	서측 인근
513	11560	12500	1	181	0	서울특별시	영등포구	 양평동1가 181	대	73.4	준공업지역	상업용	노선 상가지대	평지	가로장방형	광대한면	5360000	양평동로타리	서측 인근
514	11560	12500	1	208	1	서울특별시	영등포구	 양평동1가 208-1	대	333.6	준공업지역	상업용	후면 상가지대	평지	부정형	소로각지	3640000	양평역 	남동측 인근
523	11560	12600	1	19	1	서울특별시	영등포구	 양평동2가 19-1	대	379.2	준공업지역	상업용	노선 상가지대	평지	가로장방형	광대한면	3870000	영등포기계상가	남서측 인근
524	11560	12600	1	19	3	서울특별시	영등포구	 양평동2가 19-3	대	122.3	준공업지역	상업용	일반 상가지대	평지	정방형	소로각지	3000000	영등포기계상가	남서측 인근
525	11560	12600	1	29	4	서울특별시	영등포구	 양평동2가 29-4	대	188.4	준공업지역	상업용	노선 상가지대	평지	정방형	광대소각	4310000	영등포기계상가	서측 인근
538	11560	12700	1	7	1	서울특별시	영등포구	 양평동3가 7-1	대	224.8	준공업지역	상업용	후면 상가지대	평지	세로장방형	중로한면	3650000	노동부남부지청	북측 인근
552	11560	12700	1	78	3	서울특별시	영등포구	 양평동3가 78-3	대	195.4	준공업지역	상업용	후면 상가지대	평지	정방형	중로각지	3100000	동양웨딩홀	북서측 인근
553	11560	12700	1	80	2	서울특별시	영등포구	 양평동3가 80-2	대	2757.5	준공업지역	상업용	노선 상가지대	평지	가로장방형	중로각지	3450000	동양웨딩홀	북서측 인근
560	11560	12800	1	27	2	서울특별시	영등포구	 양평동4가 27-2	대	360.7	일반상업지역	상업용	노선 상가지대	평지	세로장방형	광대소각	5670000	당산소방파출소	남서측 인근
561	11560	12800	1	32	3	서울특별시	영등포구	 양평동4가 32-3	대	157.7	준공업지역	상업용	주택 및 상가혼용지대	평지	세로장방형	소로한면	3270000	강서세무서	북동측 인근
563	11560	12800	1	56	0	서울특별시	영등포구	 양평동4가 56	대	262.9	준공업지역	상업용	노선 상가지대	평지	부정형	광대소각	5430000	당산소방서	북서측 인근
567	11560	12800	1	98	2	서울특별시	영등포구	 양평동4가 98-2	대	358.1	준공업지역	상업용	노선 상가지대	평지	부정형	광대한면	4940000	선유도역	남동측 인근
569	11560	12800	1	114	1	서울특별시	영등포구	 양평동4가 114-1	대	195.4	준공업지역	상업용	노선 상가지대	평지	정방형	광대한면	5350000	선유도역	동측 인근
571	11560	12800	1	147	3	서울특별시	영등포구	 양평동4가 147-3	대	210.6	준공업지역	상업용	노선 상가지대	평지	정방형	광대한면	4810000	선유도역	남동측 인근
572	11560	12800	1	153	30	서울특별시	영등포구	 양평동4가 153-30	대	201.8	준공업지역	상업용	노선 상가지대	평지	가로장방형	광대한면	4840000	양평우체국	서측 옆
576	11560	12800	1	201	0	서울특별시	영등포구	 양평동4가 201	대	308.1	준공업지역	상업용	미성숙 상가지대	평지	세로장방형	광대한면	3540000	선유도역	북동측 인근
582	11560	12800	1	277	1	서울특별시	영등포구	 양평동4가 277-1	대	192.7	준공업지역	상업용	주택 및 상가혼용지대	평지	세로장방형	세로(가)	3020000	양평동우체국	북동측 인근
588	11560	12900	1	26	8	서울특별시	영등포구	 양평동5가 26-8	대	556.5	준공업지역	상업용	노선 상가지대	평지	사다리형	광대소각	5430000	선유도역	7번출구 옆
592	11560	12900	1	62	0	서울특별시	영등포구	 양평동5가 62	대	575.9	준공업지역	상업용	노선 상가지대	평지	세로장방형	광대소각	3920000	선유도역	북측 인근
596	11560	12900	1	125	4	서울특별시	영등포구	 양평동5가 125-4	대	181.8	제2종일반주거지역	상업용	미성숙 상가지대	평지	세로장방형	광대한면	2710000	양평한신아파트	동측 인근
618	11560	13200	1	65	40	서울특별시	영등포구	 신길동 65-40	대	381	일반상업지역	상업용	노선 상가지대	평지	부정형	광대소각	4530000	신길1동새마을	금고 동측인근
619	11560	13200	1	65	80	서울특별시	영등포구	 신길동 65-80	대	753	일반상업지역	상업용	노선 상가지대	평지	부정형	광대한면	3690000	신길교회남동측	인근노랑진로변
630	11560	13200	1	95	49	서울특별시	영등포구	 신길동 95-49	대	407	제2종일반주거지역	상업용	후면 상가지대	평지	부정형	세로(가)	2600000	우리은행신길동	지점 남서측인근
631	11560	13200	1	95	62	서울특별시	영등포구	 신길동 95-62	대	245	일반상업지역	상업용	노선 상가지대	평지	부정형	광대세각	4740000	우리은행신길동	지점인근서측로변
636	11560	13200	1	98	14	서울특별시	영등포구	 신길동 98-14	대	149	일반상업지역	상업용	노선 상가지대	평지	부정형	광대한면	4100000	우리은행신길동	지점 북측인근
638	11560	13200	1	103	9	서울특별시	영등포구	 신길동 103-9	대	310	일반상업지역	상업용	노선 상가지대	평지	사다리형	광대한면	4450000	전기조합회관북측	(서울대윤병원)
639	11560	13200	1	110	7	서울특별시	영등포구	 신길동 110-7	대	271	제2종일반주거지역	상업용	노선 상가지대	평지	부정형	광대세각	3730000	대신시장북동측	인근 도림로변
640	11560	13200	1	110	47	서울특별시	영등포구	 신길동 110-47	대	165	준주거지역	상업용	노선 상가지대	평지	부정형	광대소각	4990000	대신시장	북측인근도림로변
647	11560	13200	1	115	1	서울특별시	영등포구	 신길동 115-1	대	563	준주거지역	상업용	노선 상가지대	평지	부정형	광대소각	6300000	기업은행신길동	지점 서측인근
649	11560	13200	1	115	26	서울특별시	영등포구	 신길동 115-26	대	146	준주거지역	상업용	시장주변 상가지대	평지	정방형	중로각지	5150000	대신시장	서측인근
671	11560	13200	1	159	4	서울특별시	영등포구	 신길동 159-4	대	122	준주거지역	상업용	노선 상가지대	평지	가로장방형	광대세각	4930000	대신시장	서측인근
674	11560	13200	1	162	12	서울특별시	영등포구	 신길동 162-12	대	377	준주거지역	상업용	노선 상가지대	평지	사다리형	광대한면	4650000	장훈고교	남측로변
696	11560	13200	1	192	155	서울특별시	영등포구	 신길동 192-155	대	308	제2종일반주거지역	상업용	노선 상가지대	평지	사다리형	광대한면	4440000	신길시장	북측대로변
697	11560	13200	1	192	206	서울특별시	영등포구	 신길동 192-206	대	314	제2종일반주거지역	상업용	노선 상가지대	평지	사다리형	중로각지	4340000	신길시장	동측 인근
701	11560	13200	1	196	5	서울특별시	영등포구	 신길동 196-5	대	254	제2종일반주거지역	상업용	노선 상가지대	평지	정방형	광대한면	3990000	우신초등교	북동측인근
717	11560	13200	1	214	55	서울특별시	영등포구	 신길동 214-55	대	198	제2종일반주거지역	상업용	노선 상가지대	평지	사다리형	광대세각	3800000	우신초등학교	북측인근(4동)
718	11560	13200	1	215	8	서울특별시	영등포구	 신길동 215-8	대	202	제2종일반주거지역	상업용	노선 상가지대	평지	정방형	광대한면	3790000	우신초등교	북측 대로변
725	11560	13200	1	226	20	서울특별시	영등포구	 신길동 226-20	대	221	제2종일반주거지역	상업용	노선 상가지대	평지	사다리형	광대세각	5500000	우신초등교	서측 대로변
728	11560	13200	1	232	15	서울특별시	영등포구	 신길동 232-15	대	219	제2종일반주거지역	상업용	시장주변 상가지대	평지	사다리형	광대한면	5040000	우신초등학교	남측인근
729	11560	13200	1	232	90	서울특별시	영등포구	 신길동 232-90	대	423	제2종일반주거지역	상업용	노선 상가지대	평지	부정형	광대세각	5980000	사러가쇼핑	북동측 인근
732	11560	13200	1	234	6	서울특별시	영등포구	 신길동 234-6	대	162	근린상업지역	상업용	노선 상가지대	평지	부정형	광대세각	8120000	사러가쇼핑	북동측 인근
733	11560	13200	1	236	5	서울특별시	영등포구	 신길동 236-5	대	213.6	근린상업지역	상업용	노선 상가지대	평지	세로장방형	세로(가)	4310000	세화예식장	동측월편
734	11560	13200	1	236	12	서울특별시	영등포구	 신길동 236-12	대	370.5	근린상업지역	상업용	노선 상가지대	평지	세로장방형	광대세각	4900000	동천교회	남측인근
736	11560	13200	1	237	20	서울특별시	영등포구	 신길동 237-20	대	203.1	제2종일반주거지역	상업용	노선 상가지대	평지	부정형	광대한면	4450000	세화예식장동측	월편신길로변
738	11560	13200	1	238	39	서울특별시	영등포구	 신길동 238-39	대	50	제2종일반주거지역	상업용	노선 상가지대	평지	가로장방형	광대한면	3990000	신길래미안1차A	서측인근 노변
746	11560	13200	1	252	1	서울특별시	영등포구	 신길동 252-1	대	579	근린상업지역	상업용	노선 상가지대	평지	사다리형	광대세각	7290000	사러가쇼핑	남측 인근
750	11560	13200	1	257	5	서울특별시	영등포구	 신길동 257-5	대	112	근린상업지역	상업용	노선 상가지대	평지	가로장방형	소로한면	4270000	사러가쇼핑	북서측 인근
756	11560	13200	1	263	77	서울특별시	영등포구	 신길동 263-77	대	93	근린상업지역	상업용	노선 상가지대	평지	정방형	광대세각	5210000	사러가쇼핑	남서측 인근
767	11560	13200	1	287	1	서울특별시	영등포구	 신길동 287-1	대	191	제2종일반주거지역	상업용	노선 상가지대	평지	사다리형	광대세각	4480000	도림초교	북측로변
769	11560	13200	1	289	6	서울특별시	영등포구	 신길동 289-6	대	700	제2종일반주거지역	상업용	노선 상가지대	평지	사다리형	광대소각	5090000	도림초교	북서측로변
770	11560	13200	1	296	12	서울특별시	영등포구	 신길동 296-12	대	331	제2종일반주거지역	상업용	성숙중인 상가지대	평지	세로장방형	광대소각	4690000	도림초교	서측 인근
780	11560	13200	1	321	12	서울특별시	영등포구	 신길동 321-12	대	165	근린상업지역	상업용	시장주변 상가지대	평지	가로장방형	중로한면	5210000	도림초교	남측 인근
787	11560	13200	1	329	69	서울특별시	영등포구	 신길동 329-69	대	142	제2종일반주거지역	상업용	기존 상가지대	평지	사다리형	세로(가)	4090000	세화주유소	북서측 인근
804	11560	13200	1	342	134	서울특별시	영등포구	 신길동 342-134	대	195	제2종일반주거지역	상업용	노선 상가지대	평지	정방형	광대세각	3790000	대영중고등학교	서측인근도림로변(5동)
812	11560	13200	1	355	1	서울특별시	영등포구	 신길동 355-1	대	483	제2종일반주거지역	상업용	노선 상가지대	평지	사다리형	광대세각	5080000	우성5차아파트	서측 인근
813	11560	13200	1	355	56	서울특별시	영등포구	 신길동 355-56	대	187	제2종일반주거지역	상업용	노선 상가지대	평지	정방형	광대세각	3580000	대영중학교	북서측인근(5동)
814	11560	13200	1	355	84	서울특별시	영등포구	 신길동 355-84	대	153	제2종일반주거지역	상업용	노선 상가지대	평지	가로장방형	광대세각	3850000	신길건영Apt	남측로변
821	11560	13200	1	355	633	서울특별시	영등포구	 신길동 355-633	대	149	제2종일반주거지역	상업용	노선 상가지대	평지	가로장방형	광대세각	3470000	성락교회남측인근	가마산길변(5동)
822	11560	13200	1	362	22	서울특별시	영등포구	 신길동 362-22	대	493	제2종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대세각	5480000	신길건영아파트	북동측 인근
836	11560	13200	1	414	24	서울특별시	영등포구	 신길동 414-24	대	116	제2종일반주거지역	상업용	노선 상가지대	평지	가로장방형	광대한면	3240000	대림소방파출소	북측인근(5동)
839	11560	13200	1	420	21	서울특별시	영등포구	 신길동 420-21	대	188	제2종일반주거지역	상업용	노선 상가지대	평지	부정형	광대한면	3770000	대영초등학교	남서측 인근(5동)
846	11560	13200	1	428	8	서울특별시	영등포구	 신길동 428-8	대	132	준주거지역	상업용	미성숙 상가지대	평지	정방형	광대한면	3410000	신풍역	서측인근(5동)
870	11560	13200	1	480	1	서울특별시	영등포구	 신길동 480-1	대	443.8	준주거지역	상업용	노선 상가지대	평지	사다리형	중로각지	3980000	대방세무서	서측인근
876	11560	13200	1	623	7	서울특별시	영등포구	 신길동 623-7	대	148.5	제3종일반주거지역	상업용	노선 상가지대	평지	정방형	광대한면	5940000	보라매역	북측인근대방로변
879	11560	13200	1	676	0	서울특별시	영등포구	 신길동 676	대	101.8	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대한면	5000000	대방초등교	동측인근대방로변
881	11560	13200	1	703	0	서울특별시	영등포구	 신길동 703	대	137.9	제3종일반주거지역	상업용	시장주변 상가지대	평지	가로장방형	소로각지	4080000	대방초등교	북동측인근
882	11560	13200	1	714	0	서울특별시	영등포구	 신길동 714	대	100.2	제3종일반주거지역	상업용	노선 상가지대	평지	사다리형	광대소각	4260000	한성아파트	남동측인근
886	11560	13200	1	763	1	서울특별시	영등포구	 신길동 763-1	대	101.6	제3종일반주거지역	상업용	노선 상가지대	평지	정방형	광대한면	3870000	대방초등교	북동측인근
895	11560	13200	1	1136	0	서울특별시	영등포구	 신길동 1136	대	118.1	제3종일반주거지역	상업용	노선 상가지대	평지	부정형	광대한면	3690000	신길7동사무소	동측인근대방로변
900	11560	13200	1	1315	0	서울특별시	영등포구	 신길동 1315	대	159.7	일반상업지역	상업용	노선 상가지대	평지	세로장방형	광대소각	4860000	대방역남서측인근	노량진로변
901	11560	13200	1	1331	0	서울특별시	영등포구	 신길동 1331	대	479.7	제2종일반주거지역	상업용	후면 상가지대	평지	정방형	소로한면	2630000	한빛예식장	남서측인근
904	11560	13200	1	1432	0	서울특별시	영등포구	 신길동 1432	대	554	제2종일반주거지역	상업용	역주변 상가지대	평지	부정형	소로각지	2420000	대방역	북동측인근
908	11560	13200	1	1530	0	서울특별시	영등포구	 신길동 1530	대	165	준주거지역	상업용	노선 상가지대	평지	사다리형	광대세각	3850000	대방초교남서측	인근상도동길로변
932	11560	13200	1	2760	0	서울특별시	영등포구	 신길동 2760	대	128	준주거지역	상업용	노선 상가지대	평지	사다리형	광대한면	4480000	신풍역 동측인근	상도동길로변
949	11560	13200	1	3486	0	서울특별시	영등포구	 신길동 3486	대	116	제3종일반주거지역	상업용	노선 상가지대	평지	사다리형	광대한면	4320000	남서울아파트	북측인근신길로변
952	11560	13200	1	3622	0	서울특별시	영등포구	 신길동 3622	대	215	준주거지역	상업용	노선 상가지대	평지	사다리형	광대한면	4150000	신길6동사무소	서측인근로변
953	11560	13200	1	3667	0	서울특별시	영등포구	 신길동 3667	대	99	준주거지역	상업용	역주변 상가지대	평지	사다리형	광대한면	3280000	신풍역2번출구	인근
956	11560	13200	1	3741	41	서울특별시	영등포구	 신길동 3741-41	대	196	제3종일반주거지역	상업용	노선 상가지대	평지	부정형	중로각지	3160000	신길6동파출소	서측인근로변
964	11560	13200	1	4008	0	서울특별시	영등포구	 신길동 4008	대	331	제2종일반주거지역	상업용	시장주변 상가지대	평지	사다리형	광대세각	3510000	영진시장	남서측인근
970	11560	13200	1	4206	0	서울특별시	영등포구	 신길동 4206	대	589	제3종일반주거지역	상업용	미성숙 상가지대	평지	부정형	광대한면	3690000	대방세무서	남측인근
974	11560	13200	1	4344	0	서울특별시	영등포구	 신길동 4344	대	162	제3종일반주거지역	상업용	미성숙 상가지대	평지	사다리형	광대한면	3570000	신길두산위브A	동측인근
986	11560	13200	1	4716	0	서울특별시	영등포구	 신길동 4716	대	149	제2종일반주거지역	상업용	노선 상가지대	평지	사다리형	광대세각	3640000	썬프라자쇼핑센타	동측인근
989	11560	13200	1	4831	0	서울특별시	영등포구	 신길동 4831	대	139	제3종일반주거지역	상업용	노선 상가지대	평지	가로장방형	광대세각	3150000	강남성심병원	동측월편
991	11560	13200	1	4902	12	서울특별시	영등포구	 신길동 4902-12	대	242.4	근린상업지역	상업용	노선 상가지대	평지	정방형	광대한면	6410000	KB신길동지점	동측인근
1002	11560	13300	1	605	27	서울특별시	영등포구	 대림동 605-27	대	374	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	부정형	광대세각	3140000	신길건영아파트	서측인근(3동)
1012	11560	13300	1	664	22	서울특별시	영등포구	 대림동 664-22	대	333.9	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대한면	3310000	신영초등교	북동측 인근(3동)
1013	11560	13300	1	667	10	서울특별시	영등포구	 대림동 667-10	대	661.8	제2종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대한면	3680000	국민은행대림동	지점북동측인근(3동)
1019	11560	13300	1	681	0	서울특별시	영등포구	 대림동 681	대	661.8	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대소각	3930000	국민은행대림동	지점 북측인근(3동)
1025	11560	13300	1	688	1	서울특별시	영등포구	 대림동 688-1	대	664.2	제3종일반주거지역	상업용	노선 상가지대	평지	부정형	광대세각	4710000	하나은행대림동	지점동측대로변(3동)
1031	11560	13300	1	693	5	서울특별시	영등포구	 대림동 693-5	대	356	제3종일반주거지역	상업용	노선 상가지대	평지	세로장방형	광대소각	3910000	대림우성아파트	서측인근로변(3동)
1032	11560	13300	1	700	3	서울특별시	영등포구	 대림동 700-3	대	662.1	제3종일반주거지역	상업용	노선 상가지대	평지	정방형	광대세각	4280000	대동초등교	동측월편인근(1동)
1042	11560	13300	1	718	6	서울특별시	영등포구	 대림동 718-6	대	302.5	제2종일반주거지역	상업용	주택 및 상가혼용지대	평지	사다리형	중로각지	3040000	두암종합시장	동측인근(3동)
1043	11560	13300	1	720	5	서울특별시	영등포구	 대림동 720-5	대	365.3	제3종일반주거지역	상업용	주택 및 상가혼용지대	평지	가로장방형	중로각지	3070000	두암종합시장	북동측인근(3동)
1044	11560	13300	1	722	10	서울특별시	영등포구	 대림동 722-10	대	284	제2종일반주거지역	상업용	시장주변 상가지대	평지	가로장방형	소로각지	3130000	두암종합시장	북측인근(3동)
